,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Boston Celtics*,62,18,.775,—,112.8,104.4,7.46,East,1.0
2,Cincinnati Royals*,48,32,.600,14.0,114.2,111.9,2.04,East,2.0
3,Philadelphia 76ers*,40,40,.500,22.0,112.5,112.7,-0.13,East,3.0
4,New York Knicks,31,49,.388,31.0,107.4,111.1,-3.26,East,4.0
6,Los Angeles Lakers*,49,31,.613,—,111.9,109.9,1.70,West,1.0
7,St. Louis Hawks*,45,35,.563,4.0,108.8,105.8,2.68,West,2.0
8,Baltimore Bullets*,37,43,.463,12.0,113.6,115.8,-1.97,West,3.0
9,Detroit Pistons,31,49,.388,18.0,108.5,111.9,-3.03,West,4.0
10,San Francisco Warriors,17,63,.213,32.0,105.8,112.0,-5.49,West,5.0
