,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Boston Celtics*,28.3,62.0,18.0,60,20,8.41,-0.93,7.46,90.9,84.2,6.7,123.6,0.3,,0.463,,0.414,,,0.22,,,,,,,Boston Garden,246529.0,
1,2.0,St. Louis Hawks*,27.1,45.0,35.0,48,32,3.03,-0.34,2.68,94.5,91.8,2.7,115.1,0.382,,0.483,,0.424,,,0.281,,,,,,,Kiel Auditorium,,
2,3.0,Cincinnati Royals*,26.5,48.0,32.0,46,34,2.28,-0.26,2.04,98.0,96.0,2.0,115.8,0.368,,0.504,,0.447,,,0.278,,,,,,,Cincinnati Gardens,,
3,4.0,Los Angeles Lakers*,26.4,49.0,31.0,45,35,1.91,-0.21,1.7,97.4,95.8,1.6,113.9,0.391,,0.5,,0.437,,,0.298,,,,,,,Los Angeles Memorial Sports Arena,392004.0,
4,5.0,Philadelphia 76ers*,27.6,40.0,40.0,40,40,-0.15,0.02,-0.13,94.1,94.2,-0.1,119.1,0.375,,0.481,,0.422,,,0.277,,,,,,,Convention Hall,,
5,6.0,Baltimore Bullets*,26.1,37.0,43.0,35,45,-2.21,0.25,-1.97,96.8,98.7,-1.9,116.2,0.407,,0.498,,0.442,,,0.29,,,,,,,Baltimore Civic Center,,
6,7.0,Detroit Pistons,24.4,31.0,49.0,31,49,-3.41,0.38,-3.03,90.5,93.3,-2.8,119.2,0.306,,0.461,,0.418,,,0.211,,,,,,,Cobo Arena,,
7,8.0,New York Knicks,25.5,31.0,49.0,31,49,-3.66,0.41,-3.26,93.2,96.4,-3.2,113.5,0.343,,0.477,,0.426,,,0.244,,,,,,,Madison Square Garden (III),,
8,9.0,San Francisco Warriors,25.6,17.0,63.0,25,55,-6.19,0.69,-5.49,87.7,92.8,-5.1,119.7,0.345,,0.446,,0.403,,,0.221,,,,,,,San Francisco Civic Auditorium,,
9,,League Average,26.4,,,40,40,0.0,0.0,0.0,93.6,93.6,,117.3,0.356,,0.479,,0.426,,,0.257,,,,,,,,319267.0,
