,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics*,80,240.9,,,,,,,,,,,,,,,,,,,,,104.4
1,2.0,St. Louis Hawks*,80,240.3,,,,,,,,,,,,,,,,,,,,,105.8
2,3.0,Los Angeles Lakers*,80,241.9,,,,,,,,,,,,,,,,,,,,,109.9
3,4.0,New York Knicks,80,243.8,,,,,,,,,,,,,,,,,,,,,111.1
4,5.0,Cincinnati Royals*,80,241.6,,,,,,,,,,,,,,,,,,,,,111.9
5,6.0,Detroit Pistons,80,241.6,,,,,,,,,,,,,,,,,,,,,111.9
6,7.0,San Francisco Warriors,80,241.9,,,,,,,,,,,,,,,,,,,,,112.0
7,8.0,Philadelphia 76ers*,80,240.9,,,,,,,,,,,,,,,,,,,,,112.7
8,9.0,Baltimore Bullets*,80,242.2,,,,,,,,,,,,,,,,,,,,,115.8
9,,League Average,80,241.7,42.5,99.8,0.426,,,,42.5,99.8,0.426,25.6,35.6,0.721,,,67.3,21.0,,,,25.9,110.6
