,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Utah Jazz*,82,19755,40.8,87.9,0.464,0.8,3.2,0.257,40.0,84.6,0.472,20.9,27.4,0.762,15.7,30.6,46.3,23.9,9.3,5.1,18.6,24.0,103.4
1,2,Milwaukee Bucks*,82,19805,39.1,84.7,0.461,1.0,3.7,0.26,38.1,81.0,0.47,24.5,32.8,0.748,15.0,27.9,42.9,23.1,7.8,4.7,19.0,25.6,103.6
2,3,Washington Bullets*,82,19855,42.1,86.6,0.487,0.8,2.8,0.284,41.3,83.8,0.493,19.6,26.2,0.747,13.5,32.2,45.7,24.0,7.6,4.8,17.7,22.1,104.6
3,4,Boston Celtics*,82,19705,43.7,91.6,0.477,0.9,3.2,0.264,42.8,88.4,0.484,18.1,23.0,0.787,13.2,27.4,40.7,24.5,7.7,3.8,14.7,23.5,106.3
4,5,Houston Rockets*,82,19830,41.4,86.1,0.481,1.1,3.1,0.349,40.4,83.1,0.486,22.3,28.7,0.778,13.7,26.3,40.0,25.1,9.2,4.9,17.7,22.5,106.3
5,6,Phoenix Suns*,82,19805,42.6,86.4,0.493,0.8,2.6,0.29,41.8,83.8,0.5,20.8,27.1,0.765,13.3,28.6,41.9,25.8,9.1,4.8,17.4,23.9,106.8
6,7,Los Angeles Lakers*,82,19755,43.1,89.9,0.48,1.0,3.5,0.283,42.1,86.4,0.488,19.8,26.4,0.748,14.7,24.5,39.1,27.2,8.9,4.4,16.1,22.4,107.0
7,8,Detroit Pistons*,82,19830,42.6,86.0,0.496,0.9,2.9,0.313,41.7,83.1,0.502,21.0,27.7,0.76,12.8,29.5,42.3,24.3,7.4,5.9,17.1,23.2,107.2
8,9,Portland Trail Blazers*,82,19880,43.1,87.4,0.493,0.7,2.7,0.254,42.4,84.7,0.501,20.3,26.5,0.766,14.8,27.2,42.0,26.1,8.5,5.4,18.7,25.2,107.2
9,10,Atlanta Hawks,82,19855,42.4,88.0,0.482,0.6,2.6,0.217,41.9,85.4,0.49,21.9,28.9,0.758,16.1,29.2,45.3,25.3,8.2,4.5,18.0,23.9,107.3
10,11,Philadelphia 76ers*,82,19805,42.0,86.0,0.488,1.0,3.7,0.257,41.0,82.3,0.499,22.3,28.8,0.775,14.2,26.1,40.3,25.7,9.1,4.7,18.4,26.5,107.3
11,12,New Jersey Nets*,82,19755,42.2,84.6,0.499,0.9,3.1,0.302,41.3,81.5,0.507,22.2,29.5,0.753,13.0,28.9,41.9,23.7,8.2,4.2,18.0,23.2,107.7
12,13,Seattle SuperSonics,82,19705,43.2,87.6,0.493,1.0,3.1,0.312,42.2,84.5,0.499,20.9,27.1,0.77,13.7,29.2,42.8,27.2,9.0,5.6,17.0,24.8,108.2
13,14,Indiana Pacers,82,19780,41.9,84.7,0.495,0.7,2.3,0.32,41.2,82.3,0.5,23.9,31.3,0.764,12.7,29.8,42.5,25.9,9.0,6.0,16.4,23.9,108.4
14,15,Denver Nuggets*,82,19830,42.5,83.0,0.512,0.7,2.9,0.252,41.7,80.1,0.521,22.8,29.8,0.765,13.3,29.6,42.8,24.2,7.5,6.6,19.6,24.5,108.4
15,16,Cleveland Cavaliers*,82,19780,42.2,88.3,0.478,0.8,3.0,0.277,41.4,85.3,0.485,23.4,30.4,0.769,14.4,29.2,43.6,26.4,7.3,5.1,16.2,25.0,108.7
16,17,San Antonio Spurs*,82,19780,42.5,85.8,0.496,0.8,2.8,0.298,41.7,82.9,0.503,23.1,29.7,0.776,13.3,26.4,39.7,26.6,8.7,5.5,17.4,25.1,109.0
17,18,Dallas Mavericks*,82,19855,44.4,88.1,0.504,1.2,3.9,0.308,43.2,84.2,0.513,19.4,25.4,0.763,13.0,30.2,43.2,25.8,7.0,5.3,16.4,25.3,109.3
18,19,New York Knicks,82,19830,40.5,81.9,0.495,0.8,2.8,0.293,39.7,79.1,0.502,27.8,36.6,0.759,14.8,29.2,44.0,26.1,8.1,5.4,19.3,24.8,109.6
19,20,Chicago Bulls*,82,19805,42.9,87.9,0.488,1.1,3.6,0.312,41.8,84.4,0.496,22.6,29.2,0.774,13.9,27.6,41.4,24.9,8.1,5.5,16.1,24.9,109.6
20,21,Los Angeles Clippers,82,19730,45.0,91.9,0.49,0.9,3.2,0.281,44.1,88.8,0.497,19.3,25.5,0.758,15.0,27.5,42.5,27.3,9.3,5.1,15.0,22.7,110.3
21,22,Kansas City Kings,82,19755,44.3,86.8,0.51,0.8,3.0,0.251,43.5,83.8,0.519,22.8,29.6,0.769,13.6,26.4,39.9,27.3,8.9,6.0,16.6,25.7,112.1
22,23,Golden State Warriors,82,19855,45.0,83.9,0.536,0.7,2.6,0.259,44.3,81.3,0.545,22.5,29.6,0.758,12.9,29.5,42.4,27.4,7.6,5.5,18.5,25.5,113.0
