,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,San Antonio Spurs*,50,12075,36.6,91.1,0.402,3.8,12.5,0.304,32.8,78.5,0.417,18.0,25.7,0.701,15.6,31.5,47.2,21.1,9.8,5.4,16.4,25.7,95.0
1,2,Atlanta Hawks*,50,12075,37.2,90.2,0.413,4.4,14.8,0.3,32.8,75.4,0.435,18.3,25.1,0.729,13.5,31.9,45.4,20.8,8.8,5.7,15.7,28.0,97.1
2,3,Orlando Magic*,50,12050,38.3,86.5,0.443,5.2,15.0,0.345,33.1,71.5,0.463,15.6,22.1,0.707,13.3,31.9,45.3,23.3,10.5,5.4,19.4,24.9,97.4
3,4,New York Knicks*,50,12100,34.9,86.5,0.403,5.3,15.1,0.353,29.5,71.4,0.414,22.4,30.5,0.733,14.1,32.6,46.6,21.1,9.7,4.9,17.5,23.6,97.5
4,5,Philadelphia 76ers*,50,12150,35.6,84.3,0.423,5.4,16.0,0.337,30.3,68.4,0.443,21.0,28.7,0.731,13.8,31.3,45.0,22.3,9.7,5.9,20.0,26.4,97.6
5,6,Portland Trail Blazers*,50,12175,36.3,87.0,0.417,4.9,15.3,0.318,31.5,71.8,0.438,20.2,27.9,0.725,13.6,30.7,44.3,21.3,9.1,5.4,17.3,25.2,97.7
6,7,Utah Jazz*,50,12175,36.2,87.6,0.413,4.9,15.1,0.321,31.3,72.5,0.432,21.2,29.4,0.721,14.4,29.3,43.7,20.5,9.8,6.0,16.9,29.7,98.4
7,8,Miami Heat*,50,12025,36.8,89.6,0.411,5.0,14.3,0.348,31.9,75.3,0.423,20.2,27.5,0.737,14.6,31.6,46.2,20.1,9.1,4.4,15.9,25.9,98.9
8,9,Detroit Pistons*,50,12050,36.6,84.0,0.436,5.4,15.7,0.346,31.1,68.2,0.456,21.7,30.4,0.715,12.6,31.8,44.4,24.1,9.8,5.2,17.8,25.7,100.3
9,10,Golden State Warriors,50,12125,36.0,85.7,0.42,4.3,12.8,0.336,31.7,72.9,0.435,24.8,34.1,0.728,14.6,33.5,48.1,22.8,8.9,6.8,16.4,22.9,101.1
10,11,Minnesota Timberwolves*,50,12025,36.8,83.8,0.439,4.7,14.3,0.326,32.2,69.5,0.463,23.1,32.2,0.718,13.0,34.3,47.2,24.4,8.0,5.7,18.3,22.3,101.5
11,12,Cleveland Cavaliers,50,12050,36.8,84.5,0.436,5.4,15.6,0.35,31.4,68.9,0.455,22.5,30.3,0.743,13.6,32.4,46.0,24.3,9.0,6.5,18.9,27.6,101.6
12,13,Boston Celtics,50,12150,37.2,84.1,0.443,3.8,12.1,0.312,33.5,72.0,0.465,24.1,32.5,0.742,13.9,33.3,47.2,22.0,10.0,5.5,18.2,21.6,102.4
13,14,Charlotte Hornets,50,12150,38.3,88.1,0.434,4.7,14.0,0.333,33.6,74.1,0.454,21.1,28.8,0.734,14.4,32.8,47.3,24.0,9.8,5.1,16.8,25.3,102.4
14,15,Houston Rockets*,50,12075,40.1,92.6,0.434,5.1,14.4,0.357,35.0,78.1,0.448,17.4,23.8,0.734,14.9,31.1,46.0,23.1,9.9,5.5,14.6,23.1,102.9
15,16,Milwaukee Bucks*,50,12050,36.6,85.7,0.427,6.2,18.6,0.334,30.4,67.1,0.453,23.6,31.3,0.752,15.0,32.0,47.0,23.3,9.1,4.4,19.0,23.3,103.0
16,17,Chicago Bulls,50,12075,38.9,85.4,0.455,4.7,13.8,0.34,34.2,71.6,0.477,20.6,28.1,0.733,12.4,35.4,47.8,24.8,10.0,6.4,17.6,24.2,103.0
17,18,Sacramento Kings*,50,12200,41.2,92.2,0.446,4.5,13.4,0.336,36.7,78.9,0.465,16.3,22.8,0.712,15.4,32.8,48.1,23.9,10.0,4.5,16.2,22.6,103.1
18,19,Phoenix Suns*,50,12050,39.2,87.1,0.45,6.0,16.7,0.36,33.2,70.4,0.472,18.8,27.1,0.694,13.6,33.3,46.9,23.5,9.1,4.5,18.0,23.6,103.3
19,20,New Jersey Nets,50,12050,39.1,86.4,0.453,4.9,14.2,0.341,34.3,72.2,0.475,20.5,28.3,0.727,13.6,34.4,48.0,21.1,8.6,7.1,17.7,23.6,103.6
20,21,Washington Wizards,50,12050,37.8,84.9,0.446,4.8,13.7,0.352,33.0,71.2,0.464,23.2,31.5,0.736,13.7,33.7,47.4,23.9,8.9,4.7,17.6,24.1,103.7
21,22,Toronto Raptors,50,12075,37.9,86.3,0.439,5.7,15.4,0.372,32.2,71.0,0.454,22.3,30.6,0.728,13.7,31.2,44.9,24.5,10.0,5.8,17.3,24.4,103.9
22,23,Los Angeles Lakers*,50,12050,38.2,86.8,0.441,4.7,14.2,0.332,33.5,72.6,0.462,23.1,32.6,0.709,13.6,30.5,44.1,23.1,8.9,4.3,15.6,27.6,104.3
23,24,Indiana Pacers*,50,12100,39.2,90.4,0.434,4.7,14.6,0.325,34.4,75.8,0.454,21.3,28.2,0.756,14.4,32.7,47.1,21.9,8.2,5.5,15.0,25.9,104.4
24,25,Dallas Mavericks,50,12075,40.5,90.1,0.45,4.8,15.3,0.315,35.7,74.8,0.477,19.1,26.6,0.717,14.7,33.9,48.6,24.0,8.1,5.4,15.6,23.3,104.9
25,26,Seattle SuperSonics,50,12100,40.7,89.1,0.457,5.8,16.9,0.345,34.8,72.2,0.483,19.0,26.3,0.722,14.4,32.0,46.4,24.6,8.8,5.0,16.5,25.8,106.2
26,27,Vancouver Grizzlies,50,12175,40.1,86.7,0.463,5.1,14.5,0.351,35.1,72.3,0.485,22.6,31.0,0.729,14.9,32.2,47.1,26.3,10.8,7.3,17.2,25.8,107.9
27,28,Los Angeles Clippers,50,12125,40.5,85.4,0.474,4.9,13.9,0.354,35.6,71.5,0.498,23.8,32.0,0.746,14.2,33.3,47.5,24.4,9.3,6.4,17.3,23.1,109.7
28,29,Denver Nuggets,50,12025,41.6,88.6,0.469,5.2,14.1,0.37,36.4,74.5,0.488,22.0,29.5,0.745,13.7,33.1,46.8,25.9,8.7,6.0,15.5,24.3,110.4
