,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Los Angeles Lakers*,82,19730,44.8,86.8,0.516,2.0,5.4,0.367,42.8,81.4,0.526,24.1,30.5,0.789,13.5,30.1,43.6,29.1,8.7,5.8,16.3,22.2,115.6
1,2,Dallas Mavericks*,82,19880,43.2,88.6,0.487,2.8,7.8,0.354,40.4,80.7,0.5,25.8,32.6,0.791,14.6,30.0,44.6,24.2,8.3,5.1,14.5,22.5,114.9
2,3,Boston Celtics*,82,19805,44.8,86.6,0.517,2.5,6.9,0.366,42.2,79.7,0.53,21.4,26.5,0.808,11.5,31.8,43.2,29.7,6.9,6.5,16.0,21.0,113.5
3,4,Atlanta Hawks*,82,19730,42.9,89.1,0.481,1.7,5.3,0.318,41.2,83.8,0.491,25.2,33.2,0.759,16.9,30.9,47.8,25.9,8.7,6.4,16.0,26.9,112.6
4,5,Portland Trail Blazers*,82,19805,42.1,83.6,0.504,1.1,3.9,0.289,41.0,79.7,0.514,26.2,33.8,0.775,13.6,27.8,41.5,27.2,8.9,4.5,17.8,24.0,111.5
5,6,Seattle SuperSonics*,82,19855,42.7,88.5,0.482,2.3,6.8,0.335,40.4,81.7,0.494,23.1,30.5,0.758,16.3,28.4,44.7,25.9,8.4,5.3,17.9,26.4,110.7
6,7,Milwaukee Bucks*,82,19780,41.8,88.1,0.475,2.2,6.9,0.323,39.6,81.2,0.488,23.6,30.8,0.766,13.5,28.1,41.6,24.7,10.2,4.8,15.2,26.4,109.5
7,8,Denver Nuggets*,82,19780,42.8,90.9,0.471,1.2,4.5,0.271,41.6,86.4,0.481,22.6,29.3,0.769,14.8,27.1,41.8,26.5,8.6,4.8,13.9,25.0,109.3
8,9,Detroit Pistons*,82,19830,42.4,86.7,0.49,0.5,2.0,0.231,42.0,84.7,0.496,23.8,31.2,0.765,14.9,31.7,46.6,24.2,7.7,5.2,17.0,24.9,109.2
9,10,Golden State Warriors*,82,19905,42.1,87.9,0.479,1.4,4.3,0.319,40.7,83.6,0.487,23.4,29.9,0.78,14.1,27.9,42.0,24.7,8.5,3.8,16.1,25.3,108.9
10,11,Sacramento Kings,82,19780,42.2,88.8,0.475,0.9,3.7,0.251,41.2,85.1,0.485,23.6,29.7,0.796,15.3,29.2,44.6,26.2,6.1,4.8,16.8,24.0,108.9
11,12,Chicago Bulls*,82,19830,42.7,90.4,0.473,1.0,3.8,0.261,41.7,86.6,0.482,22.2,28.5,0.778,15.8,30.3,46.1,27.1,8.6,5.5,15.9,24.3,108.6
12,13,Philadelphia 76ers*,82,19880,41.4,84.3,0.491,1.1,4.2,0.259,40.3,80.1,0.503,24.5,32.5,0.753,14.6,28.9,43.5,24.1,9.5,6.7,18.8,22.0,108.3
13,14,Phoenix Suns,82,19855,42.4,85.2,0.497,0.7,3.0,0.242,41.6,82.2,0.506,22.5,29.6,0.76,13.2,28.0,41.2,27.9,8.3,4.7,17.8,24.3,108.0
14,15,Houston Rockets*,82,19780,42.1,88.2,0.477,1.1,3.9,0.275,41.0,84.3,0.487,21.2,28.6,0.741,14.5,30.1,44.6,27.1,7.9,6.7,16.8,24.0,106.5
15,16,Indiana Pacers*,82,19930,42.1,89.2,0.472,1.1,3.9,0.297,40.9,85.4,0.479,20.7,26.4,0.782,13.8,30.0,43.8,26.4,8.5,3.8,15.5,25.5,106.0
16,17,San Antonio Spurs,82,19805,42.1,88.9,0.474,1.4,4.8,0.29,40.7,84.1,0.484,20.3,27.3,0.742,15.3,28.0,43.3,26.5,9.4,3.9,16.8,23.0,105.9
17,18,Washington Bullets*,82,19705,40.8,89.9,0.454,0.5,2.7,0.197,40.3,87.3,0.461,23.5,30.8,0.765,15.9,28.1,44.0,21.3,9.2,8.3,15.8,21.6,105.7
18,19,New Jersey Nets,82,19855,40.1,84.1,0.476,1.7,5.3,0.323,38.3,78.7,0.487,23.7,30.9,0.767,13.9,28.6,42.5,23.6,7.6,4.7,19.2,27.9,105.6
19,20,New York Knicks,82,19780,41.0,86.5,0.474,1.5,4.6,0.333,39.4,81.9,0.482,21.2,29.1,0.73,13.6,26.6,40.3,23.9,8.7,4.9,17.5,25.0,104.8
20,21,Utah Jazz*,82,19755,41.0,88.5,0.464,1.6,5.3,0.31,39.4,83.2,0.474,20.4,28.1,0.726,14.1,28.9,43.0,26.4,9.8,7.4,16.5,24.0,104.1
21,22,Cleveland Cavaliers,82,19755,40.2,85.4,0.47,1.0,4.1,0.24,39.2,81.4,0.482,21.3,30.6,0.697,15.1,29.0,44.1,22.9,8.1,6.7,19.4,22.2,102.6
22,23,Los Angeles Clippers,82,19780,39.1,86.7,0.452,0.9,4.1,0.224,38.2,82.5,0.463,22.1,29.7,0.742,14.5,25.3,39.8,23.3,8.9,5.1,17.6,23.7,101.2
