,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Washington Bullets*,82,19805,37.1,84.7,0.438,,,,37.1,84.7,0.438,17.1,22.5,0.762,13.5,32.2,45.7,20.7,8.1,3.0,21.0,22.9,91.3
1,2,Chicago Bulls*,82,19880,38.4,85.6,0.448,,,,38.4,85.6,0.448,17.6,23.0,0.767,12.2,32.1,44.3,20.4,7.6,4.9,19.1,26.3,94.4
2,3,Boston Celtics*,82,19755,39.3,88.5,0.444,,,,39.3,88.5,0.444,16.0,21.6,0.744,12.1,30.0,42.2,21.0,6.9,3.2,16.9,21.4,94.7
3,4,Kansas City-Omaha Kings*,82,19730,39.7,86.2,0.461,,,,39.7,86.2,0.461,17.7,23.0,0.768,12.4,32.8,45.1,21.4,7.1,3.6,18.7,23.6,97.1
4,5,Golden State Warriors*,82,19780,39.3,86.0,0.456,,,,39.3,86.0,0.456,18.8,24.9,0.754,13.4,30.0,43.4,23.5,9.0,4.4,18.5,20.9,97.3
5,6,Portland Trail Blazers,82,19880,39.0,86.5,0.45,,,,39.0,86.5,0.45,19.8,25.1,0.787,13.9,29.7,43.6,24.1,10.7,4.4,18.5,24.0,97.7
6,7,Seattle SuperSonics*,82,19880,39.9,87.0,0.459,,,,39.9,87.0,0.459,17.9,23.9,0.746,14.7,31.5,46.2,25.0,7.9,4.0,20.1,22.3,97.7
7,8,Buffalo Braves*,82,19730,40.4,89.7,0.45,,,,40.4,89.7,0.45,17.1,21.9,0.779,14.6,29.6,44.2,24.3,8.2,4.3,18.9,22.9,97.8
8,9,Milwaukee Bucks,82,19805,40.0,90.2,0.444,,,,40.0,90.2,0.444,17.7,22.7,0.783,13.7,31.4,45.1,23.3,7.8,3.5,16.4,20.2,97.8
9,10,Cleveland Cavaliers,82,19880,39.2,87.1,0.451,,,,39.2,87.1,0.451,19.5,25.3,0.771,14.9,32.4,47.2,21.0,8.5,3.3,19.5,23.2,98.0
10,11,New York Knicks*,82,19730,39.6,86.8,0.457,,,,39.6,86.8,0.457,19.0,24.6,0.776,12.6,33.7,46.3,19.7,6.7,4.4,17.6,22.6,98.3
11,12,Phoenix Suns,82,19805,39.0,85.1,0.458,,,,39.0,85.1,0.458,20.7,27.3,0.757,12.9,29.8,42.7,24.0,10.1,4.8,18.4,23.1,98.6
12,13,Philadelphia 76ers,82,19805,40.4,87.5,0.461,,,,40.4,87.5,0.461,18.1,23.2,0.779,13.7,32.2,45.9,22.9,8.7,4.0,18.5,23.9,98.8
13,14,Houston Rockets*,82,19780,40.4,84.0,0.481,,,,40.4,84.0,0.481,18.6,25.1,0.741,12.2,28.1,40.3,23.9,8.8,3.6,19.9,24.3,99.4
14,15,Atlanta Hawks,82,19805,40.6,85.5,0.475,,,,40.6,85.5,0.475,18.3,23.9,0.765,13.3,32.5,45.8,21.8,8.5,4.8,19.6,25.8,99.5
15,16,Detroit Pistons*,82,19705,41.3,87.9,0.47,,,,41.3,87.9,0.47,17.1,21.7,0.786,13.4,30.9,44.3,24.4,8.0,3.7,18.5,22.7,99.7
16,17,New Orleans Jazz,82,19730,39.5,82.7,0.478,,,,39.5,82.7,0.478,20.6,27.4,0.753,13.3,32.5,45.8,21.0,8.7,3.9,21.4,23.6,99.7
17,18,Los Angeles Lakers,82,19855,40.8,89.9,0.454,,,,40.8,89.9,0.454,18.2,24.0,0.757,16.1,31.9,48.0,25.4,9.3,5.0,18.2,22.9,99.9
