,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Golden State Warriors*,82,19780,41.9,90.0,0.465,,,,41.9,90.0,0.465,16.6,21.6,0.768,16.0,32.2,48.2,23.4,11.0,4.1,19.4,23.8,100.4
1,2,Houston Rockets*,82,19780,40.6,85.2,0.477,,,,40.6,85.2,0.477,19.2,24.0,0.799,13.9,29.4,43.3,25.4,8.8,4.1,20.7,24.4,100.4
2,3,Boston Celtics*,82,19755,41.1,89.6,0.458,,,,41.1,89.6,0.458,17.9,22.6,0.791,15.1,33.8,48.8,24.7,7.6,3.3,18.6,21.9,100.0
3,4,Buffalo Braves*,82,19730,40.1,84.3,0.476,,,,40.1,84.3,0.476,19.6,25.1,0.78,12.5,30.9,43.4,23.3,8.1,5.1,19.3,21.2,99.8
4,5,Atlanta Hawks,82,19805,39.0,89.2,0.438,,,,39.0,89.2,0.438,20.2,27.8,0.728,16.4,30.2,46.7,21.4,8.5,2.6,17.7,22.4,98.3
5,6,Detroit Pistons*,82,19705,39.9,85.5,0.466,,,,39.9,85.5,0.466,18.6,23.9,0.776,12.1,30.5,42.6,23.2,8.2,4.6,18.9,22.6,98.3
6,7,Portland Trail Blazers,82,19880,39.4,82.0,0.48,,,,39.4,82.0,0.48,19.4,26.1,0.742,12.1,31.8,43.9,25.5,8.7,4.6,21.1,23.7,98.1
7,8,Washington Bullets*,82,19805,40.6,87.9,0.462,,,,40.6,87.9,0.462,16.8,22.4,0.752,12.9,31.6,44.5,22.9,10.6,4.7,18.2,22.4,98.0
8,9,Milwaukee Bucks,82,19805,40.9,87.4,0.468,,,,40.9,87.4,0.468,16.1,20.7,0.775,12.1,32.8,44.9,22.9,7.1,4.7,18.3,23.1,98.0
9,10,Cleveland Cavaliers,82,19880,41.0,88.6,0.462,,,,41.0,88.6,0.462,15.6,21.1,0.742,12.7,30.1,42.8,22.9,7.2,4.2,17.6,22.6,97.6
10,11,Chicago Bulls*,82,19880,38.4,85.8,0.447,,,,38.4,85.8,0.447,20.7,26.7,0.777,13.4,33.7,47.2,22.3,8.1,4.6,18.0,23.6,97.4
11,12,New York Knicks*,82,19730,39.6,88.0,0.45,,,,39.6,88.0,0.45,17.9,23.2,0.772,11.6,31.3,42.9,19.8,7.7,3.5,16.2,23.6,97.1
12,13,Kansas City-Omaha Kings*,82,19730,37.9,84.6,0.449,,,,37.9,84.6,0.449,20.9,25.5,0.821,11.5,32.0,43.5,21.6,8.4,4.0,18.0,22.9,96.8
13,14,Seattle SuperSonics*,82,19880,39.9,87.6,0.456,,,,39.9,87.6,0.456,16.9,22.5,0.749,13.1,29.5,42.6,22.9,9.6,4.3,18.4,22.6,96.7
14,15,Phoenix Suns,82,19805,39.3,87.8,0.447,,,,39.3,87.8,0.447,17.8,24.2,0.737,15.7,31.2,46.8,21.8,7.7,3.7,20.4,24.3,96.4
15,16,Los Angeles Lakers,82,19855,38.7,86.0,0.45,,,,38.7,86.0,0.45,18.6,24.8,0.752,14.9,31.4,46.3,23.7,8.6,4.8,20.3,23.6,96.1
16,17,Philadelphia 76ers,82,19805,39.0,87.6,0.445,,,,39.0,87.6,0.445,17.9,23.9,0.749,14.1,31.7,45.8,20.0,6.7,3.1,18.6,23.1,95.8
17,18,New Orleans Jazz,82,19730,36.7,83.5,0.44,,,,36.7,83.5,0.44,19.1,25.0,0.764,12.7,29.1,41.8,20.2,8.1,2.8,20.0,24.7,92.5
