,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics*,69,,2065,5607,0.368,,,,2065,5607,0.368,1751,2415,0.725,,,3499,1579,,,,1881,5881
1,2.0,Rochester Royals*,68,,2032,5377,0.378,,,,2032,5377,0.378,1692,2248,0.753,,,3015,1368,,,,1534,5756
2,3.0,Tri-Cities Blackhawks,68,,1988,6041,0.329,,,,1988,6041,0.329,1754,2425,0.723,,,3715,1476,,,,2092,5730
3,4.0,Fort Wayne Pistons*,68,,2002,5927,0.338,,,,2002,5927,0.338,1718,2387,0.72,,,3725,1142,,,,1961,5722
4,5.0,Syracuse Nationals*,66,,1884,5365,0.351,,,,1884,5365,0.351,1912,2634,0.726,,,3259,1493,,,,1995,5680
5,6.0,New York Knicks*,66,,2037,5380,0.379,,,,2037,5380,0.379,1592,2231,0.714,,,3421,1551,,,,1810,5666
6,7.0,Philadelphia Warriors*,66,,1985,5665,0.35,,,,1985,5665,0.35,1664,2181,0.763,,,3586,1432,,,,1710,5634
7,8.0,Minneapolis Lakers*,68,,2084,5590,0.373,,,,2084,5590,0.373,1464,1989,0.736,,,3409,1408,,,,1801,5632
8,9.0,Indianapolis Olympians*,68,,2096,5779,0.363,,,,2096,5779,0.363,1363,1902,0.717,,,2779,1455,,,,1569,5555
9,10.0,Baltimore Bullets,66,,1955,5542,0.353,,,,1955,5542,0.353,1504,2020,0.745,,,3044,1345,,,,1736,5414
10,11.0,Washington Capitols,35,,965,2893,0.334,,,,965,2893,0.334,914,1194,0.765,,,1567,584,,,,1050,2844
11,,League Average,64,,1918,5379,0.357,,,,1918,5379,0.357,1575,2148,0.733,,,3184,1348,,,,1740,5410
