,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Philadelphia 76ers*,82,19780,3965,8414,0.471,,,,3965,8414,0.471,2121,3338,0.635,,,5914,2197,,,,1851,10051
1,2.0,Los Angeles Lakers*,82,19855,3827,8031,0.477,,,,3827,8031,0.477,2283,3143,0.726,,,5225,1983,,,,2152,9937
2,3.0,Seattle SuperSonics,82,19755,3772,8593,0.439,,,,3772,8593,0.439,2188,3042,0.719,,,5338,1998,,,,2372,9732
3,4.0,Detroit Pistons*,82,19780,3755,8386,0.448,,,,3755,8386,0.448,2215,3129,0.708,,,5452,1700,,,,2240,9725
4,5.0,Baltimore Bullets,82,19755,3691,8428,0.438,,,,3691,8428,0.438,2245,2994,0.75,,,5431,1534,,,,2127,9627
5,6.0,San Francisco Warriors*,82,19805,3632,8587,0.423,,,,3632,8587,0.423,2334,3153,0.74,,,6029,1901,,,,2265,9598
6,7.0,Cincinnati Royals,82,19805,3679,7864,0.468,,,,3679,7864,0.468,2204,2892,0.762,,,5129,2048,,,,2016,9562
7,8.0,Boston Celtics*,82,19705,3686,8371,0.44,,,,3686,8371,0.44,2151,2983,0.721,,,5666,1798,,,,2147,9523
8,9.0,New York Knicks*,82,19880,3682,8070,0.456,,,,3682,8070,0.456,2159,3042,0.71,,,5122,1967,,,,2364,9523
9,10.0,St. Louis Hawks*,82,19880,3504,7765,0.451,,,,3504,7765,0.451,2258,3111,0.726,,,5325,1988,,,,2046,9266
10,11.0,San Diego Rockets,82,19755,3566,8547,0.417,,,,3566,8547,0.417,2083,2929,0.711,,,5418,1837,,,,2188,9215
11,12.0,Chicago Bulls*,82,19805,3488,8138,0.429,,,,3488,8138,0.429,2006,2718,0.738,,,5117,1527,,,,2130,8982
12,,League Average,82,19797,3687,8266,0.446,,,,3687,8266,0.446,2187,3040,0.72,,,5431,1873,,,,2158,9562
