,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Cincinnati Royals*,80,,44.0,97.0,0.453,,,,44.0,97.0,0.453,26.8,35.4,0.759,,,67.5,24.0,,,,26.7,114.7
1,2.0,Boston Celtics*,80,,45.2,109.6,0.413,,,,45.2,109.6,0.413,22.6,31.1,0.725,,,71.7,22.0,,,,26.6,113.0
2,3.0,New York Knicks,80,,43.9,98.6,0.445,,,,43.9,98.6,0.445,24.4,35.7,0.684,,,63.3,19.5,,,,27.8,112.2
3,4.0,Philadelphia 76ers*,80,,42.4,101.5,0.418,,,,42.4,101.5,0.418,27.3,35.6,0.766,,,64.2,20.5,,,,28.1,112.2
4,5.0,Baltimore Bullets,80,,43.2,98.3,0.44,,,,43.2,98.3,0.44,25.5,37.0,0.688,,,68.3,17.8,,,,25.9,111.9
5,6.0,St. Louis Hawks*,80,,41.8,97.2,0.43,,,,41.8,97.2,0.43,26.4,34.9,0.757,,,62.0,23.8,,,,28.3,110.0
6,7.0,Los Angeles Lakers*,80,,40.9,93.0,0.44,,,,40.9,93.0,0.44,27.9,36.4,0.766,,,62.8,21.0,,,,25.0,109.7
7,8.0,Detroit Pistons,80,,41.8,99.3,0.421,,,,41.8,99.3,0.421,24.1,33.6,0.718,,,64.3,20.4,,,,27.9,107.8
8,9.0,San Francisco Warriors*,80,,42.6,97.2,0.438,,,,42.6,97.2,0.438,22.5,35.3,0.638,,,68.7,23.7,,,,24.7,107.7
9,,League Average,80,,42.9,99.1,0.433,,,,42.9,99.1,0.433,25.3,35.0,0.722,,,65.9,21.4,,,,26.8,111.0
