,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Boston Celtics*,59,21,.738,—,113.0,105.1,6.93,East,1.0
2,Cincinnati Royals*,55,25,.688,4.0,114.7,109.7,4.43,East,2.0
3,Philadelphia 76ers*,34,46,.425,25.0,112.2,116.5,-3.75,East,3.0
4,New York Knicks,22,58,.275,37.0,112.2,119.0,-5.91,East,4.0
6,San Francisco Warriors*,48,32,.600,—,107.7,102.6,4.41,West,1.0
7,St. Louis Hawks*,46,34,.575,2.0,110.0,108.4,1.39,West,2.0
8,Los Angeles Lakers*,42,38,.525,6.0,109.7,108.7,0.87,West,3.0
9,Baltimore Bullets,31,49,.388,17.0,111.9,113.6,-1.59,West,4.0
10,Detroit Pistons,23,57,.288,25.0,107.8,115.5,-6.77,West,5.0
