,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Boston Celtics*,44,28,.611,—,105.5,100.2,4.78,East,1.0
2,Syracuse Nationals*,38,34,.528,6.0,99.7,101.1,-1.03,East,2.0
3,Philadelphia Warriors*,37,35,.514,7.0,100.4,98.8,1.54,East,3.0
4,New York Knicks,36,36,.500,8.0,100.8,100.9,0.07,East,4.0
6,St. Louis Hawks*,34,38,.472,—,98.5,98.6,-0.27,West,1.0
7,Minneapolis Lakers*,34,38,.472,—,102.3,103.1,-0.89,West,2.0
8,Fort Wayne Pistons*,34,38,.472,—,96.4,98.7,-2.18,West,3.0
9,Rochester Royals,31,41,.431,3.0,93.4,95.6,-2.08,West,4.0
