,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Boston Celtics*,27.0,44.0,28.0,49,23,5.36,-0.58,4.78,88.5,84.0,4.5,118.0,0.361,,0.448,,0.383,,,0.271,,,,,,,Boston Garden,262918.0,
1,2.0,Philadelphia Warriors*,26.7,37.0,35.0,40,32,1.58,-0.04,1.54,92.4,90.9,1.5,108.0,0.407,,0.469,,0.396,,,0.316,,,,,,,Philadelphia Civic Center,,
2,3.0,New York Knicks,27.0,36.0,36.0,36,36,-0.14,0.21,0.07,90.6,90.7,-0.1,110.5,0.428,,0.459,,0.387,,,0.319,,,,,,,Madison Square Garden (III),,
3,4.0,St. Louis Hawks*,27.7,34.0,38.0,36,36,-0.08,-0.19,-0.27,89.0,89.1,-0.1,108.3,0.406,,0.451,,0.383,,,0.296,,,,,,,Kiel Auditorium,,
4,5.0,Minneapolis Lakers*,25.5,34.0,38.0,34,38,-0.81,-0.08,-0.89,88.5,89.2,-0.7,114.8,0.416,,0.447,,0.371,,,0.315,,,,,,,Minneapolis Auditorium,,
5,6.0,Syracuse Nationals*,25.7,38.0,34.0,32,40,-1.42,0.39,-1.03,88.3,89.5,-1.2,112.3,0.378,,0.445,,0.369,,,0.3,,,,,,,Onondaga War Memorial,,
6,7.0,Rochester Royals,23.4,31.0,41.0,30,42,-2.19,0.12,-2.08,84.9,86.9,-2.0,109.4,0.353,,0.428,,0.369,,,0.249,,,,,,,Rochester Community War Memorial,,
7,8.0,Fort Wayne Pistons*,26.7,34.0,38.0,30,42,-2.31,0.13,-2.18,88.8,91.0,-2.2,107.7,0.38,,0.45,,0.383,,,0.283,,,,,,,War Memorial Coliseum,,
8,,League Average,26.3,,,36,36,0.0,-0.01,-0.01,88.9,88.9,,111.1,0.391,,0.449,,0.38,,,0.293,,,,,,,,262918.0,
