,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,San Antonio Spurs*,82,19755,2613,6388,0.409,311,951,0.327,2302,5437,0.423,1372,1844,0.744,909,2459,3368,1419,635,380,1254,1837,6909
1,2.0,Detroit Pistons*,82,19780,2633,6378,0.413,356,1180,0.302,2277,5198,0.438,1287,1730,0.744,980,2353,3333,1561,649,410,1310,1877,6909
2,3.0,Indiana Pacers*,82,19805,2671,6180,0.432,329,1014,0.324,2342,5166,0.453,1350,1800,0.75,867,2423,3290,1649,582,512,1301,1794,7021
3,4.0,New Jersey Nets*,82,19705,2693,6302,0.427,418,1193,0.35,2275,5109,0.445,1392,1830,0.761,873,2471,3344,1627,656,374,1321,1739,7196
4,5.0,Houston Rockets*,82,19930,2636,6405,0.412,457,1227,0.372,2179,5178,0.421,1491,2024,0.737,907,2351,3258,1689,710,359,1103,1695,7220
5,6.0,Toronto Raptors,82,19980,2722,6365,0.428,273,889,0.307,2449,5476,0.447,1536,2055,0.747,1034,2662,3696,1518,590,333,1196,1619,7253
6,7.0,Minnesota Timberwolves*,82,19755,2741,6625,0.414,395,1181,0.334,2346,5444,0.431,1426,1893,0.753,1001,2400,3401,1701,547,296,1106,1656,7303
7,8.0,Miami Heat*,82,19755,2658,6205,0.428,431,1256,0.343,2227,4949,0.45,1612,2100,0.768,892,2486,3378,1526,578,439,1207,1729,7359
8,9.0,Utah Jazz,82,19780,2541,5879,0.432,415,1209,0.343,2126,4670,0.455,1874,2431,0.771,868,2131,2999,1528,666,530,1262,1999,7371
9,10.0,Philadelphia 76ers,82,19855,2751,6369,0.432,443,1329,0.333,2308,5040,0.458,1474,1982,0.744,996,2398,3394,1747,678,463,1245,1757,7419
10,11.0,New Orleans Hornets*,82,19830,2843,6443,0.441,444,1301,0.341,2399,5142,0.467,1407,1877,0.75,972,2477,3449,1790,613,429,1282,1734,7537
11,12.0,Portland Trail Blazers,82,19980,2954,6567,0.45,417,1222,0.341,2537,5345,0.475,1219,1618,0.753,1016,2292,3308,1912,657,390,1120,1534,7544
12,13.0,New York Knicks*,82,19880,2785,6491,0.429,415,1228,0.338,2370,5263,0.45,1678,2198,0.763,950,2444,3394,1676,675,383,1132,1600,7663
13,14.0,Golden State Warriors,82,19855,2948,6630,0.445,414,1107,0.374,2534,5523,0.459,1399,1875,0.746,981,2532,3513,1762,666,418,1145,1801,7709
14,15.0,Memphis Grizzlies*,82,19880,2859,6550,0.436,369,1091,0.338,2490,5459,0.456,1643,2150,0.764,1099,2508,3607,1674,673,461,1395,1891,7730
15,16.0,Los Angeles Lakers*,82,19855,2920,6640,0.44,420,1247,0.337,2500,5393,0.464,1472,1964,0.749,922,2558,3480,1708,616,308,1254,2024,7732
16,17.0,Cleveland Cavaliers,82,19855,2956,6759,0.437,431,1162,0.371,2525,5597,0.451,1491,1990,0.749,971,2475,3446,1783,635,434,1071,1656,7834
17,18.0,Chicago Bulls,82,19830,2882,6611,0.436,439,1235,0.355,2443,5376,0.454,1673,2238,0.748,1011,2682,3693,1890,694,446,1250,1684,7876
18,19.0,Denver Nuggets*,82,19730,3019,6662,0.453,376,1056,0.356,2643,5606,0.471,1470,2020,0.728,1056,2465,3521,1931,664,479,1399,1895,7884
19,20.0,Boston Celtics*,82,19705,2894,6626,0.437,555,1534,0.362,2339,5092,0.459,1587,2157,0.736,1069,2524,3593,1882,719,408,1406,1819,7930
20,21.0,Milwaukee Bucks*,82,19780,3034,6719,0.452,456,1296,0.352,2578,5423,0.475,1428,1932,0.739,983,2521,3504,1870,615,406,1164,1878,7952
21,22.0,Washington Wizards,82,19830,3061,6740,0.454,424,1238,0.342,2637,5502,0.479,1444,1874,0.771,1048,2520,3568,1966,786,448,1321,1783,7990
22,23.0,Atlanta Hawks,82,19905,2968,6740,0.44,482,1345,0.358,2486,5395,0.461,1574,2072,0.76,1048,2485,3533,1803,731,416,1151,1699,7992
23,24.0,Seattle SuperSonics,82,19805,2980,6622,0.45,486,1394,0.349,2494,5228,0.477,1570,2028,0.774,1068,2430,3498,1728,629,387,1211,1658,8016
24,25.0,Sacramento Kings*,82,19780,3140,6920,0.454,409,1205,0.339,2731,5715,0.478,1333,1780,0.749,1080,2521,3601,1743,651,413,1225,1817,8022
25,26.0,Phoenix Suns,82,19730,2975,6671,0.446,479,1374,0.349,2496,5297,0.471,1601,2092,0.765,1038,2550,3588,1760,649,431,1304,1589,8030
26,27.0,Los Angeles Clippers,82,19805,3075,6687,0.46,452,1256,0.36,2623,5431,0.483,1545,2086,0.741,1033,2358,3391,1874,693,437,1122,1861,8147
27,28.0,Dallas Mavericks*,82,19805,3133,6824,0.459,534,1471,0.363,2599,5353,0.486,1462,1960,0.746,1009,2562,3571,1937,582,382,1242,1690,8262
28,29.0,Orlando Magic,82,19830,3169,6804,0.466,491,1301,0.377,2678,5503,0.487,1458,1964,0.742,1072,2570,3642,2004,625,450,1111,1691,8287
29,,League Average,82,19820,2871,6545,0.439,425,1224,0.347,2446,5321,0.46,1492,1985,0.752,991,2469,3461,1747,650,415,1228,1759,7659
