,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
9,10.0,Indiana Pacers*,82,19805,0.432,11.9,,0.836,0.285,0.158,0.158,0.235,0.164,,0.453,0.597,0.375,0.373,0.385,0.324,,0.586,0.842,,0.044,240,,0.216,701,,0.259,0.338
10,11.0,Los Angeles Clippers,82,19805,0.46,11.8,,0.812,0.312,0.135,0.149,0.217,0.188,,0.483,0.611,0.402,0.41,0.399,0.36,,0.563,0.876,,0.051,317,,0.236,863,,0.241,0.393
11,12.0,Los Angeles Lakers*,82,19855,0.44,12.5,,0.812,0.278,0.13,0.156,0.248,0.188,,0.464,0.625,0.394,0.362,0.383,0.337,,0.553,0.774,,0.048,312,,0.209,770,,0.214,0.375
12,13.0,Memphis Grizzlies*,82,19880,0.436,10.9,,0.833,0.356,0.144,0.125,0.208,0.167,,0.456,0.572,0.353,0.367,0.383,0.338,,0.554,0.799,,0.055,313,,0.273,904,,0.21,0.38
13,14.0,Miami Heat*,82,19755,0.428,12.7,,0.798,0.259,0.151,0.139,0.249,0.202,,0.45,0.594,0.391,0.375,0.378,0.343,,0.528,0.812,,0.038,222,,0.194,643,,0.223,0.407
14,15.0,Milwaukee Bucks*,82,19780,0.452,11.7,,0.807,0.315,0.135,0.161,0.196,0.193,,0.475,0.589,0.423,0.393,0.396,0.352,,0.573,0.862,,0.05,305,,0.242,861,,0.265,0.405
15,16.0,Minnesota Timberwolves*,82,19755,0.414,12.1,,0.822,0.284,0.139,0.146,0.253,0.178,,0.431,0.572,0.359,0.358,0.354,0.334,,0.578,0.871,,0.04,236,,0.217,725,,0.236,0.38
16,17.0,New Jersey Nets*,82,19705,0.427,12.4,,0.811,0.289,0.122,0.134,0.266,0.189,,0.445,0.568,0.37,0.378,0.381,0.35,,0.564,0.823,,0.04,233,,0.222,724,,0.241,0.354
17,18.0,New Orleans Hornets*,82,19830,0.441,12.0,,0.798,0.315,0.127,0.132,0.224,0.202,,0.467,0.58,0.4,0.391,0.39,0.341,,0.585,0.872,,0.048,288,,0.242,798,,0.295,0.367
18,19.0,New York Knicks*,82,19880,0.429,12.1,,0.811,0.284,0.147,0.149,0.23,0.189,,0.45,0.555,0.396,0.374,0.405,0.338,,0.555,0.867,,0.042,256,,0.22,691,,0.271,0.393
19,20.0,Orlando Magic,82,19830,0.466,11.6,,0.809,0.325,0.13,0.142,0.211,0.191,,0.487,0.639,0.413,0.349,0.391,0.377,,0.586,0.886,,0.062,396,,0.233,927,,0.279,0.388
20,21.0,Philadelphia 76ers,82,19855,0.432,12.3,,0.791,0.3,0.132,0.146,0.214,0.209,,0.458,0.592,0.393,0.366,0.373,0.333,,0.595,0.842,,0.046,273,,0.229,759,,0.25,0.386
21,22.0,Phoenix Suns,82,19730,0.446,12.2,,0.794,0.312,0.117,0.139,0.226,0.206,,0.471,0.619,0.391,0.357,0.379,0.349,,0.536,0.879,,0.054,328,,0.238,888,,0.292,0.377
22,23.0,Portland Trail Blazers,82,19980,0.45,11.7,,0.814,0.319,0.139,0.112,0.243,0.186,,0.475,0.569,0.398,0.422,0.418,0.341,,0.609,0.878,,0.055,313,,0.238,783,,0.293,0.377
23,24.0,Sacramento Kings*,82,19780,0.454,12.0,,0.826,0.264,0.181,0.138,0.243,0.174,,0.478,0.641,0.436,0.39,0.382,0.339,,0.509,0.861,,0.044,281,,0.198,802,,0.271,0.38
24,25.0,San Antonio Spurs*,82,19755,0.409,11.3,,0.851,0.27,0.216,0.169,0.196,0.149,,0.423,0.568,0.344,0.359,0.367,0.327,,0.507,0.814,,0.038,206,,0.23,737,,0.228,0.401
25,26.0,Seattle SuperSonics,82,19805,0.45,12.2,,0.789,0.29,0.157,0.118,0.224,0.211,,0.477,0.641,0.343,0.386,0.406,0.349,,0.522,0.874,,0.047,282,,0.215,844,,0.261,0.368
26,27.0,Toronto Raptors,82,19980,0.428,11.0,,0.86,0.319,0.162,0.16,0.219,0.14,,0.447,0.554,0.403,0.36,0.388,0.307,,0.527,0.832,,0.045,249,,0.226,689,,0.226,0.393
27,28.0,Utah Jazz,82,19780,0.432,12.5,,0.794,0.277,0.154,0.12,0.243,0.206,,0.455,0.563,0.387,0.377,0.415,0.343,,0.546,0.887,,0.043,234,,0.21,604,,0.216,0.368
28,29.0,Washington Wizards,82,19830,0.454,12.2,,0.816,0.281,0.158,0.14,0.238,0.184,,0.479,0.659,0.331,0.416,0.403,0.342,,0.607,0.861,,0.05,323,,0.217,877,,0.281,0.351
29,,League Average,82,19820,0.439,12.0,,0.813,0.297,0.147,0.141,0.229,0.187,,0.46,0.592,0.382,0.377,0.388,0.347,,0.565,0.857,,0.047,280,,0.226,782,,0.261,0.378
