,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
9,10.0,Golden State Warriors,65,15725,0.476,14.2,,0.607,0.262,0.186,0.089,0.071,0.393,,0.533,0.693,0.4,0.421,0.428,0.389,,0.519,0.83,,0.066,338,,0.281,888,,0.211,0.452
10,11.0,Houston Rockets*,72,17380,0.462,13.7,,0.617,0.296,0.164,0.089,0.067,0.383,,0.532,0.69,0.386,0.377,0.402,0.349,,0.516,0.798,,0.054,333,,0.294,1108,,0.259,0.345
11,12.0,Indiana Pacers*,73,17620,0.446,13.8,,0.62,0.3,0.163,0.082,0.075,0.38,,0.511,0.625,0.418,0.403,0.376,0.341,,0.488,0.821,,0.058,337,,0.289,961,,0.203,0.349
12,13.0,Los Angeles Clippers*,72,17380,0.438,14.5,,0.605,0.26,0.158,0.1,0.087,0.395,,0.499,0.66,0.388,0.394,0.339,0.345,,0.513,0.795,,0.051,298,,0.249,864,,0.19,0.368
13,14.0,Los Angeles Lakers*,71,17090,0.448,14.0,,0.616,0.281,0.17,0.086,0.08,0.384,,0.51,0.656,0.377,0.396,0.404,0.349,,0.502,0.828,,0.064,342,,0.27,866,,0.198,0.39
14,15.0,Memphis Grizzlies,73,17570,0.45,14.1,,0.609,0.275,0.152,0.101,0.081,0.391,,0.504,0.634,0.391,0.412,0.39,0.365,,0.514,0.822,,0.052,300,,0.261,918,,0.21,0.418
15,16.0,Miami Heat*,73,17745,0.448,14.7,,0.565,0.257,0.159,0.082,0.068,0.435,,0.525,0.687,0.415,0.373,0.352,0.347,,0.535,0.826,,0.058,344,,0.242,875,,0.229,0.368
16,17.0,Milwaukee Bucks*,73,17595,0.414,15.4,,0.582,0.221,0.15,0.125,0.085,0.418,,0.457,0.601,0.334,0.397,0.387,0.355,,0.497,0.841,,0.042,245,,0.235,737,,0.202,0.386
17,18.0,Minnesota Timberwolves,64,15560,0.477,13.2,,0.647,0.305,0.163,0.097,0.082,0.353,,0.539,0.673,0.395,0.417,0.474,0.363,,0.488,0.777,,0.055,295,,0.309,993,,0.187,0.407
18,19.0,New Orleans Pelicans,72,17430,0.465,13.3,,0.631,0.319,0.161,0.082,0.07,0.369,,0.526,0.654,0.384,0.39,0.434,0.361,,0.488,0.785,,0.063,373,,0.306,1087,,0.209,0.422
19,20.0,New York Knicks,66,15965,0.463,14.3,,0.594,0.279,0.144,0.092,0.08,0.406,,0.52,0.666,0.377,0.418,0.383,0.381,,0.513,0.804,,0.063,324,,0.258,789,,0.201,0.415
20,21.0,Oklahoma City Thunder*,72,17430,0.455,13.9,,0.629,0.273,0.178,0.095,0.084,0.371,,0.523,0.667,0.407,0.429,0.406,0.34,,0.472,0.803,,0.055,317,,0.293,1013,,0.211,0.354
21,22.0,Orlando Magic*,73,17570,0.465,14.2,,0.613,0.26,0.172,0.1,0.082,0.387,,0.529,0.684,0.381,0.445,0.445,0.364,,0.509,0.848,,0.055,309,,0.273,935,,0.2,0.422
22,23.0,Philadelphia 76ers*,73,17595,0.463,13.5,,0.658,0.277,0.173,0.113,0.094,0.342,,0.52,0.692,0.392,0.4,0.395,0.353,,0.5,0.776,,0.063,352,,0.274,953,,0.159,0.383
23,24.0,Phoenix Suns,73,17595,0.472,13.4,,0.634,0.311,0.152,0.089,0.082,0.366,,0.535,0.66,0.418,0.401,0.421,0.363,,0.49,0.783,,0.06,353,,0.287,1017,,0.204,0.379
24,25.0,Portland Trail Blazers*,74,17835,0.456,13.7,,0.614,0.297,0.156,0.088,0.072,0.386,,0.501,0.618,0.381,0.395,0.411,0.383,,0.494,0.808,,0.057,346,,0.272,960,,0.214,0.405
25,26.0,Sacramento Kings,72,17455,0.471,14.1,,0.593,0.275,0.167,0.085,0.066,0.407,,0.549,0.708,0.402,0.436,0.399,0.357,,0.523,0.83,,0.058,325,,0.272,985,,0.223,0.378
26,27.0,San Antonio Spurs,71,17215,0.469,14.0,,0.611,0.282,0.158,0.094,0.076,0.389,,0.53,0.665,0.393,0.42,0.451,0.373,,0.507,0.831,,0.06,343,,0.271,945,,0.191,0.401
27,28.0,Toronto Raptors*,72,17380,0.428,14.7,,0.56,0.261,0.149,0.091,0.06,0.44,,0.499,0.624,0.385,0.409,0.379,0.337,,0.566,0.884,,0.046,251,,0.247,813,,0.308,0.365
28,29.0,Utah Jazz*,72,17355,0.457,13.8,,0.652,0.248,0.191,0.119,0.094,0.348,,0.512,0.673,0.398,0.44,0.409,0.353,,0.439,0.771,,0.048,283,,0.265,934,,0.167,0.389
29,30.0,Washington Wizards,72,17355,0.488,13.8,,0.625,0.274,0.182,0.088,0.08,0.375,,0.555,0.7,0.445,0.444,0.431,0.376,,0.495,0.806,,0.065,373,,0.291,1041,,0.181,0.424
30,,League Average,71,17069,0.46,13.9,,0.616,0.282,0.165,0.093,0.077,0.384,,0.524,0.667,0.396,0.416,0.404,0.358,,0.504,0.815,,0.059,330,,0.276,943,,0.211,0.39
