,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Boston Celtics*,59,16,.787,—,124.5,116.2,7.62,East,1.0
2,Philadelphia Warriors*,49,26,.653,10.0,118.6,116.0,2.77,East,2.0
3,Syracuse Nationals*,45,30,.600,14.0,118.9,116.3,2.77,East,3.0
4,New York Knicks,27,48,.360,32.0,117.3,119.6,-1.43,East,4.0
6,St. Louis Hawks*,46,29,.613,—,113.4,110.7,1.77,West,1.0
7,Detroit Pistons*,30,45,.400,16.0,111.6,115.0,-3.45,West,2.0
8,Minneapolis Lakers*,25,50,.333,21.0,107.3,111.5,-4.14,West,3.0
9,Cincinnati Royals,19,56,.253,27.0,111.1,117.4,-5.92,West,4.0
