,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Boston Celtics*,27.5,59.0,16.0,54,21,8.32,-0.7,7.62,91.0,84.9,6.1,136.3,0.281,,0.463,,0.417,,,0.206,,,,,,,Boston Garden,209374.0,
1,2.0,St. Louis Hawks*,27.6,46.0,29.0,44,31,2.71,-0.93,1.77,94.0,91.8,2.2,120.0,0.381,,0.481,,0.419,,,0.283,,,,,,,Kiel Auditorium,,
2,3.0,Syracuse Nationals*,27.0,45.0,30.0,43,32,2.63,0.15,2.77,93.1,91.0,2.1,127.2,0.323,,0.474,,0.414,,,0.256,,,,,,,Onondaga War Memorial,,
3,4.0,Philadelphia Warriors*,26.2,49.0,26.0,43,32,2.63,0.15,2.77,88.7,86.8,1.9,133.3,0.31,,0.451,,0.409,,,0.207,,,,,,,Philadelphia Civic Center,,
4,5.0,New York Knicks,26.4,27.0,48.0,32,43,-2.31,0.87,-1.43,93.0,94.9,-1.9,125.9,0.311,,0.475,,0.421,,,0.238,,,,,,,Madison Square Garden (III),,
5,6.0,Detroit Pistons*,27.1,30.0,45.0,30,45,-3.43,-0.03,-3.45,89.8,92.6,-2.8,123.1,0.359,,0.456,,0.397,,,0.262,,,,,,,Detroit Olympia,,
6,7.0,Minneapolis Lakers*,25.5,25.0,50.0,28,47,-4.23,0.09,-4.14,87.7,91.2,-3.5,121.2,0.341,,0.444,,0.386,,,0.249,,,,,,,Minneapolis Armory,,
7,8.0,Cincinnati Royals,25.0,19.0,56.0,24,51,-6.32,0.4,-5.92,91.3,96.5,-5.2,121.6,0.343,,0.465,,0.412,,,0.246,,,,,,,Cincinnati Gardens,,
8,,League Average,26.5,,,37,38,0.0,0.0,0.0,91.1,91.1,,126.1,0.33,,0.463,,0.41,,,0.242,,,,,,,,209374.0,
