,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Phoenix Suns*,82,19705,3429,7080,0.484,344,1042,0.33,3085,6038,0.511,1674,2301,0.728,1220,2453,3673,2261,745,460,1305,1639,8876
1,2.0,Golden State Warriors*,82,19780,3512,7145,0.492,291,859,0.339,3221,6286,0.512,1529,2304,0.664,1183,2396,3579,2198,804,511,1433,1789,8844
2,3.0,Portland Trail Blazers*,82,19755,3371,7427,0.454,272,770,0.353,3099,6657,0.466,1781,2396,0.743,1302,2460,3762,2070,744,409,1210,1827,8795
3,4.0,Charlotte Hornets,82,19830,3382,7100,0.476,336,916,0.367,3046,6184,0.493,1632,2135,0.764,1019,2475,3494,2214,724,394,1266,1747,8732
4,5.0,Seattle SuperSonics*,82,19730,3338,6901,0.484,242,722,0.335,3096,6179,0.501,1769,2374,0.745,1148,2233,3381,2112,1053,365,1262,1914,8687
5,6.0,Orlando Magic*,82,19730,3341,6883,0.485,394,1137,0.347,2947,5746,0.513,1590,2346,0.678,1177,2356,3533,2070,683,456,1327,1713,8666
6,7.0,Miami Heat*,82,19805,3197,6896,0.464,337,997,0.338,2860,5899,0.485,1744,2223,0.785,1235,2407,3642,1856,643,374,1315,2024,8475
7,8.0,New Jersey Nets*,82,19830,3169,7115,0.445,223,683,0.327,2946,6432,0.458,1900,2495,0.762,1300,2556,3856,1900,696,576,1196,1693,8461
8,9.0,Los Angeles Clippers,82,19780,3343,7163,0.467,252,831,0.303,3091,6332,0.488,1509,2128,0.709,1120,2410,3530,2169,807,421,1474,1769,8447
9,10.0,Utah Jazz*,82,19830,3207,6729,0.477,179,559,0.32,3028,6170,0.491,1761,2379,0.74,1059,2385,3444,2179,751,364,1191,1988,8354
10,11.0,Atlanta Hawks*,82,19755,3247,7039,0.461,268,830,0.323,2979,6209,0.48,1556,2070,0.752,1250,2423,3673,2056,915,449,1252,1625,8318
11,12.0,Cleveland Cavaliers*,82,19855,3133,6731,0.465,294,813,0.362,2839,5918,0.48,1736,2254,0.77,1090,2353,3443,2049,705,426,1136,1701,8296
12,13.0,Houston Rockets*,82,19780,3197,6733,0.475,429,1285,0.334,2768,5448,0.508,1469,1978,0.743,926,2619,3545,2087,717,485,1338,1646,8292
13,14.0,Sacramento Kings,82,19755,3179,7027,0.452,257,729,0.353,2922,6298,0.464,1676,2292,0.731,1122,2349,3471,2029,669,355,1333,1979,8291
14,15.0,Indiana Pacers*,82,19755,3167,6516,0.486,184,500,0.368,2983,6016,0.496,1762,2387,0.738,1130,2409,3539,2055,706,457,1440,1974,8280
15,16.0,Boston Celtics,82,19905,3333,7057,0.472,138,477,0.289,3195,6580,0.486,1463,2003,0.73,1037,2380,3417,1928,674,440,1242,1849,8267
16,17.0,Los Angeles Lakers,82,19755,3291,7316,0.45,241,803,0.3,3050,6513,0.468,1410,1967,0.717,1260,2204,3464,1983,751,461,1197,1877,8233
17,18.0,Washington Bullets,82,19705,3195,6826,0.468,221,744,0.297,2974,6082,0.489,1618,2162,0.748,1071,2189,3260,1823,701,321,1403,1715,8229
18,19.0,Denver Nuggets*,82,19755,3156,6781,0.465,170,597,0.285,2986,6184,0.483,1739,2423,0.718,1105,2557,3662,1763,679,686,1422,1926,8221
19,20.0,San Antonio Spurs*,82,19780,3178,6688,0.475,249,714,0.349,2929,5974,0.49,1597,2151,0.742,1189,2597,3786,1896,561,450,1198,1662,8202
20,21.0,New York Knicks*,82,19755,3098,6735,0.46,316,908,0.348,2782,5827,0.477,1564,2097,0.746,1175,2542,3717,2067,752,385,1360,2001,8076
21,22.0,Philadelphia 76ers,82,19805,3103,6819,0.455,318,942,0.338,2785,5877,0.474,1509,2112,0.714,1012,2394,3406,1827,663,525,1368,1488,8033
22,23.0,Chicago Bulls*,82,19780,3245,6815,0.476,233,659,0.354,3012,6156,0.489,1310,1859,0.705,1143,2391,3534,2102,740,354,1306,1750,8033
23,24.0,Milwaukee Bucks,82,19705,3044,6807,0.447,331,1019,0.325,2713,5788,0.469,1530,2181,0.702,1126,2154,3280,1946,800,407,1343,1821,7949
24,25.0,Detroit Pistons,82,19730,3169,7017,0.452,358,1041,0.344,2811,5976,0.47,1253,1715,0.731,1027,2320,3347,1767,602,309,1236,1935,7949
25,26.0,Minnesota Timberwolves,82,19730,2985,6535,0.457,183,557,0.329,2802,5978,0.469,1777,2303,0.772,990,2343,3333,1967,600,440,1478,2016,7930
26,27.0,Dallas Mavericks,82,19730,3055,7070,0.432,241,773,0.312,2814,6297,0.447,1450,1942,0.747,1271,2150,3421,1629,767,299,1393,2007,7801
27,,League Average,82,19771,3225,6924,0.466,270,811,0.333,2954,6113,0.483,1604,2184,0.734,1137,2389,3526,2000,728,429,1312,1818,8324
