,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
9,10.0,Golden State Warriors*,82,19730,0.438,14.8,,0.585,0.176,0.257,0.089,0.063,0.415,,0.509,0.688,0.457,0.428,0.335,0.339,,0.487,0.846,,0.046,296,,0.268,1037,,0.243,0.397
10,11.0,Houston Rockets,82,19755,0.483,14.0,,0.598,0.275,0.177,0.083,0.062,0.402,,0.57,0.713,0.457,0.457,0.414,0.353,,0.503,0.8,,0.075,495,,0.267,1157,,0.241,0.377
11,12.0,Indiana Pacers,82,19880,0.483,13.6,,0.633,0.262,0.203,0.1,0.069,0.367,,0.547,0.692,0.455,0.441,0.423,0.372,,0.506,0.804,,0.066,413,,0.281,1165,,0.229,0.4
12,13.0,Los Angeles Clippers,82,19780,0.45,13.7,,0.626,0.25,0.215,0.101,0.06,0.374,,0.513,0.66,0.422,0.417,0.383,0.345,,0.505,0.805,,0.056,365,,0.274,1087,,0.217,0.355
13,14.0,Los Angeles Lakers,82,19980,0.47,14.0,,0.605,0.259,0.194,0.087,0.065,0.395,,0.548,0.714,0.435,0.42,0.397,0.352,,0.523,0.84,,0.063,416,,0.272,1165,,0.207,0.381
14,15.0,Memphis Grizzlies*,82,19780,0.455,13.9,,0.611,0.272,0.177,0.097,0.066,0.389,,0.522,0.653,0.413,0.432,0.407,0.349,,0.536,0.815,,0.064,404,,0.272,1070,,0.177,0.391
15,16.0,Miami Heat*,82,19855,0.447,15.4,,0.544,0.218,0.172,0.094,0.061,0.456,,0.537,0.702,0.444,0.416,0.4,0.339,,0.507,0.833,,0.046,284,,0.236,941,,0.269,0.372
16,17.0,Milwaukee Bucks*,82,19755,0.456,15.6,,0.552,0.215,0.163,0.103,0.072,0.448,,0.537,0.697,0.438,0.444,0.417,0.356,,0.517,0.829,,0.048,316,,0.234,984,,0.21,0.359
17,18.0,Minnesota Timberwolves*,82,19780,0.46,14.3,,0.573,0.26,0.166,0.086,0.06,0.427,,0.543,0.707,0.407,0.395,0.422,0.35,,0.558,0.846,,0.068,438,,0.269,1070,,0.287,0.377
18,19.0,New Orleans Pelicans*,82,19755,0.471,14.8,,0.584,0.233,0.172,0.101,0.078,0.416,,0.546,0.706,0.456,0.447,0.395,0.365,,0.521,0.821,,0.048,305,,0.25,1032,,0.227,0.403
19,20.0,New York Knicks,82,19780,0.447,14.8,,0.57,0.259,0.149,0.088,0.074,0.43,,0.527,0.664,0.422,0.447,0.353,0.342,,0.526,0.838,,0.054,347,,0.259,1006,,0.234,0.346
20,21.0,Oklahoma City Thunder,82,19805,0.458,14.8,,0.573,0.195,0.231,0.079,0.068,0.427,,0.536,0.682,0.483,0.47,0.375,0.353,,0.522,0.852,,0.058,359,,0.271,1108,,0.264,0.399
21,22.0,Orlando Magic,82,19780,0.458,14.8,,0.592,0.211,0.201,0.1,0.081,0.408,,0.524,0.663,0.457,0.444,0.425,0.363,,0.507,0.819,,0.055,369,,0.253,990,,0.222,0.392
22,23.0,Philadelphia 76ers*,82,19805,0.458,14.0,,0.621,0.252,0.187,0.109,0.073,0.379,,0.527,0.695,0.405,0.41,0.434,0.346,,0.514,0.794,,0.062,395,,0.258,1020,,0.217,0.369
23,24.0,Phoenix Suns*,82,19730,0.444,14.6,,0.613,0.196,0.232,0.099,0.086,0.387,,0.51,0.677,0.454,0.435,0.365,0.34,,0.496,0.789,,0.044,284,,0.263,1054,,0.196,0.355
24,25.0,Portland Trail Blazers,82,19730,0.479,14.4,,0.568,0.271,0.164,0.076,0.056,0.432,,0.561,0.694,0.455,0.414,0.428,0.371,,0.55,0.841,,0.063,400,,0.259,1075,,0.284,0.398
25,26.0,Sacramento Kings,82,19805,0.479,13.9,,0.614,0.251,0.203,0.089,0.071,0.386,,0.547,0.712,0.435,0.424,0.438,0.372,,0.489,0.805,,0.061,404,,0.281,1190,,0.226,0.396
26,27.0,San Antonio Spurs,82,19805,0.466,13.6,,0.631,0.264,0.207,0.092,0.068,0.369,,0.528,0.649,0.435,0.442,0.452,0.36,,0.468,0.811,,0.057,359,,0.304,1200,,0.198,0.41
27,28.0,Toronto Raptors*,82,19855,0.462,14.4,,0.587,0.241,0.196,0.088,0.061,0.413,,0.538,0.702,0.416,0.439,0.422,0.354,,0.546,0.873,,0.062,376,,0.264,1015,,0.31,0.385
28,29.0,Utah Jazz*,82,19730,0.453,14.6,,0.612,0.194,0.219,0.119,0.081,0.388,,0.518,0.705,0.433,0.438,0.416,0.35,,0.494,0.777,,0.049,313,,0.243,997,,0.211,0.37
29,30.0,Washington Wizards,82,19830,0.464,14.2,,0.642,0.202,0.242,0.112,0.086,0.358,,0.522,0.7,0.455,0.436,0.405,0.361,,0.487,0.798,,0.058,358,,0.267,1073,,0.206,0.401
30,,League Average,82,19792,0.461,14.3,,0.601,0.241,0.194,0.094,0.071,0.399,,0.533,0.687,0.439,0.431,0.4,0.354,,0.512,0.821,,0.058,370,,0.265,1069,,0.237,0.383
