,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,New York Knicks*,44,28,.611,—,79.0,79.1,-0.16,East,1.0
2,Syracuse Nationals*,42,30,.583,2.0,83.5,78.6,4.27,East,2.0
3,Boston Celtics*,42,30,.583,2.0,87.7,85.4,1.97,East,3.0
4,Philadelphia Warriors,29,43,.403,15.0,78.2,80.4,-1.89,East,4.0
5,Baltimore Bullets,16,56,.222,28.0,78.3,85.1,-5.98,East,5.0
7,Minneapolis Lakers*,46,26,.639,—,81.7,78.6,2.71,West,1.0
8,Rochester Royals*,44,28,.611,2.0,79.8,77.3,2.24,West,2.0
9,Fort Wayne Pistons*,40,32,.556,6.0,77.7,76.1,1.45,West,3.0
10,Milwaukee Hawks,21,51,.292,25.0,70.0,75.3,-4.55,West,4.0
