,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Milwaukee Hawks,72,,,,,,,,,,,,,,,,,,,,,,75.3
1,2.0,Fort Wayne Pistons*,72,,,,,,,,,,,,,,,,,,,,,,76.1
2,3.0,Rochester Royals*,72,,,,,,,,,,,,,,,,,,,,,,77.3
3,4.0,Minneapolis Lakers*,72,,,,,,,,,,,,,,,,,,,,,,78.6
4,5.0,Syracuse Nationals*,72,,,,,,,,,,,,,,,,,,,,,,78.6
5,6.0,New York Knicks*,72,,,,,,,,,,,,,,,,,,,,,,79.1
6,7.0,Philadelphia Warriors,72,,,,,,,,,,,,,,,,,,,,,,80.4
7,8.0,Baltimore Bullets,72,,,,,,,,,,,,,,,,,,,,,,85.1
8,9.0,Boston Celtics*,72,,,,,,,,,,,,,,,,,,,,,,85.4
9,,League Average,72,,28.1,75.4,0.372,,,,28.1,75.4,0.372,23.4,33.0,0.709,,,50.9,20.3,,,,25.4,79.5
