,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Philadelphia Warriors*,45,27,.625,—,103.1,98.8,3.82,East,1.0
2,Boston Celtics*,39,33,.542,6.0,106.0,105.3,0.72,East,2.0
3,Syracuse Nationals*,35,37,.486,10.0,96.9,96.9,0.17,East,3.0
4,New York Knicks*,35,37,.486,10.0,100.2,100.6,-0.20,East,4.0
6,Fort Wayne Pistons*,37,35,.514,—,94.4,93.7,0.45,West,1.0
7,Minneapolis Lakers*,33,39,.458,4.0,99.3,100.2,-0.92,West,2.0
8,St. Louis Hawks*,33,39,.458,4.0,96.6,98.0,-1.42,West,3.0
9,Rochester Royals,31,41,.431,6.0,95.8,98.7,-2.61,West,4.0
