,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Houston Rockets,82,240.0,46.0,100.6,0.457,,,,46.0,100.6,0.457,20.8,26.2,0.793,,,49.5,23.6,,,,23.8,112.8
1,2.0,Boston Celtics*,82,240.6,46.5,103.8,0.448,,,,46.5,103.8,0.448,19.7,25.3,0.78,,,58.6,28.3,,,,22.0,112.7
2,3.0,Atlanta Hawks*,82,241.8,45.1,98.0,0.461,,,,45.1,98.0,0.461,22.2,30.3,0.733,,,50.9,25.3,,,,23.4,112.4
3,4.0,Los Angeles Lakers*,82,240.9,45.6,95.4,0.478,,,,45.6,95.4,0.478,20.5,27.6,0.742,,,55.6,28.1,,,,20.0,111.7
4,5.0,Phoenix Suns,82,240.9,44.0,96.9,0.455,,,,44.0,96.9,0.455,23.5,29.7,0.792,,,48.8,23.7,,,,24.5,111.6
5,6.0,Detroit Pistons,82,241.2,44.7,96.5,0.463,,,,44.7,96.5,0.463,20.9,28.0,0.745,,,50.1,23.0,,,,22.1,110.3
6,7.0,Golden State Warriors*,82,240.6,45.3,99.5,0.455,,,,45.3,99.5,0.455,18.2,22.8,0.798,,,53.7,24.2,,,,20.6,108.8
7,8.0,Kansas City-Omaha Kings,82,241.2,44.2,92.5,0.478,,,,44.2,92.5,0.478,19.3,24.8,0.776,,,44.2,25.8,,,,25.0,107.6
8,9.0,Milwaukee Bucks*,82,240.9,45.8,95.2,0.481,,,,45.8,95.2,0.481,15.5,20.6,0.753,,,51.8,27.1,,,,21.5,107.2
9,10.0,Portland Trail Blazers,82,240.6,43.8,95.6,0.458,,,,43.8,95.6,0.458,18.7,26.0,0.719,,,47.9,25.6,,,,24.0,106.2
10,11.0,Baltimore Bullets*,82,240.6,44.6,96.1,0.464,,,,44.6,96.1,0.464,15.8,21.2,0.743,,,51.3,25.0,,,,20.4,105.0
11,12.0,New York Knicks*,82,240.6,44.2,94.7,0.467,,,,44.2,94.7,0.467,16.5,21.2,0.78,,,47.3,26.7,,,,21.6,105.0
12,13.0,Philadelphia 76ers,82,240.6,42.3,100.8,0.42,,,,42.3,100.8,0.42,19.5,26.0,0.75,,,50.9,20.6,,,,24.2,104.1
13,14.0,Chicago Bulls*,82,241.5,42.4,95.5,0.444,,,,42.4,95.5,0.444,19.2,25.3,0.759,,,48.8,24.7,,,,22.9,104.1
14,15.0,Seattle SuperSonics,82,241.2,42.0,93.7,0.449,,,,42.0,93.7,0.449,19.6,25.4,0.772,,,50.7,23.9,,,,22.9,103.7
15,16.0,Buffalo Braves,82,240.6,43.1,96.1,0.449,,,,43.1,96.1,0.449,17.1,24.0,0.712,,,50.7,27.0,,,,24.8,103.3
16,17.0,Cleveland Cavaliers,82,241.8,41.8,96.1,0.435,,,,41.8,96.1,0.435,19.0,25.4,0.747,,,49.5,25.7,,,,23.7,102.7
17,,League Average,82,240.9,44.2,96.9,0.456,,,,44.2,96.9,0.456,19.2,25.3,0.758,,,50.6,25.2,,,,22.8,107.6
