,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Philadelphia 76ers*,82,19830,40.5,83.4,0.486,,,,40.5,83.4,0.486,24.0,32.0,0.752,14.5,30.1,44.6,24.8,8.9,6.1,19.6,24.4,105.0
1,2,San Antonio Spurs*,82,19780,42.2,84.6,0.5,,,,42.2,84.6,0.5,20.0,24.9,0.804,11.5,28.9,40.4,24.9,8.9,6.2,18.5,20.8,104.5
2,3,Los Angeles Lakers*,82,19805,42.7,87.7,0.487,,,,42.7,87.7,0.487,18.0,23.9,0.752,13.0,30.2,43.2,25.5,9.2,4.7,17.7,22.4,103.3
3,4,Portland Trail Blazers*,82,19730,41.5,86.0,0.483,,,,41.5,86.0,0.483,20.1,26.4,0.76,13.9,31.4,45.2,24.1,9.3,4.6,19.0,24.2,103.1
4,5,Denver Nuggets*,82,19830,39.6,83.0,0.477,,,,39.6,83.0,0.477,23.1,30.2,0.765,13.1,30.5,43.7,24.4,9.2,4.7,19.5,23.6,102.3
5,6,Houston Rockets,82,19730,42.3,92.3,0.458,,,,42.3,92.3,0.458,17.6,22.8,0.774,15.6,29.1,44.7,23.3,8.2,3.8,16.5,24.3,102.2
6,7,Chicago Bulls,82,19755,39.9,84.3,0.473,,,,39.9,84.3,0.473,22.3,29.6,0.754,14.9,30.8,45.8,25.4,8.0,3.9,20.0,23.1,102.0
7,8,Milwaukee Bucks*,82,19980,42.0,87.1,0.482,,,,42.0,87.1,0.482,17.8,24.5,0.726,13.7,27.4,41.1,25.5,9.6,5.2,18.6,22.5,101.8
8,9,New York Knicks*,82,20005,41.7,85.5,0.488,,,,41.7,85.5,0.488,18.3,24.3,0.751,12.9,29.4,42.3,25.6,8.9,4.8,19.3,24.0,101.7
9,10,Washington Bullets*,82,19830,40.1,87.0,0.461,,,,40.1,87.0,0.461,21.1,29.7,0.711,15.1,31.5,46.6,21.8,7.5,4.3,18.1,21.0,101.3
10,11,Kansas City Kings,82,19830,40.3,86.5,0.466,,,,40.3,86.5,0.466,19.9,25.3,0.785,13.5,29.5,43.0,22.3,8.9,4.1,18.9,24.9,100.5
11,12,Detroit Pistons,82,19855,39.9,83.3,0.478,,,,39.9,83.3,0.478,20.6,28.0,0.736,13.8,29.2,43.0,20.7,9.7,3.7,20.9,22.2,100.3
12,13,Phoenix Suns*,82,19780,40.6,85.3,0.476,,,,40.6,85.3,0.476,19.0,25.4,0.751,12.7,28.1,40.8,25.5,11.5,4.1,19.2,21.3,100.3
13,14,Buffalo Braves,82,19805,39.6,85.0,0.466,,,,39.6,85.0,0.466,21.0,26.9,0.781,12.6,29.5,42.1,22.9,7.5,3.8,18.3,23.4,100.3
14,15,Cleveland Cavaliers*,82,19880,40.8,89.9,0.454,,,,40.8,89.9,0.454,18.3,24.7,0.741,13.8,31.2,45.1,20.3,8.1,5.3,16.1,21.4,99.9
15,16,Atlanta Hawks*,82,19830,39.1,85.0,0.46,,,,39.1,85.0,0.46,21.5,27.1,0.793,13.6,27.6,41.2,22.3,10.7,4.8,18.7,28.9,99.7
16,17,Indiana Pacers,82,19830,39.2,87.1,0.45,,,,39.2,87.1,0.45,21.3,28.7,0.743,15.5,29.4,44.9,22.2,9.0,5.1,18.4,25.0,99.6
17,18,Golden State Warriors,82,19780,40.9,87.7,0.467,,,,40.9,87.7,0.467,17.8,23.8,0.745,13.5,30.1,43.7,24.0,10.0,4.6,17.4,24.2,99.6
18,19,Seattle SuperSonics*,82,19780,39.9,89.4,0.447,,,,39.9,89.4,0.447,19.4,27.2,0.712,16.9,30.1,47.0,20.8,9.1,5.0,18.9,23.3,99.2
19,20,Boston Celtics,82,19830,39.9,87.2,0.458,,,,39.9,87.2,0.458,19.2,24.7,0.779,14.1,32.6,46.7,22.5,7.3,3.4,18.9,23.2,99.1
20,21,New Orleans Jazz,82,19780,40.0,86.5,0.462,,,,40.0,86.5,0.462,18.9,26.1,0.725,14.7,32.6,47.2,23.3,7.4,5.8,19.0,21.7,98.9
21,22,New Jersey Nets,82,19905,38.5,87.0,0.443,,,,38.5,87.0,0.443,18.0,25.0,0.717,14.2,28.2,42.4,20.4,9.3,6.9,19.3,25.1,95.0
