,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,New York Knicks*,26.2,54.0,28.0,56,26,5.74,-0.26,5.48,98.4,93.3,5.1,112.4,0.332,,0.507,,0.459,,,0.245,,,,,,,Madison Square Garden (IV),,
1,2.0,Boston Celtics*,30.5,48.0,34.0,55,27,5.57,-0.23,5.35,93.8,89.1,4.7,117.5,0.32,,0.48,,0.431,,,0.233,,,,,,,Boston Garden,322130.0,
2,3.0,Philadelphia 76ers*,27.9,55.0,27.0,53,29,5.05,-0.26,4.79,98.1,93.9,4.2,120.4,0.373,,0.506,,0.454,,,0.27,,,,,,,The Spectrum,,
3,4.0,Los Angeles Lakers*,29.5,55.0,27.0,52,30,4.15,-0.3,3.84,98.5,94.9,3.6,112.6,0.415,,0.511,,0.469,,,0.27,,,,,,,The Forum,483262.0,
4,5.0,Baltimore Bullets*,25.9,57.0,25.0,51,31,4.26,-0.21,4.05,95.2,91.7,3.5,121.8,0.319,,0.488,,0.44,,,0.234,,,,,,,Baltimore Civic Center,,
5,6.0,Atlanta Hawks*,27.4,48.0,34.0,47,35,2.21,-0.15,2.06,97.4,95.5,1.9,113.9,0.355,,0.503,,0.46,,,0.244,,,,,,,Alexander Memorial Coliseum,,
6,7.0,San Diego Rockets*,25.1,37.0,45.0,41,41,-0.2,-0.11,-0.3,92.7,92.8,-0.1,123.8,0.352,,0.474,,0.428,,,0.24,,,,,,,San Diego Sports Arena,,
7,8.0,Cincinnati Royals,27.9,41.0,41.0,38,44,-1.02,0.2,-0.83,100.2,101.1,-0.9,113.6,0.389,,0.518,,0.46,,,0.292,,,,,,,Cincinnati Gardens,,
8,9.0,San Francisco Warriors*,26.4,41.0,41.0,37,45,-1.63,0.1,-1.53,92.2,93.5,-1.3,117.1,0.359,,0.47,,0.415,,,0.258,,,,,,,Oakland-Alameda County Coliseum Arena,,
9,10.0,Chicago Bulls,25.7,33.0,49.0,35,47,-2.26,0.15,-2.11,92.0,94.0,-2.0,113.4,0.321,,0.469,,0.418,,,0.234,,,,,,,Chicago Stadium,,
10,11.0,Detroit Pistons,26.2,32.0,50.0,33,49,-3.16,0.37,-2.79,97.3,100.0,-2.7,116.8,0.378,,0.502,,0.451,,,0.268,,,,,,,Cobo Arena,,
11,12.0,Seattle SuperSonics,25.9,30.0,52.0,29,53,-4.85,0.17,-4.68,94.7,98.8,-4.1,117.4,0.366,,0.486,,0.435,,,0.258,,,,,,,Seattle Center Coliseum,,
12,13.0,Milwaukee Bucks,26.7,27.0,55.0,28,54,-5.12,0.06,-5.07,93.9,98.2,-4.3,117.5,0.319,,0.48,,0.428,,,0.238,,,,,,,Milwaukee Arena,,
13,14.0,Phoenix Suns,24.8,16.0,66.0,21,61,-8.73,0.47,-8.26,93.8,101.1,-7.3,118.4,0.358,,0.48,,0.43,,,0.252,,,,,,,Arizona Veterans Memorial Coliseum,,
14,,League Average,26.9,,,41,41,0.0,0.0,0.0,95.5,95.5,,116.9,0.353,,0.491,,0.441,,,0.252,,,,,,,,402696.0,3043.0
