,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
9,10.0,Golden State Warriors*,82,19730,0.447,13.0,,0.676,0.278,0.166,0.112,0.12,0.324,,0.49,0.652,0.38,0.39,0.359,0.357,,0.512,0.802,,0.052,347,,0.274,1089,,0.189,0.378
10,11.0,Houston Rockets*,82,19755,0.462,12.8,,0.663,0.304,0.157,0.097,0.104,0.337,,0.519,0.67,0.412,0.396,0.358,0.351,,0.485,0.802,,0.05,315,,0.294,1193,,0.214,0.38
11,12.0,Indiana Pacers*,82,19755,0.465,13.6,,0.641,0.285,0.138,0.098,0.121,0.359,,0.53,0.669,0.434,0.421,0.398,0.349,,0.49,0.861,,0.055,340,,0.27,1073,,0.198,0.397
12,13.0,Los Angeles Clippers,82,19705,0.458,13.4,,0.656,0.279,0.139,0.109,0.128,0.344,,0.512,0.658,0.391,0.424,0.403,0.356,,0.54,0.806,,0.058,372,,0.252,1027,,0.233,0.387
13,14.0,Los Angeles Lakers,82,19905,0.456,12.9,,0.665,0.304,0.156,0.092,0.113,0.335,,0.512,0.648,0.393,0.399,0.403,0.346,,0.495,0.806,,0.059,384,,0.28,1142,,0.196,0.364
14,15.0,Memphis Grizzlies,82,19705,0.462,13.3,,0.639,0.296,0.131,0.102,0.111,0.361,,0.516,0.659,0.39,0.4,0.39,0.368,,0.501,0.833,,0.059,353,,0.268,993,,0.223,0.425
15,16.0,Miami Heat*,82,19930,0.45,12.7,,0.683,0.279,0.188,0.102,0.113,0.317,,0.491,0.621,0.392,0.399,0.422,0.36,,0.467,0.82,,0.05,307,,0.273,995,,0.199,0.363
16,17.0,Milwaukee Bucks*,82,19830,0.468,12.5,,0.676,0.327,0.145,0.1,0.103,0.324,,0.513,0.675,0.329,0.402,0.367,0.372,,0.519,0.848,,0.058,349,,0.316,1189,,0.222,0.417
17,18.0,Minnesota Timberwolves*,82,19805,0.475,13.1,,0.65,0.297,0.141,0.095,0.116,0.35,,0.534,0.69,0.393,0.404,0.416,0.366,,0.504,0.84,,0.06,392,,0.273,1112,,0.228,0.374
18,19.0,New Orleans Pelicans*,82,19955,0.454,13.3,,0.667,0.278,0.155,0.109,0.125,0.333,,0.503,0.65,0.41,0.399,0.385,0.355,,0.476,0.833,,0.056,376,,0.277,1129,,0.201,0.379
19,20.0,New York Knicks,82,19830,0.457,13.3,,0.648,0.291,0.142,0.093,0.121,0.352,,0.505,0.63,0.387,0.411,0.418,0.368,,0.513,0.848,,0.059,359,,0.271,1016,,0.243,0.405
20,21.0,Oklahoma City Thunder*,82,19830,0.458,13.1,,0.636,0.302,0.144,0.096,0.094,0.364,,0.511,0.647,0.372,0.425,0.375,0.367,,0.508,0.842,,0.059,349,,0.27,1020,,0.239,0.402
21,22.0,Orlando Magic,82,19730,0.468,12.7,,0.685,0.28,0.18,0.1,0.126,0.315,,0.516,0.678,0.392,0.441,0.391,0.362,,0.519,0.834,,0.057,365,,0.296,1189,,0.23,0.426
22,23.0,Philadelphia 76ers*,82,19780,0.434,13.6,,0.662,0.239,0.176,0.119,0.128,0.338,,0.482,0.661,0.357,0.408,0.387,0.342,,0.486,0.807,,0.049,315,,0.255,936,,0.187,0.385
23,24.0,Phoenix Suns,82,19705,0.471,13.0,,0.67,0.306,0.133,0.106,0.125,0.33,,0.519,0.639,0.417,0.441,0.4,0.373,,0.466,0.817,,0.054,352,,0.277,1126,,0.19,0.401
24,25.0,Portland Trail Blazers*,82,19755,0.447,12.9,,0.691,0.281,0.152,0.121,0.136,0.309,,0.484,0.582,0.415,0.409,0.425,0.364,,0.427,0.819,,0.037,219,,0.267,976,,0.186,0.405
25,26.0,Sacramento Kings,82,19755,0.47,13.8,,0.617,0.26,0.166,0.081,0.11,0.383,,0.527,0.685,0.424,0.416,0.396,0.377,,0.514,0.828,,0.052,319,,0.271,1037,,0.205,0.405
26,27.0,San Antonio Spurs*,82,19730,0.453,12.8,,0.688,0.281,0.161,0.121,0.125,0.312,,0.501,0.634,0.396,0.425,0.409,0.348,,0.49,0.827,,0.055,337,,0.267,968,,0.213,0.358
27,28.0,Toronto Raptors*,82,19830,0.449,12.2,,0.708,0.298,0.177,0.121,0.112,0.292,,0.486,0.617,0.359,0.432,0.401,0.357,,0.493,0.813,,0.05,300,,0.287,1039,,0.196,0.363
28,29.0,Utah Jazz*,82,19755,0.449,13.1,,0.687,0.254,0.179,0.123,0.131,0.313,,0.488,0.655,0.384,0.376,0.409,0.365,,0.444,0.801,,0.052,316,,0.26,943,,0.183,0.404
29,30.0,Washington Wizards*,82,19855,0.462,13.3,,0.654,0.279,0.154,0.1,0.12,0.346,,0.522,0.695,0.392,0.388,0.399,0.349,,0.49,0.808,,0.055,355,,0.286,1118,,0.192,0.364
30,,League Average,82,19795,0.46,13.2,,0.663,0.281,0.156,0.106,0.12,0.337,,0.51,0.658,0.394,0.415,0.4,0.362,,0.499,0.83,,0.053,331,,0.273,1064,,0.208,0.394
