,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Derek Anderson,SF,23,CLE,4,0,25.8,2.5,5.5,0.455,0.0,0.0,0.0,2.5,5.5,0.455,0.455,5.8,6.5,0.885,0.0,2.3,2.3,2.8,1.3,0.3,3.0,2.5,10.8
1,Greg Anderson,C,33,ATL,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
2,Shandon Anderson,SG,24,UTA,20,0,18.9,2.7,5.2,0.515,0.2,0.6,0.273,2.5,4.6,0.543,0.529,1.3,1.9,0.676,1.3,1.9,3.2,1.0,0.3,0.1,1.5,1.5,6.7
3,Greg Anthony,PG,30,SEA,9,0,13.1,1.3,4.4,0.3,0.6,2.1,0.263,0.8,2.3,0.333,0.363,0.3,0.9,0.375,0.3,0.8,1.1,1.1,0.6,0.1,1.2,1.9,3.6
4,B.J. Armstrong,PG,30,CHH,9,0,16.2,1.8,4.7,0.381,0.2,0.6,0.4,1.6,4.1,0.378,0.405,0.3,0.4,0.75,0.2,0.9,1.1,2.0,0.7,0.0,0.7,1.2,4.1
5,Keith Askins,SF,30,MIA,4,0,14.5,0.5,1.8,0.286,0.3,1.3,0.2,0.3,0.5,0.5,0.357,0.0,0.0,0.0,0.3,1.5,1.8,0.3,0.5,0.0,0.3,2.3,1.3
6,Stacey Augmon,SG,29,POR,4,0,7.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.5,0.3,0.5,0.5,1.3
7,Vin Baker,C,26,SEA,10,10,37.1,7.1,13.4,0.53,0.0,0.0,0.0,7.1,13.4,0.53,0.53,1.6,3.8,0.421,4.1,5.3,9.4,1.8,1.8,1.5,2.2,3.8,15.8
8,Charles Barkley*,PF,34,HOU,4,0,21.8,3.0,5.8,0.522,0.0,0.5,0.0,3.0,5.3,0.571,0.522,3.0,5.3,0.571,1.3,4.0,5.3,1.0,1.3,0.0,1.5,3.0,9.0
9,Drew Barry,PG,24,ATL,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
10,Jon Barry,SG,28,LAL,7,0,2.6,0.0,1.1,0.0,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.1,0.0
11,Corey Beck,PG,26,CHH,6,0,4.3,1.0,2.0,0.5,0.2,0.3,0.5,0.8,1.7,0.5,0.542,0.3,0.3,1.0,0.2,0.0,0.2,0.0,0.7,0.0,0.5,0.7,2.5
12,Mario Bennett,PF,24,LAL,4,0,2.5,0.3,0.5,0.5,0.0,0.0,0.0,0.3,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.5,0.0,0.0,0.3,0.0,0.5,1.0
13,Travis Best,PG,25,IND,16,0,17.5,1.7,4.5,0.375,0.3,1.1,0.278,1.4,3.4,0.407,0.41,2.4,2.7,0.884,0.1,0.9,1.0,1.9,0.7,0.2,1.2,2.3,6.1
14,Mookie Blaylock,PG,30,ATL,4,4,38.3,5.5,13.3,0.415,2.0,6.8,0.296,3.5,6.5,0.538,0.491,1.8,3.0,0.583,1.5,3.5,5.0,8.3,2.3,0.3,2.3,2.0,14.8
15,Corie Blount,PF,29,LAL,12,0,17.4,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.6,0.9,0.636,2.0,3.3,5.3,0.6,0.5,0.3,0.3,2.3,2.6
16,Anthony Bowie,SG,34,NYK,7,0,3.3,0.3,0.6,0.5,0.0,0.0,0.0,0.3,0.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.6,0.6
17,Scott Brooks,PG,32,CLE,1,0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
18,Chucky Brown,SF,29,ATL,4,0,12.5,1.8,3.8,0.467,0.3,0.5,0.5,1.5,3.3,0.462,0.5,0.3,0.5,0.5,0.3,1.3,1.5,1.0,0.0,0.0,0.5,1.3,4.0
19,Mike Brown,C-F,34,PHO,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,P.J. Brown,PF,28,MIA,5,5,38.0,3.8,7.4,0.514,0.0,0.0,0.0,3.8,7.4,0.514,0.514,1.6,4.4,0.364,3.0,5.8,8.8,0.8,1.4,0.6,1.2,4.4,9.2
21,Randy Brown,PG,29,CHI,14,0,5.1,0.1,0.9,0.167,0.0,0.0,0.0,0.1,0.9,0.167,0.167,0.4,0.4,0.833,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.4,0.6
22,Kobe Bryant*,SF,19,LAL,11,0,20.0,2.8,6.9,0.408,0.3,1.3,0.214,2.5,5.6,0.452,0.428,2.8,4.1,0.689,0.6,1.3,1.9,1.5,0.3,0.7,1.0,2.5,8.7
23,Mark Bryant,C,32,PHO,4,1,23.3,4.3,8.5,0.5,0.0,0.0,0.0,4.3,8.5,0.5,0.5,1.5,3.0,0.5,2.3,3.5,5.8,0.3,1.0,0.5,0.8,4.0,10.0
24,Jud Buechler,SF,29,CHI,16,0,4.0,0.3,0.7,0.364,0.2,0.3,0.6,0.1,0.4,0.167,0.5,0.0,0.0,0.0,0.3,0.4,0.7,0.2,0.2,0.1,0.1,0.4,0.7
25,Matt Bullard,SF,30,HOU,5,4,14.0,1.2,3.6,0.333,0.6,2.0,0.3,0.6,1.6,0.375,0.417,0.4,0.4,1.0,0.6,1.0,1.6,1.0,0.2,0.0,0.0,1.0,3.4
26,Scott Burrell,SF,27,CHI,21,0,12.4,1.5,3.5,0.438,0.3,1.0,0.3,1.2,2.5,0.491,0.479,0.5,0.5,0.909,0.5,1.5,2.0,0.5,0.9,0.1,0.5,1.6,3.8
27,Elden Campbell,PF,29,LAL,13,0,13.8,1.8,3.9,0.451,0.0,0.0,0.0,1.8,3.9,0.451,0.451,1.7,2.6,0.647,1.3,2.2,3.5,0.6,0.2,0.9,1.0,2.1,5.2
28,Antoine Carr,PF,36,UTA,20,0,14.6,2.1,4.5,0.456,0.0,0.0,0.0,2.1,4.5,0.456,0.456,0.3,0.4,0.75,0.8,1.3,2.1,0.6,0.1,0.6,0.5,3.2,4.4
29,Sam Cassell,PG,28,NJN,3,1,8.7,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,0.3,0.7,1.0,1.7,0.0,0.3,0.7,2.3,2.0
30,Kelvin Cato,C,23,POR,4,0,14.5,2.3,4.3,0.529,0.0,0.3,0.0,2.3,4.0,0.563,0.529,2.0,2.8,0.727,0.8,2.3,3.0,0.3,0.3,1.8,1.0,3.0,6.5
31,Duane Causwell,C,29,MIA,1,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
32,Rex Chapman,SG,30,PHO,2,2,29.0,3.0,11.5,0.261,0.0,2.5,0.0,3.0,9.0,0.333,0.261,3.0,3.5,0.857,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.5,9.0
33,Chris Childs,PG,30,NYK,10,0,25.4,2.4,5.8,0.414,0.4,1.3,0.308,2.0,4.5,0.444,0.448,1.1,1.5,0.733,0.5,2.0,2.5,3.3,0.6,0.0,2.3,2.9,6.3
34,Marty Conlon,C,30,MIA,3,0,15.3,1.0,2.3,0.429,0.0,0.0,0.0,1.0,2.3,0.429,0.429,0.3,0.7,0.5,0.3,1.0,1.3,1.0,0.3,0.3,2.0,2.3,2.3
35,Tyrone Corbin,SF,35,ATL,4,4,28.3,1.8,6.3,0.28,0.3,1.5,0.167,1.5,4.8,0.316,0.3,0.0,0.0,0.0,0.8,3.0,3.8,1.0,1.5,0.3,0.8,2.5,3.8
36,Chris Crawford,PF,22,ATL,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0
37,Terry Cummings,PF,36,NYK,8,1,15.0,1.9,4.3,0.441,0.0,0.0,0.0,1.9,4.3,0.441,0.441,0.3,1.0,0.25,1.4,3.0,4.4,0.6,0.5,0.3,0.9,2.9,4.0
38,Bill Curley,PF,25,MIN,2,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Dell Curry,SG,33,CHH,9,0,19.0,2.3,5.8,0.404,0.4,1.8,0.25,1.9,4.0,0.472,0.442,0.7,0.8,0.857,0.7,1.4,2.1,1.1,0.8,0.3,0.6,2.3,5.8
40,Antonio Davis,PF,29,IND,16,0,28.7,2.6,5.7,0.462,0.0,0.0,0.0,2.6,5.7,0.462,0.462,3.9,5.9,0.67,2.3,4.4,6.8,0.9,0.8,1.1,1.6,4.1,9.2
41,Dale Davis,C,28,IND,16,16,29.1,3.5,5.4,0.651,0.0,0.0,0.0,3.5,5.4,0.651,0.651,1.8,4.0,0.453,2.8,4.8,7.5,0.8,0.3,1.1,1.3,2.6,8.8
42,Vinny Del Negro,SG,31,SAS,9,3,31.4,4.3,9.0,0.481,0.2,1.1,0.2,4.1,7.9,0.521,0.494,1.8,1.9,0.941,0.2,2.4,2.7,3.2,0.9,0.0,1.4,3.3,10.7
43,Vlade Divac*,C,29,CHH,9,9,38.3,4.7,9.7,0.483,0.0,0.1,0.0,4.7,9.6,0.488,0.483,2.2,3.7,0.606,2.8,8.1,10.9,3.4,0.8,1.6,2.4,3.8,11.6
44,Sherman Douglas,PG,31,NJN,3,2,41.7,7.7,14.7,0.523,0.7,1.7,0.4,7.0,13.0,0.538,0.545,2.3,3.3,0.7,0.3,2.3,2.7,8.3,2.0,0.0,4.3,1.7,18.3
45,Clyde Drexler*,SG,35,HOU,5,5,36.4,4.2,13.6,0.309,1.0,5.2,0.192,3.2,8.4,0.381,0.346,5.6,7.4,0.757,1.8,3.6,5.4,4.6,1.6,0.6,2.6,3.0,15.0
46,Chris Dudley,C,32,NYK,6,3,8.8,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.5,0.333,0.333,0.3,0.7,0.5,1.0,2.0,3.0,0.0,0.3,0.2,0.3,2.7,1.3
47,Tim Duncan*,PF,21,SAS,9,9,41.6,8.1,15.6,0.521,0.0,0.1,0.0,8.1,15.4,0.525,0.521,4.4,6.7,0.667,2.2,6.8,9.0,1.9,0.6,2.6,2.8,2.7,20.7
48,Howard Eisley,PG,25,UTA,20,0,18.3,2.3,6.3,0.368,0.4,1.4,0.296,1.9,4.9,0.388,0.4,0.6,0.7,0.923,0.2,1.8,2.0,4.1,0.6,0.3,1.6,2.1,5.6
49,Mario Elie,SF,34,HOU,5,1,26.6,2.4,5.4,0.444,0.6,1.8,0.333,1.8,3.6,0.5,0.5,1.2,1.8,0.667,0.6,2.0,2.6,1.2,0.4,0.0,1.0,2.0,6.6
50,Dale Ellis,SF,37,SEA,10,0,17.0,2.0,5.3,0.377,1.1,2.6,0.423,0.9,2.7,0.333,0.481,0.5,0.6,0.833,0.4,0.9,1.3,0.6,0.2,0.0,0.2,1.0,5.6
51,Brian Evans,SF,24,NJN,3,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
52,Patrick Ewing*,C,35,NYK,4,4,33.0,5.0,14.0,0.357,0.0,0.0,0.0,5.0,14.0,0.357,0.357,4.0,6.8,0.593,2.3,5.8,8.0,1.3,0.8,1.3,2.5,4.0,14.0
53,Danny Ferry,PF,31,CLE,3,0,3.3,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0
