,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Steven Adams,C,22,OKC,18,18,30.7,3.8,6.2,0.613,0.0,0.1,0.0,3.8,6.1,0.618,0.613,2.6,4.1,0.63,3.4,6.1,9.5,0.7,0.5,0.8,0.9,3.1,10.1
1,Cole Aldrich,C,27,LAC,6,0,12.8,1.7,2.5,0.667,0.0,0.0,0.0,1.7,2.5,0.667,0.667,0.5,1.0,0.5,1.3,3.7,5.0,0.5,1.0,0.5,0.3,1.8,3.8
2,LaMarcus Aldridge,PF,30,SAS,10,10,33.7,8.8,16.9,0.521,0.2,0.2,1.0,8.6,16.7,0.515,0.527,4.1,4.6,0.891,2.2,6.1,8.3,1.0,0.4,1.4,1.1,1.8,21.9
3,Lavoy Allen,PF,26,IND,6,3,8.5,0.5,1.7,0.3,0.0,0.0,0.0,0.5,1.7,0.3,0.3,0.0,0.0,0.0,0.7,1.7,2.3,0.3,0.2,0.2,0.2,0.3,1.0
4,Tony Allen,SG,34,MEM,4,2,23.5,2.5,8.3,0.303,0.3,1.8,0.143,2.3,6.5,0.346,0.318,2.3,3.3,0.692,1.5,1.3,2.8,0.8,1.3,0.5,1.5,2.8,7.5
5,Al-Farouq Aminu,SF,25,POR,11,11,33.8,5.1,11.6,0.438,2.5,6.4,0.4,2.5,5.3,0.483,0.547,1.9,2.6,0.724,2.1,6.5,8.6,1.8,0.7,0.9,1.9,2.8,14.6
6,Chris Andersen,C,37,MEM,4,2,19.8,1.3,3.0,0.417,0.0,0.0,0.0,1.3,3.0,0.417,0.417,1.3,2.0,0.625,3.3,4.5,7.8,0.8,0.5,0.8,1.3,1.0,3.8
7,Justin Anderson,SF,22,DAL,5,1,19.0,3.4,7.4,0.459,0.8,2.6,0.308,2.6,4.8,0.542,0.514,1.8,2.8,0.643,1.8,2.2,4.0,1.4,0.8,0.6,1.0,2.4,9.4
8,Kyle Anderson,SF,22,SAS,10,0,12.9,0.8,2.5,0.32,0.1,0.3,0.333,0.7,2.2,0.318,0.34,0.6,0.7,0.857,0.2,2.2,2.4,0.7,0.6,0.3,0.4,1.1,2.3
9,Trevor Ariza,SF,30,HOU,5,5,36.2,2.6,10.2,0.255,0.8,5.6,0.143,1.8,4.6,0.391,0.294,0.6,0.8,0.75,1.4,2.8,4.2,0.8,2.6,0.2,2.4,3.2,6.6
10,Jeff Ayres,C,28,LAC,2,0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
11,Leandro Barbosa,SG,33,GSW,23,0,11.0,2.2,3.8,0.58,0.5,1.2,0.393,1.7,2.6,0.667,0.642,0.7,0.9,0.762,0.5,0.7,1.2,0.7,0.5,0.0,0.5,1.0,5.6
12,J.J. Barea,PG,31,DAL,4,2,25.0,2.8,8.5,0.324,0.3,2.0,0.125,2.5,6.5,0.385,0.338,0.5,0.5,1.0,0.0,1.5,1.5,5.0,0.0,0.0,2.8,2.0,6.3
13,Harrison Barnes,SF,23,GSW,24,23,31.0,3.4,8.9,0.385,1.1,3.2,0.342,2.3,5.7,0.409,0.446,1.1,1.4,0.765,1.1,3.5,4.7,1.3,0.7,0.2,0.8,1.9,9.0
14,Matt Barnes,SF,35,MEM,4,4,34.8,4.0,11.5,0.348,0.8,4.5,0.167,3.3,7.0,0.464,0.38,2.0,2.5,0.8,1.3,6.0,7.3,2.8,1.0,0.3,3.3,3.3,10.8
15,Nicolas Batum,SF,27,CHO,5,2,28.8,3.4,9.0,0.378,1.2,4.4,0.273,2.2,4.6,0.478,0.444,3.4,4.0,0.85,0.4,3.2,3.6,2.0,0.4,0.0,1.6,1.2,11.4
16,Aron Baynes,C,29,DET,4,0,11.0,1.0,2.3,0.444,0.0,0.0,0.0,1.0,2.3,0.444,0.444,0.5,0.8,0.667,0.8,1.3,2.0,0.5,0.0,0.0,0.8,1.0,2.5
17,Kent Bazemore,SF,26,ATL,10,10,32.5,4.4,12.1,0.364,1.6,6.1,0.262,2.8,6.0,0.467,0.43,1.5,2.2,0.682,0.8,5.8,6.6,1.9,1.4,0.6,1.0,1.4,11.9
18,Michael Beasley,PF,27,HOU,5,0,16.0,4.4,9.2,0.478,0.4,1.2,0.333,4.0,8.0,0.5,0.5,1.2,1.4,0.857,0.8,3.4,4.2,0.6,0.2,0.0,1.4,1.6,10.4
19,Patrick Beverley,PG,27,HOU,5,5,25.8,2.0,7.4,0.27,0.6,2.8,0.214,1.4,4.6,0.304,0.311,1.2,1.2,1.0,0.8,3.6,4.4,2.2,0.4,0.4,0.8,3.4,5.8
20,Bismack Biyombo,C,23,TOR,20,10,25.3,2.0,3.5,0.58,0.0,0.0,0.0,2.0,3.5,0.58,0.58,2.2,3.6,0.597,2.7,6.7,9.4,0.4,0.4,1.4,1.1,2.4,6.2
21,Steve Blake,PG,35,DET,4,0,10.8,0.3,1.3,0.2,0.3,0.5,0.5,0.0,0.8,0.0,0.3,0.3,0.5,0.5,0.0,1.0,1.0,2.5,0.0,0.0,1.3,1.8,1.0
22,Andrew Bogut,C,31,GSW,22,22,16.6,2.2,3.5,0.623,0.0,0.1,0.0,2.2,3.4,0.64,0.623,0.2,0.6,0.357,2.1,3.5,5.7,1.4,0.6,1.6,0.9,3.3,4.6
23,Avery Bradley,SG,25,BOS,1,1,33.0,7.0,16.0,0.438,1.0,7.0,0.143,6.0,9.0,0.667,0.469,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,18.0
24,Corey Brewer,SF,29,HOU,5,1,15.4,1.4,5.4,0.259,0.2,2.0,0.1,1.2,3.4,0.353,0.278,1.4,1.6,0.875,0.6,0.8,1.4,1.6,0.0,0.2,1.2,2.6,4.4
25,Reggie Bullock,SF,24,DET,2,0,11.0,2.5,3.0,0.833,1.0,1.5,0.667,1.5,1.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.5,0.0,0.0,1.0,6.0
26,Kentavious Caldwell-Pope,SG,22,DET,4,4,40.3,5.5,12.5,0.44,3.0,6.8,0.444,2.5,5.8,0.435,0.56,1.3,1.8,0.714,0.5,3.8,4.3,2.8,1.8,0.3,0.5,1.8,15.3
27,Clint Capela,C,21,HOU,5,0,8.6,0.6,1.8,0.333,0.0,0.0,0.0,0.6,1.8,0.333,0.333,0.4,1.0,0.4,1.6,2.4,4.0,0.4,0.6,0.4,0.6,1.0,1.6
28,DeMarre Carroll,SF,29,TOR,20,19,29.8,3.1,8.0,0.39,1.3,4.0,0.329,1.8,4.0,0.45,0.472,1.4,1.8,0.75,1.2,2.9,4.1,0.9,0.9,0.4,0.9,3.1,8.9
