,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jordan Adams,SG,20,MEM,4,0,2.5,0.5,0.8,0.667,0.3,0.3,1.0,0.3,0.5,0.5,0.833,0.5,1.0,0.5,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,1.8
1,Arron Afflalo,SG,29,POR,3,3,20.0,0.7,4.0,0.167,0.3,1.3,0.25,0.3,2.7,0.125,0.208,0.0,0.3,0.0,0.0,2.3,2.3,0.7,0.0,0.0,1.0,2.0,1.7
2,Alexis Ajinça,C,26,NOP,3,0,3.3,1.3,1.3,1.0,0.0,0.0,0.0,1.3,1.3,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.7,2.7
3,LaMarcus Aldridge,PF,29,POR,5,5,41.6,7.4,22.4,0.33,0.6,2.2,0.273,6.8,20.2,0.337,0.344,6.4,7.2,0.889,4.2,7.0,11.2,1.8,0.4,2.4,1.6,3.2,21.8
4,Tony Allen,SG,33,MEM,10,9,27.9,2.8,5.7,0.491,0.1,0.7,0.143,2.7,5.0,0.54,0.5,0.9,1.2,0.75,1.4,3.8,5.2,1.5,2.4,1.1,1.3,2.7,6.6
5,Al-Farouq Aminu,SF,24,DAL,5,2,30.0,3.4,6.2,0.548,1.4,2.2,0.636,2.0,4.0,0.5,0.661,3.0,3.8,0.789,2.8,4.4,7.2,1.2,2.0,1.6,1.2,3.0,11.2
6,Alan Anderson,SG,32,BRK,6,0,23.7,4.2,6.8,0.61,1.7,2.7,0.625,2.5,4.2,0.6,0.732,1.0,1.5,0.667,0.3,3.2,3.5,1.2,0.7,0.2,1.3,1.5,11.0
7,Ryan Anderson,PF,26,NOP,4,0,23.8,4.0,9.0,0.444,1.3,3.0,0.417,2.8,6.0,0.458,0.514,1.5,1.5,1.0,1.8,2.5,4.3,2.3,0.0,0.5,1.0,3.0,10.8
8,Giannis Antetokounmpo,SG,20,MIL,6,6,33.5,4.3,11.8,0.366,0.0,0.2,0.0,4.3,11.7,0.371,0.366,2.8,3.8,0.739,2.0,5.0,7.0,2.7,0.5,1.5,1.8,3.0,11.5
9,Pero Antić,C,32,ATL,15,1,13.3,1.1,3.3,0.32,0.7,2.1,0.344,0.3,1.2,0.278,0.43,1.3,1.7,0.8,0.6,2.3,2.9,0.3,0.1,0.2,0.3,2.5,4.2
10,Trevor Ariza,SF,29,HOU,17,17,38.5,4.4,10.4,0.426,2.1,5.6,0.375,2.3,4.7,0.488,0.528,2.2,2.5,0.905,1.1,5.4,6.4,2.6,1.8,0.1,1.4,3.0,13.2
11,Ömer Aşık,C,28,NOP,4,4,19.8,0.5,2.5,0.2,0.0,0.0,0.0,0.5,2.5,0.2,0.2,1.0,1.8,0.571,3.0,4.3,7.3,1.5,1.3,0.0,1.3,2.5,2.0
12,Jeff Ayres,PF,27,SAS,3,0,4.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0
13,Leandro Barbosa,SG,32,GSW,21,0,10.9,1.9,4.2,0.443,0.4,1.1,0.348,1.5,3.1,0.477,0.489,0.9,1.0,0.818,0.4,0.9,1.3,0.9,0.3,0.0,0.6,1.1,5.0
14,J.J. Barea,PG,30,DAL,5,2,30.8,5.0,11.4,0.439,0.8,3.2,0.25,4.2,8.2,0.512,0.474,1.0,1.2,0.833,1.0,3.8,4.8,7.4,0.8,0.0,2.8,3.4,11.8
15,Harrison Barnes,SF,22,GSW,21,21,32.4,4.2,9.5,0.44,1.0,3.0,0.355,3.1,6.6,0.478,0.495,1.2,1.6,0.735,2.1,3.1,5.2,1.5,0.8,0.5,1.0,2.1,10.6
16,Matt Barnes,SF,34,LAC,14,14,29.2,2.7,7.1,0.38,1.1,4.3,0.267,1.6,2.9,0.55,0.46,1.1,1.4,0.75,1.1,3.9,5.1,1.6,1.4,0.7,1.1,3.9,7.6
17,Brandon Bass,PF,29,BOS,4,4,21.5,1.8,5.0,0.35,0.0,0.0,0.0,1.8,5.0,0.35,0.35,1.5,2.5,0.6,0.8,1.3,2.0,2.5,0.3,0.8,0.8,1.0,5.0
18,Nicolas Batum,SF,26,POR,5,5,41.8,4.8,14.0,0.343,2.6,7.8,0.333,2.2,6.2,0.355,0.436,2.0,2.6,0.769,1.2,7.4,8.6,5.2,0.2,0.2,2.4,2.2,14.2
19,Jerryd Bayless,PG,26,MIL,6,0,20.0,2.0,5.8,0.343,0.3,1.2,0.286,1.7,4.7,0.357,0.371,2.2,2.8,0.765,0.7,1.8,2.5,3.0,0.3,0.3,0.7,2.0,6.5
