,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,40,LAL,80,80,28.9,6.0,11.3,0.532,0.0,0.0,0.0,6.0,11.3,0.532,0.532,2.6,3.4,0.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6
1,Mark Acres,C,25,BOS,79,5,14.6,1.4,2.6,0.532,0.0,0.0,0.0,1.4,2.6,0.532,0.532,0.9,1.4,0.64,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6
2,Michael Adams,PG,25,DEN,82,75,33.9,5.1,11.3,0.449,1.7,4.6,0.367,3.4,6.7,0.505,0.524,2.0,2.4,0.834,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9
3,Mark Aguirre,SF,28,DAL,77,77,33.9,9.7,20.4,0.475,0.7,2.2,0.302,9.0,18.2,0.496,0.491,5.0,6.5,0.77,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1
4,Danny Ainge,SG,28,BOS,81,81,37.3,6.0,12.1,0.491,1.8,4.4,0.415,4.1,7.7,0.534,0.566,2.0,2.2,0.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7
5,Mark Alarie,PF,24,WSB,63,0,12.2,2.3,4.8,0.48,0.1,0.3,0.222,2.2,4.5,0.496,0.487,0.6,0.8,0.714,1.1,1.4,2.5,0.6,0.2,0.2,0.8,1.7,5.2
6,Steve Alford,PG,23,DAL,28,0,7.0,0.8,2.0,0.382,0.0,0.3,0.125,0.7,1.7,0.426,0.391,0.6,0.6,0.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1
7,Greg Anderson,PF,23,SAS,82,45,24.2,4.6,9.2,0.501,0.0,0.1,0.2,4.6,9.2,0.503,0.502,2.4,4.0,0.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7
8,Richard Anderson,PF,27,TOT,74,3,18.2,2.3,5.9,0.39,0.6,2.0,0.32,1.7,3.9,0.426,0.444,0.8,1.0,0.753,1.2,2.9,4.1,1.5,0.7,0.2,0.8,1.9,6.1
9,Thurl Bailey,SF,26,UTA,82,10,34.2,7.7,15.7,0.492,0.0,0.0,0.333,7.7,15.6,0.493,0.493,4.1,5.0,0.826,1.6,4.8,6.5,1.9,0.6,1.5,2.3,2.3,19.6
10,John Battle,SG,25,ATL,67,1,18.3,4.1,9.1,0.454,0.2,0.6,0.39,3.9,8.5,0.458,0.467,2.1,2.8,0.75,0.4,1.3,1.7,2.4,0.5,0.1,1.1,1.3,10.6
11,Walter Berry,SF,23,SAS,73,56,26.3,7.4,13.2,0.563,0.0,0.0,0.0,7.4,13.2,0.563,0.563,2.6,4.4,0.6,2.4,3.0,5.4,1.5,0.8,0.9,2.2,2.8,17.4
12,Larry Bird*,SF,31,BOS,76,75,39.0,11.6,22.0,0.527,1.3,3.1,0.414,10.3,18.9,0.546,0.556,5.5,6.0,0.916,1.4,7.8,9.3,6.1,1.6,0.8,2.8,2.1,29.9
13,Uwe Blab,C,25,DAL,73,1,9.0,0.8,1.8,0.439,0.0,0.0,0.0,0.8,1.8,0.439,0.439,0.6,0.9,0.708,0.7,1.1,1.8,0.5,0.1,0.4,0.7,1.5,2.2
14,Rolando Blackman,SG,28,DAL,71,69,36.3,7.0,14.8,0.473,0.0,0.1,0.0,7.0,14.7,0.476,0.473,4.7,5.3,0.873,1.2,2.3,3.5,3.7,0.9,0.3,2.0,1.6,18.7
15,Muggsy Bogues,PG,23,WSB,79,14,20.6,2.1,5.4,0.39,0.0,0.2,0.188,2.1,5.2,0.398,0.393,0.7,0.9,0.784,0.4,1.3,1.7,5.1,1.6,0.0,1.3,1.7,5.0
