,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kenny Anderson,PG,26,POR,4,4,42.3,5.5,11.5,0.478,1.3,4.8,0.263,4.3,6.8,0.63,0.533,4.8,5.0,0.95,0.5,3.8,4.3,4.8,1.8,0.3,2.8,2.5,17.0
1,Nick Anderson,SG,29,ORL,5,5,26.0,2.4,7.2,0.333,0.8,3.0,0.267,1.6,4.2,0.381,0.389,0.0,0.4,0.0,0.6,5.2,5.8,0.6,0.6,1.8,1.2,1.6,5.6
2,Shandon Anderson,SG,23,UTA,18,0,16.4,1.6,3.7,0.439,0.3,0.7,0.417,1.3,3.0,0.444,0.477,1.1,1.6,0.714,1.1,1.6,2.7,0.7,0.6,0.1,0.7,1.6,4.6
3,Willie Anderson,SG,30,MIA,9,0,13.3,1.2,3.3,0.367,0.2,0.9,0.25,1.0,2.4,0.409,0.4,1.0,1.1,0.9,0.2,1.7,1.9,0.6,0.4,0.2,1.3,2.2,3.7
4,Darrell Armstrong,PG,28,ORL,5,0,28.6,4.0,8.4,0.476,1.2,3.6,0.333,2.8,4.8,0.583,0.548,2.2,2.6,0.846,0.6,3.6,4.2,3.4,1.6,0.2,1.4,1.2,11.4
5,Keith Askins,SF,29,MIA,12,0,12.2,0.8,1.9,0.435,0.5,1.0,0.5,0.3,0.9,0.364,0.565,0.3,0.3,1.0,0.9,1.4,2.3,0.6,0.3,0.2,0.3,2.2,2.5
6,Stacey Augmon,SG,28,POR,4,0,8.8,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.5,0.333,0.333,0.8,1.0,0.75,0.3,0.0,0.3,0.8,0.3,0.0,0.3,1.5,1.8
7,Isaac Austin,C,27,MIA,15,0,19.1,2.4,5.4,0.444,0.1,0.3,0.25,2.3,5.1,0.455,0.451,1.7,2.1,0.806,1.1,3.3,4.4,0.4,0.4,0.5,1.5,2.3,6.5
8,Charles Barkley*,PF,33,HOU,16,16,37.8,5.4,12.4,0.434,0.7,2.4,0.289,4.7,10.0,0.469,0.462,6.4,8.4,0.769,4.0,8.0,12.0,3.4,1.2,0.4,2.7,3.3,17.9
9,Brent Barry,SG,25,LAC,3,0,28.0,3.7,9.0,0.407,1.7,3.7,0.455,2.0,5.3,0.375,0.5,2.7,3.0,0.889,0.3,2.0,2.3,3.3,1.3,0.0,1.3,3.3,11.7
