,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,34,LAL,14,0.0,35.2,8.2,15.8,0.52,0.0,0.0,0.0,8.2,15.8,0.52,0.52,3.9,6.2,0.632,2.4,6.1,8.5,3.6,1.0,3.2,2.9,3.2,20.4
1,Alvan Adams,C,27,PHO,7,0.0,33.3,6.9,13.1,0.522,0.0,0.0,0.0,6.9,13.1,0.522,0.522,3.1,4.0,0.786,2.7,4.6,7.3,3.7,2.0,1.4,3.0,3.1,16.9
2,Danny Ainge,SG,22,BOS,10,0.0,12.9,1.9,4.5,0.422,0.2,0.4,0.5,1.7,4.1,0.415,0.444,1.0,1.3,0.769,0.6,0.7,1.3,1.1,0.2,0.1,1.1,2.1,5.0
3,Tiny Archibald*,PG,33,BOS,8,0.0,34.6,3.8,8.8,0.429,0.0,0.5,0.0,3.8,8.3,0.455,0.429,3.1,3.5,0.893,0.1,2.0,2.1,6.5,0.6,0.3,2.9,2.6,10.6
4,James Bailey,PF,24,NJN,2,0.0,13.0,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.5,0.333,0.333,1.0,1.0,1.0,1.0,2.0,3.0,0.5,1.0,0.5,1.5,2.5,2.0
5,Greg Ballard,SF,27,WSB,7,0.0,38.3,5.1,14.3,0.36,0.0,0.0,0.0,5.1,14.3,0.36,0.36,3.0,3.6,0.84,3.1,5.9,9.0,3.1,2.0,0.4,1.7,2.9,13.3
6,Gene Banks,SF,22,SAS,9,0.0,16.2,3.3,7.2,0.462,0.0,0.1,0.0,3.3,7.1,0.469,0.462,0.4,1.1,0.4,2.3,2.4,4.8,1.0,0.4,0.3,0.7,1.3,7.1
7,Mike Bantom,SF,30,PHI,21,0.0,19.0,1.7,4.3,0.396,0.0,0.0,0.0,1.7,4.3,0.396,0.396,0.9,2.0,0.452,1.9,1.8,3.7,1.1,0.7,0.4,1.1,2.9,4.3
8,Larry Bird*,PF,25,BOS,12,0.0,40.8,7.3,17.2,0.427,0.1,0.5,0.167,7.3,16.7,0.435,0.43,3.1,3.8,0.822,2.8,9.8,12.5,5.6,1.9,1.4,3.2,3.6,17.8
9,Charles Bradley,SG,22,BOS,7,0.0,2.6,0.3,1.1,0.25,0.0,0.0,0.0,0.3,1.1,0.25,0.25,0.0,0.3,0.0,0.1,0.6,0.7,0.1,0.1,0.0,0.6,0.9,0.6
