,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Cory Alexander,PG,22,SAS,9,0,7.8,1.1,2.7,0.417,0.1,0.6,0.2,1.0,2.1,0.474,0.438,0.6,0.8,0.714,0.4,0.6,1.0,1.0,0.2,0.0,0.7,0.9,2.9
1,John Amaechi,PF,25,CLE,1,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Greg Anderson,PF,31,SAS,6,0,5.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.3,0.5,0.3,1.2,1.5,0.0,0.3,0.2,0.7,0.8,0.2
3,Nick Anderson,SG,28,ORL,11,11,38.0,5.0,11.5,0.433,1.6,5.7,0.286,3.4,5.8,0.578,0.504,2.5,4.1,0.622,1.5,3.5,5.0,1.9,1.9,0.5,1.9,2.0,14.2
4,Willie Anderson,SG,29,NYK,4,0,16.0,1.8,5.5,0.318,0.3,1.5,0.167,1.5,4.0,0.375,0.341,1.5,1.8,0.857,0.5,1.8,2.3,0.3,1.0,0.0,1.5,2.5,5.3
5,Vincent Askew,SG,29,SEA,19,0,18.2,1.3,3.7,0.343,0.3,1.2,0.261,0.9,2.5,0.383,0.386,0.9,1.5,0.607,0.3,1.9,2.2,1.4,0.7,0.4,1.5,2.6,3.7
6,Keith Askins,SF,28,MIA,3,0,16.0,1.3,3.7,0.364,0.7,2.0,0.333,0.7,1.7,0.4,0.455,1.0,1.0,1.0,1.0,1.7,2.7,0.7,0.3,0.0,1.3,3.0,4.3
7,Stacey Augmon,SF,27,ATL,10,10,31.4,3.5,7.2,0.486,0.0,0.1,0.0,3.5,7.1,0.493,0.486,3.3,4.0,0.825,0.9,2.7,3.6,2.7,1.1,0.6,1.7,2.6,10.3
8,Charles Barkley*,PF,32,PHO,4,4,41.0,7.8,17.5,0.443,0.8,3.0,0.25,7.0,14.5,0.483,0.464,9.3,11.8,0.787,4.5,9.0,13.5,3.8,1.0,1.0,1.5,3.8,25.5
9,Mario Bennett,SF,22,PHO,2,0,4.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,2.0
10,David Benoit,SF,27,UTA,14,5,18.5,2.4,5.0,0.471,1.0,2.0,0.5,1.4,3.0,0.452,0.571,0.5,0.6,0.778,0.4,2.2,2.6,0.5,0.1,0.2,1.0,1.2,6.2
11,Travis Best,PG,23,IND,5,0,16.8,2.2,4.4,0.5,0.2,1.2,0.167,2.0,3.2,0.625,0.523,1.2,1.4,0.857,0.6,1.6,2.2,1.8,1.2,0.0,2.0,2.0,5.8
12,Mookie Blaylock,PG,28,ATL,10,10,42.6,6.1,14.5,0.421,3.3,8.4,0.393,2.8,6.1,0.459,0.534,1.6,2.4,0.667,1.3,3.0,4.3,6.4,2.2,0.8,2.9,1.5,17.1
