,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Steven Adams,C,25,OKC,80,80,33.4,6.0,10.1,0.595,0.0,0.0,0.0,6.0,10.1,0.596,0.595,1.8,3.7,0.5,4.9,4.6,9.5,1.6,1.5,1.0,1.7,2.6,13.9
1,LaMarcus Aldridge,C,33,SAS,81,81,33.2,8.4,16.3,0.519,0.1,0.5,0.238,8.3,15.8,0.528,0.522,4.3,5.1,0.847,3.1,6.1,9.2,2.4,0.5,1.3,1.8,2.2,21.3
2,Grayson Allen,SG,23,UTA,38,2,10.9,1.8,4.7,0.376,0.8,2.6,0.323,0.9,2.1,0.443,0.466,1.2,1.6,0.75,0.1,0.5,0.6,0.7,0.2,0.2,0.9,1.2,5.6
3,Jarrett Allen,C,20,BRK,80,80,26.2,4.2,7.1,0.59,0.1,0.6,0.133,4.1,6.5,0.629,0.595,2.5,3.5,0.709,2.4,6.0,8.4,1.4,0.5,1.5,1.3,2.3,10.9
4,Al-Farouq Aminu,PF,28,POR,81,81,28.3,3.2,7.3,0.433,1.2,3.5,0.343,2.0,3.9,0.514,0.514,1.9,2.1,0.867,1.4,6.1,7.5,1.3,0.8,0.4,0.9,1.8,9.4
5,Giannis Antetokounmpo,PF,24,MIL,72,72,32.8,10.0,17.3,0.578,0.7,2.8,0.256,9.3,14.5,0.641,0.599,6.9,9.5,0.729,2.2,10.3,12.5,5.9,1.3,1.5,3.7,3.2,27.7
6,D.J. Augustin,PG,31,ORL,81,81,28.0,3.9,8.4,0.47,1.6,3.8,0.421,2.3,4.5,0.511,0.566,2.2,2.6,0.866,0.5,2.0,2.5,5.3,0.6,0.0,1.6,1.4,11.7
7,Will Barton,SF,28,DEN,43,38,27.7,4.3,10.7,0.402,1.6,4.6,0.342,2.7,6.1,0.447,0.475,1.3,1.7,0.77,0.7,3.9,4.6,2.9,0.4,0.5,1.5,1.9,11.5
8,Aron Baynes,C,32,BOS,51,18,16.1,2.1,4.4,0.471,0.4,1.2,0.344,1.6,3.2,0.519,0.518,1.0,1.2,0.855,1.7,3.0,4.7,1.1,0.2,0.7,0.8,2.5,5.6
9,Malik Beasley,SG,22,DEN,81,18,23.2,4.3,9.1,0.474,2.0,5.0,0.402,2.3,4.1,0.56,0.584,0.7,0.8,0.848,0.4,2.0,2.5,1.2,0.7,0.1,0.7,1.4,11.3
