,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Steven Adams,C,20,OKC,18,0,18.4,1.7,2.5,0.689,0.0,0.0,0.0,1.7,2.5,0.689,0.689,0.4,1.3,0.348,1.2,2.9,4.1,0.2,0.1,1.3,0.6,2.7,3.9
1,LaMarcus Aldridge,PF,28,POR,11,11,40.1,10.3,22.7,0.452,0.2,0.3,0.667,10.1,22.5,0.449,0.456,5.5,6.8,0.8,2.7,7.9,10.6,1.5,0.6,1.6,1.7,3.6,26.2
2,Lavoy Allen,PF,24,IND,4,0,3.8,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,1.0
3,Ray Allen*,SG,38,MIA,20,1,26.4,3.0,7.2,0.413,1.7,4.3,0.388,1.3,2.9,0.448,0.528,1.7,1.9,0.919,0.7,2.7,3.4,1.6,0.7,0.2,1.2,2.1,9.3
4,Tony Allen,SG,32,MEM,7,1,32.9,5.0,10.3,0.486,0.0,1.0,0.0,5.0,9.3,0.538,0.486,2.3,3.0,0.762,3.3,4.4,7.7,1.4,1.7,0.1,1.7,3.3,12.3
5,Chris Andersen,C,35,MIA,18,0,17.6,1.8,3.2,0.579,0.0,0.1,0.0,1.8,3.1,0.589,0.579,1.4,2.1,0.684,1.4,4.5,5.9,0.3,0.3,1.0,0.5,1.9,5.1
6,Alan Anderson,SF,31,BRK,12,2,21.8,2.1,5.2,0.403,0.8,2.6,0.29,1.3,2.6,0.516,0.476,1.0,1.5,0.667,0.8,1.8,2.7,1.3,0.8,0.0,0.8,2.7,5.9
7,Pero Antić,C,31,ATL,7,7,24.3,1.0,6.0,0.167,0.4,3.6,0.12,0.6,2.4,0.235,0.202,0.7,1.1,0.625,1.4,2.4,3.9,0.7,0.7,0.4,1.1,3.7,3.1
8,Trevor Ariza,SF,28,WAS,11,11,37.0,4.7,9.8,0.481,2.3,5.1,0.446,2.5,4.7,0.519,0.597,1.9,2.5,0.778,1.9,7.0,8.9,1.7,1.5,0.4,1.3,2.4,13.6
9,Hilton Armstrong,C,29,GSW,7,0,2.4,0.6,1.1,0.5,0.0,0.1,0.0,0.6,1.0,0.571,0.5,0.0,0.3,0.0,0.4,0.1,0.6,0.3,0.0,0.3,0.6,0.9,1.1
10,Ömer Aşık,C,27,HOU,6,4,27.2,2.7,5.5,0.485,0.0,0.0,0.0,2.7,5.5,0.485,0.485,0.5,0.5,1.0,3.5,4.7,8.2,0.7,0.5,0.7,1.8,4.8,5.8
11,D.J. Augustin,PG,26,CHI,5,0,28.2,4.2,14.4,0.292,1.4,5.2,0.269,2.8,9.2,0.304,0.34,3.4,3.8,0.895,0.8,0.8,1.6,4.8,0.6,0.0,1.8,3.2,13.2
12,Jeff Ayres,PF,26,SAS,17,0,3.8,0.4,0.8,0.462,0.0,0.0,0.0,0.4,0.8,0.462,0.462,0.3,0.5,0.625,0.4,0.8,1.1,0.3,0.0,0.0,0.1,0.4,1.0
13,Harrison Barnes,SF,21,GSW,7,0,22.3,2.7,6.9,0.396,1.1,3.0,0.381,1.6,3.9,0.407,0.479,1.3,2.3,0.563,1.0,3.0,4.0,1.1,0.1,0.4,0.7,1.9,7.9
14,Matt Barnes,SF,33,LAC,13,13,31.1,3.5,8.2,0.421,1.5,4.6,0.317,2.0,3.6,0.553,0.509,1.0,1.5,0.684,1.7,2.8,4.5,1.8,0.9,0.2,1.3,3.2,9.4
15,Will Barton,SG,23,POR,7,0,11.6,2.4,4.9,0.5,0.9,1.6,0.545,1.6,3.3,0.478,0.588,0.7,0.9,0.833,0.7,1.0,1.7,0.4,0.1,0.3,0.9,1.0,6.4
16,Shane Battier,SF,35,MIA,16,6,12.6,0.8,1.6,0.462,0.6,1.3,0.45,0.2,0.4,0.5,0.635,0.3,0.3,0.8,0.1,0.6,0.6,0.3,0.3,0.1,0.3,1.4,2.3
17,Nicolas Batum,SF,25,POR,11,11,41.7,6.1,12.9,0.472,1.9,5.5,0.35,4.2,7.5,0.561,0.546,1.1,1.4,0.8,0.9,6.7,7.6,4.8,1.3,0.5,2.5,1.9,15.2
18,Aron Baynes,C,27,SAS,14,0,7.2,0.9,1.7,0.5,0.0,0.1,0.0,0.9,1.6,0.522,0.5,0.6,0.7,0.8,0.9,1.4,2.2,0.0,0.2,0.0,0.5,1.1,2.3
19,Bradley Beal,SG,20,WAS,11,11,41.6,6.8,16.1,0.424,2.0,4.8,0.415,4.8,11.3,0.427,0.486,3.5,4.5,0.796,1.4,3.6,5.0,4.5,1.6,0.6,2.1,2.8,19.2
20,Michael Beasley,SF,25,MIA,4,0,5.8,1.3,2.5,0.5,0.0,0.0,0.0,1.3,2.5,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1.0,0.5,0.0,0.0,0.3,0.8,2.8
21,Marco Belinelli,SF,27,SAS,23,0,15.5,1.9,4.3,0.444,0.7,1.7,0.421,1.2,2.7,0.459,0.525,0.9,1.0,0.955,0.2,2.1,2.3,0.8,0.1,0.0,0.5,1.0,5.4
22,Patrick Beverley,PG,25,HOU,6,6,33.7,3.2,8.3,0.38,1.2,3.7,0.318,2.0,4.7,0.429,0.45,1.2,1.7,0.7,2.2,2.0,4.2,1.8,0.5,0.3,0.7,3.5,8.7
23,Bismack Biyombo,C,21,CHA,3,1,16.0,1.0,1.7,0.6,0.0,0.0,0.0,1.0,1.7,0.6,0.6,0.7,2.0,0.333,1.7,2.0,3.7,0.3,0.0,0.7,0.0,1.3,2.7
24,DeJuan Blair,PF,24,DAL,6,0,13.5,2.7,4.5,0.593,0.0,0.0,0.0,2.7,4.5,0.593,0.593,1.3,2.2,0.615,2.3,3.8,6.2,0.2,2.0,0.0,0.8,2.3,6.7
25,Steve Blake,PG,33,GSW,6,0,7.5,0.7,2.0,0.333,0.5,1.7,0.3,0.2,0.3,0.5,0.458,0.0,0.2,0.0,0.2,0.5,0.7,0.3,0.0,0.0,0.3,0.3,1.8
26,Andray Blatche,PF,27,BRK,12,0,14.3,2.2,4.8,0.448,0.0,0.2,0.0,2.2,4.7,0.464,0.448,2.1,2.5,0.833,2.1,2.9,5.0,0.3,0.5,0.2,0.8,1.8,6.4
27,Matt Bonner,PF,33,SAS,22,2,6.2,0.5,1.0,0.476,0.2,0.5,0.333,0.3,0.4,0.667,0.571,0.1,0.2,0.75,0.1,0.5,0.6,0.5,0.1,0.0,0.1,0.5,1.2
28,Trevor Booker,PF,26,WAS,9,1,16.2,1.4,3.2,0.448,0.0,0.2,0.0,1.4,3.0,0.481,0.448,0.4,0.7,0.667,1.8,2.6,4.3,0.9,0.2,1.0,0.3,2.8,3.3
29,Carlos Boozer,PF,32,CHI,5,5,24.2,4.0,9.4,0.426,0.0,0.0,0.0,4.0,9.4,0.426,0.426,1.6,1.8,0.889,1.6,6.2,7.8,1.0,0.2,0.0,1.4,2.6,9.6
30,Chris Bosh*,C,29,MIA,20,20,34.3,5.8,11.5,0.507,1.5,3.7,0.405,4.3,7.8,0.555,0.572,1.8,2.4,0.75,1.2,4.4,5.6,1.1,0.9,1.0,0.7,2.6,14.9
31,Elton Brand,C,34,ATL,7,0,11.6,0.3,1.7,0.167,0.0,0.0,0.0,0.3,1.7,0.167,0.167,0.6,0.7,0.8,1.0,2.3,3.3,0.9,0.1,0.9,0.0,1.4,1.1
32,Reggie Bullock,SF,22,LAC,2,0,2.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
33,Caron Butler,SF,33,OKC,18,2,23.3,1.9,6.0,0.324,1.2,3.3,0.356,0.8,2.7,0.286,0.421,1.2,1.6,0.786,0.6,2.6,3.2,0.8,0.3,0.1,0.6,1.8,6.3
34,Jimmy Butler,SG,24,CHI,5,5,43.6,4.4,11.4,0.386,1.2,4.0,0.3,3.2,7.4,0.432,0.439,3.6,4.6,0.783,1.2,4.0,5.2,2.2,1.2,0.0,0.6,2.6,13.6
35,Rasual Butler,SG,34,IND,11,0,6.4,0.5,1.4,0.4,0.5,1.1,0.417,0.1,0.3,0.333,0.567,0.2,0.2,1.0,0.0,0.5,0.5,0.1,0.1,0.1,0.1,0.3,1.7
36,José Calderón,PG,32,DAL,7,7,27.3,4.3,9.3,0.462,1.6,3.3,0.478,2.7,6.0,0.452,0.546,0.1,0.1,1.0,0.3,1.0,1.3,4.4,0.1,0.0,1.0,2.3,10.3
37,DeMarre Carroll,SF,27,ATL,7,7,35.1,3.3,7.0,0.469,1.3,3.1,0.409,2.0,3.9,0.519,0.561,1.0,1.6,0.636,1.7,3.1,4.9,1.6,0.7,0.4,1.1,3.0,8.9
38,Vince Carter,SG,37,DAL,7,0,27.1,4.4,9.7,0.456,2.1,4.4,0.484,2.3,5.3,0.432,0.566,1.6,2.0,0.786,1.0,2.6,3.6,2.4,0.4,0.3,0.9,1.7,12.6
39,Mario Chalmers,PG,27,MIA,20,19,26.8,2.4,5.6,0.423,0.8,2.2,0.349,1.6,3.4,0.471,0.491,1.0,1.3,0.76,0.1,2.2,2.3,3.6,1.0,0.3,1.5,2.4,6.4
40,Victor Claver,SF,25,POR,2,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.5,0.0,0.0
41,Norris Cole,PG,25,MIA,20,0,20.2,1.6,3.9,0.41,0.8,2.0,0.375,0.9,1.9,0.447,0.506,0.7,0.8,0.867,0.1,1.1,1.1,1.8,0.5,0.1,1.0,1.7,4.6
42,Darren Collison,PG,26,LAC,13,0,19.2,2.7,6.9,0.389,0.1,0.9,0.083,2.6,6.0,0.436,0.394,3.0,3.5,0.867,0.8,1.3,2.1,2.4,0.5,0.1,0.9,1.3,8.5
43,Nick Collison,PF,33,OKC,17,2,10.8,0.7,1.7,0.414,0.1,0.3,0.4,0.6,1.4,0.417,0.448,0.4,0.6,0.7,0.7,1.5,2.2,0.8,0.2,0.4,0.4,1.6,1.9
44,Mike Conley,PG,26,MEM,7,7,38.1,6.3,14.6,0.431,0.4,3.9,0.111,5.9,10.7,0.547,0.446,2.9,3.7,0.769,0.7,3.9,4.6,7.9,2.0,0.1,2.1,2.0,15.9
45,Chris Copeland,SF,29,IND,12,0,6.8,1.0,2.3,0.429,0.5,1.3,0.375,0.5,1.0,0.5,0.536,0.5,0.8,0.667,0.1,0.3,0.4,0.1,0.3,0.3,0.4,1.1,3.0
46,Jamal Crawford,SG,33,LAC,13,0,24.1,5.2,13.2,0.398,2.1,6.1,0.342,3.2,7.1,0.446,0.477,3.0,3.4,0.886,0.4,1.1,1.5,2.0,0.9,0.2,1.2,1.8,15.5
47,Jordan Crawford,SG,25,GSW,6,0,9.5,2.0,5.5,0.364,0.3,1.2,0.286,1.7,4.3,0.385,0.394,1.8,2.3,0.786,0.7,0.8,1.5,0.3,0.2,0.0,0.8,1.2,6.2
48,Jae Crowder,SF,23,DAL,7,0,11.6,1.1,2.6,0.444,0.4,1.0,0.429,0.7,1.6,0.455,0.528,0.0,0.0,0.0,0.6,1.1,1.7,0.3,0.3,0.1,0.4,1.9,2.7
49,Stephen Curry,PG,25,GSW,7,7,42.3,7.3,16.6,0.44,3.1,8.1,0.386,4.1,8.4,0.492,0.534,5.3,6.0,0.881,0.6,3.0,3.6,8.4,1.7,0.1,3.7,2.6,23.0
50,Samuel Dalembert,C,32,DAL,7,7,19.3,1.6,3.4,0.458,0.0,0.0,0.0,1.6,3.4,0.458,0.458,1.4,2.1,0.667,3.3,5.1,8.4,0.0,0.3,1.4,0.6,2.1,4.6
51,Troy Daniels,SG,22,HOU,4,0,17.0,2.3,4.3,0.529,2.0,3.8,0.533,0.3,0.5,0.5,0.765,1.3,1.3,1.0,0.8,1.5,2.3,0.3,0.5,0.0,0.5,2.5,7.8
52,Ed Davis,PF,24,MEM,7,0,3.6,0.4,1.4,0.3,0.0,0.0,0.0,0.4,1.4,0.3,0.3,0.0,0.1,0.0,1.1,1.0,2.1,0.0,0.1,0.4,0.3,0.3,0.9
53,Glen Davis,PF,28,LAC,13,0,12.2,1.9,3.2,0.61,0.0,0.0,0.0,1.9,3.2,0.61,0.61,0.0,0.0,0.0,1.1,1.7,2.8,0.7,0.2,0.2,0.5,1.8,3.8
54,Austin Daye,SF,25,SAS,1,0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Nando De Colo,SF,26,TOR,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
56,DeMar DeRozan,SG,24,TOR,7,7,40.3,6.4,16.7,0.385,0.9,2.6,0.333,5.6,14.1,0.394,0.41,10.1,11.3,0.899,0.4,3.7,4.1,3.6,1.1,0.3,2.6,3.3,23.9
57,Boris Diaw,PF,31,SAS,23,3,26.3,3.5,7.0,0.5,0.8,2.0,0.4,2.7,5.0,0.539,0.556,1.4,2.1,0.688,1.1,3.7,4.8,3.4,0.6,0.1,1.3,1.9,9.2
58,Toney Douglas,PG,27,MIA,10,0,2.9,0.3,0.9,0.333,0.3,0.6,0.5,0.0,0.3,0.0,0.5,0.1,0.2,0.5,0.1,0.3,0.4,0.5,0.0,0.0,0.1,0.3,1.0
59,Chris Douglas-Roberts,SF,27,CHA,4,0,17.5,2.8,4.0,0.688,1.0,2.0,0.5,1.8,2.0,0.875,0.813,3.0,3.5,0.857,0.5,1.5,2.0,0.5,0.0,0.0,1.0,2.8,9.5
60,Jared Dudley,SF,28,LAC,7,0,6.4,0.4,1.6,0.273,0.4,0.9,0.5,0.0,0.7,0.0,0.409,0.0,0.0,0.0,0.0,0.9,0.9,0.3,0.1,0.0,0.0,0.7,1.3
61,Tim Duncan*,C,37,SAS,23,23,32.7,6.5,12.4,0.523,0.0,0.1,0.0,6.5,12.3,0.527,0.523,3.3,4.3,0.76,2.8,6.3,9.2,2.0,0.3,1.3,1.1,2.3,16.3
62,Mike Dunleavy,SF,33,CHI,5,5,32.6,5.0,10.6,0.472,2.4,5.2,0.462,2.6,5.4,0.481,0.585,0.8,1.2,0.667,1.0,2.6,3.6,2.4,0.6,0.2,1.0,1.4,13.2
63,Kevin Durant,SF,25,OKC,19,19,42.9,10.2,22.2,0.46,2.3,6.6,0.344,7.9,15.6,0.508,0.511,6.9,8.6,0.81,1.3,7.6,8.9,3.9,1.0,1.3,3.8,2.2,29.6
64,Wayne Ellington,SG,26,DAL,2,0,7.0,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,4.0
65,Monta Ellis,SG,28,DAL,7,7,35.6,7.4,18.1,0.409,1.7,4.9,0.353,5.7,13.3,0.43,0.457,3.9,4.4,0.871,0.9,1.6,2.4,2.9,1.3,0.1,2.1,2.7,20.4
66,Landry Fields,SF,25,TOR,3,0,8.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.7,2.3,0.3,1.3,0.3,0.3,0.7,0.0
67,Derek Fisher,SG,39,OKC,19,0,15.7,1.2,3.8,0.315,0.6,2.2,0.293,0.6,1.7,0.344,0.397,0.8,0.8,1.0,0.3,1.4,1.7,0.8,0.7,0.0,0.3,1.4,3.8
68,Jamaal Franklin,SG,22,MEM,2,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5
69,Joel Freeland,C,26,POR,9,0,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.5,0.4,0.4,0.9,0.1,0.1,0.1,0.4,0.8,0.1
70,Francisco García,SF,32,HOU,2,0,11.0,1.0,3.0,0.333,0.0,1.5,0.0,1.0,1.5,0.667,0.333,1.5,2.0,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.5,3.5
71,Kevin Garnett*,C,37,BRK,12,12,20.8,2.8,5.3,0.524,0.0,0.2,0.0,2.8,5.1,0.541,0.524,1.4,1.9,0.739,1.6,4.8,6.3,1.3,0.8,0.4,1.1,2.1,6.9
72,Marc Gasol,C,29,MEM,7,7,42.7,6.7,16.6,0.405,0.0,0.1,0.0,6.7,16.4,0.409,0.405,3.9,4.9,0.794,1.9,5.9,7.7,4.4,1.7,0.9,1.7,3.9,17.3
73,Paul George,SF,23,IND,19,19,41.1,7.3,16.6,0.438,2.7,6.8,0.403,4.5,9.8,0.462,0.521,5.3,6.7,0.789,0.7,6.9,7.6,3.8,2.2,0.4,2.6,2.9,22.6
74,Taj Gibson,PF,28,CHI,5,0,30.8,6.4,11.4,0.561,0.0,0.0,0.0,6.4,11.4,0.561,0.561,5.4,7.2,0.75,4.2,2.0,6.2,0.4,0.4,2.4,1.6,2.4,18.2
75,Manu Ginóbili*,SG,36,SAS,23,0,25.5,4.5,10.3,0.439,1.8,4.6,0.39,2.7,5.7,0.477,0.525,3.5,4.1,0.862,0.4,2.9,3.3,4.1,1.6,0.1,2.3,2.6,14.3
76,Drew Gooden,C,32,WAS,10,0,14.6,1.4,3.8,0.368,0.0,0.4,0.0,1.4,3.4,0.412,0.368,0.6,0.8,0.75,2.0,2.2,4.2,0.4,0.3,0.4,0.4,3.0,3.4
77,Marcin Gortat,C,29,WAS,11,11,34.7,5.3,10.7,0.492,0.0,0.0,0.0,5.3,10.7,0.492,0.492,2.5,3.7,0.659,3.3,6.6,9.9,1.5,0.5,1.3,1.8,2.0,13.0
78,Danny Granger,SF,30,LAC,13,0,10.3,0.8,3.1,0.275,0.4,1.7,0.227,0.5,1.4,0.333,0.338,0.5,0.7,0.778,0.2,1.4,1.5,0.2,0.5,0.1,0.2,1.8,2.6
79,Danny Green,SG,26,SAS,23,23,23.0,3.4,6.9,0.491,2.1,4.4,0.475,1.3,2.5,0.517,0.642,0.4,0.5,0.818,0.4,2.6,3.0,0.9,1.4,0.7,0.9,2.2,9.3
