,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tariq Abdul-Wahad,SG,24,SAC,49,49,24.6,3.6,8.3,0.435,0.1,0.4,0.286,3.5,7.9,0.443,0.442,1.9,2.8,0.691,1.5,2.3,3.8,1.0,1.0,0.3,1.4,2.5,9.3
1,Ray Allen*,SG,23,MIL,50,50,34.4,6.1,13.5,0.45,1.5,4.2,0.356,4.6,9.3,0.492,0.505,3.5,3.9,0.903,1.1,3.1,4.2,3.6,1.1,0.1,2.4,2.3,17.1
2,Nick Anderson,SF,31,ORL,47,39,33.6,5.4,13.6,0.395,2.0,5.9,0.347,3.3,7.7,0.433,0.47,2.1,3.4,0.611,1.1,4.8,5.9,1.9,1.4,0.3,1.8,1.5,14.9
3,Shandon Anderson,SG,25,UTA,50,2,21.4,3.2,7.3,0.446,0.3,0.8,0.341,3.0,6.4,0.46,0.466,1.8,2.5,0.712,1.0,1.7,2.6,1.1,0.8,0.2,1.3,1.8,8.5
4,Greg Anthony,PG,31,POR,50,0,16.1,2.1,5.0,0.414,1.0,2.5,0.392,1.1,2.5,0.437,0.512,1.2,1.8,0.697,0.3,1.0,1.3,2.0,1.3,0.1,1.1,1.5,6.4
5,B.J. Armstrong,PG,31,TOT,32,1,11.2,1.3,2.8,0.455,0.2,0.5,0.467,1.0,2.3,0.452,0.494,0.6,0.7,0.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3
6,Darrell Armstrong,PG,30,ORL,50,15,30.0,4.6,10.4,0.441,1.4,3.8,0.365,3.2,6.7,0.483,0.507,3.2,3.6,0.904,1.1,2.5,3.6,6.7,2.2,0.1,3.2,1.8,13.8
7,Keith Askins,SF,31,MIA,33,13,12.6,0.6,1.9,0.323,0.2,0.9,0.276,0.4,1.0,0.364,0.387,0.2,0.2,0.625,0.3,1.0,1.3,0.3,0.5,0.1,0.4,1.8,1.6
8,Stacey Augmon,SF,30,POR,48,21,18.2,1.6,3.6,0.448,0.0,0.0,0.0,1.6,3.6,0.453,0.448,1.1,1.6,0.684,1.0,1.6,2.6,1.2,1.2,0.4,0.6,1.7,4.3
9,Isaac Austin,C,29,ORL,49,49,25.7,3.8,9.2,0.408,0.0,0.1,0.286,3.7,9.1,0.41,0.411,2.1,3.2,0.669,1.7,3.1,4.8,1.8,1.0,0.7,2.3,2.6,9.7
10,Thurl Bailey,PF,37,UTA,43,0,12.6,1.8,4.1,0.446,0.0,0.0,0.0,1.8,4.0,0.451,0.446,0.6,0.8,0.735,0.8,1.3,2.2,0.6,0.2,0.7,0.6,1.8,4.2
11,Charles Barkley*,PF,35,HOU,42,40,36.3,5.7,12.0,0.478,0.1,0.6,0.16,5.6,11.4,0.495,0.482,4.6,6.4,0.719,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1
12,Jon Barry,SG,29,SAC,43,0,17.1,1.4,3.2,0.428,0.6,1.8,0.304,0.8,1.4,0.593,0.514,1.7,2.0,0.845,0.6,1.7,2.2,2.6,1.2,0.1,1.1,1.4,5.0
13,Travis Best,PG,26,IND,49,0,21.3,2.6,6.2,0.416,0.4,1.2,0.373,2.1,5.0,0.427,0.452,1.4,1.7,0.843,0.4,1.2,1.6,3.4,0.9,0.1,1.3,2.3,7.1
14,Mookie Blaylock,PG,31,ATL,48,48,36.7,5.1,13.6,0.379,1.6,5.2,0.307,3.5,8.3,0.425,0.439,1.4,1.9,0.758,0.9,3.7,4.7,5.8,2.1,0.2,2.4,1.3,13.3
15,Terrell Brandon,PG,28,TOT,36,34,33.8,5.9,14.1,0.418,0.3,1.3,0.255,5.6,12.8,0.435,0.43,1.8,2.2,0.833,0.8,3.0,3.7,8.6,1.8,0.3,2.1,2.3,13.9
16,Gerald Brown,SG,23,PHO,33,0,7.2,1.0,2.7,0.371,0.1,0.3,0.3,0.9,2.4,0.38,0.388,0.3,0.4,0.786,0.2,0.5,0.7,0.9,0.2,0.0,0.7,0.6,2.4
17,P.J. Brown,PF,29,MIA,50,50,32.2,4.6,9.5,0.48,0.0,0.0,0.0,4.6,9.5,0.48,0.48,2.3,2.9,0.774,2.3,4.6,6.9,1.3,0.9,1.0,1.4,3.3,11.4
18,Rick Brunson,PG,26,NYK,17,0,5.6,0.4,1.2,0.286,0.0,0.3,0.0,0.4,0.9,0.375,0.286,0.3,1.1,0.278,0.2,0.4,0.6,1.1,0.5,0.0,0.7,0.5,1.0
19,Kobe Bryant*,SG,20,LAL,50,50,37.9,7.2,15.6,0.465,0.5,2.0,0.267,6.7,13.6,0.494,0.482,4.9,5.8,0.839,1.1,4.2,5.3,3.8,1.4,1.0,3.1,3.1,19.9
20,Jud Buechler,SF,30,DET,50,0,21.1,2.0,4.8,0.417,1.2,3.0,0.412,0.8,1.8,0.424,0.544,0.3,0.4,0.722,0.6,2.1,2.7,1.1,0.7,0.3,0.4,1.7,5.5
