,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,34,LAL,76,76,35.2,9.9,17.1,0.579,0.0,0.0,0.0,9.9,17.1,0.58,0.579,4.1,5.8,0.706,2.3,6.4,8.7,3.0,0.8,2.7,3.0,2.9,23.9
1,Alvan Adams,C,27,PHO,79,75,30.3,6.4,13.0,0.494,0.0,0.0,0.0,6.4,13.0,0.494,0.494,2.3,2.9,0.781,1.7,5.7,7.4,4.5,1.4,1.0,2.5,3.4,15.1
2,Danny Ainge,SG,22,BOS,53,1,10.6,1.5,4.2,0.357,0.1,0.3,0.294,1.4,3.8,0.363,0.369,1.1,1.2,0.862,0.5,0.6,1.1,1.6,0.7,0.1,1.0,1.6,4.1
3,Tiny Archibald*,PG,33,BOS,68,51,31.9,4.5,9.6,0.472,0.1,0.2,0.375,4.4,9.4,0.475,0.477,3.5,4.6,0.747,0.4,1.3,1.7,8.0,0.8,0.0,2.6,1.9,12.6
4,James Bailey,PF,24,TOT,77,0,19.1,3.4,6.6,0.517,0.0,0.0,0.0,3.4,6.6,0.517,0.517,1.8,2.9,0.612,1.6,3.4,5.1,0.8,0.5,1.1,1.8,3.5,8.6
5,Greg Ballard,SF,27,WSB,79,79,37.3,7.9,16.5,0.475,0.1,0.3,0.409,7.7,16.3,0.476,0.479,3.0,3.6,0.83,1.7,6.3,8.0,3.2,1.7,0.3,1.5,2.6,18.8
6,Gene Banks,SF,22,SAS,80,4,21.3,3.9,8.2,0.477,0.0,0.1,0.0,3.9,8.1,0.483,0.477,1.8,2.7,0.684,2.0,3.2,5.1,1.8,0.7,0.2,1.3,2.5,9.6
7,Mike Bantom,SF,30,TOT,82,38,24.6,4.1,8.7,0.469,0.0,0.1,0.333,4.0,8.6,0.47,0.471,2.0,3.3,0.629,2.1,3.2,5.4,1.4,0.8,0.7,1.8,3.3,10.2
8,Larry Bird*,PF,25,BOS,77,58,38.0,9.2,18.4,0.503,0.1,0.7,0.212,9.1,17.7,0.514,0.507,4.3,4.9,0.863,2.6,8.3,10.9,5.8,1.9,0.9,3.3,3.2,22.9
9,Charles Bradley,SG,22,BOS,51,1,6.6,1.1,2.4,0.451,0.0,0.0,0.0,1.1,2.4,0.455,0.451,0.8,1.2,0.677,0.2,0.5,0.7,0.4,0.3,0.1,0.7,1.2,3.0
10,Dudley Bradley,SG,24,PHO,64,3,14.6,2.0,4.4,0.445,0.0,0.1,0.25,1.9,4.3,0.448,0.447,1.2,1.6,0.74,0.5,0.9,1.4,1.3,1.2,0.2,1.1,1.8,5.1
11,Mike Bratz,PG,26,SAS,81,3,20.0,2.8,7.0,0.407,0.6,1.7,0.333,2.3,5.3,0.431,0.448,1.5,1.9,0.783,0.5,1.6,2.0,5.4,0.8,0.1,1.7,2.3,7.7
12,Jim Brewer,PF,30,LAL,71,9,13.6,1.1,2.5,0.463,0.0,0.1,0.167,1.1,2.4,0.473,0.466,0.1,0.3,0.368,1.5,2.2,3.7,0.6,0.5,0.6,0.5,1.8,2.4
13,Fred Brown,SG,33,SEA,82,2,21.8,4.8,10.5,0.455,0.3,0.9,0.325,4.5,9.6,0.468,0.47,1.4,1.6,0.86,0.5,1.2,1.7,2.9,0.8,0.0,1.2,1.4,11.2
14,M.L. Carr,SF,31,BOS,56,27,23.1,3.3,7.3,0.45,0.1,0.3,0.294,3.2,7.0,0.457,0.456,1.5,2.1,0.707,1.0,1.7,2.7,2.3,1.2,0.4,1.1,2.4,8.1
15,Harvey Catchings,PF,30,MIL,80,9,20.0,1.2,2.8,0.42,0.0,0.0,0.0,1.2,2.8,0.42,0.42,0.5,0.9,0.594,1.6,2.8,4.5,1.2,0.5,1.7,1.2,3.0,2.9
16,Maurice Cheeks*,PG,25,PHI,79,79,31.6,4.5,8.6,0.521,0.1,0.3,0.273,4.4,8.3,0.529,0.525,2.2,2.8,0.777,0.6,2.5,3.1,8.4,2.6,0.4,2.3,3.1,11.2
17,Jim Chones,C,32,WSB,59,13,14.7,1.3,2.9,0.433,0.0,0.0,0.0,1.3,2.9,0.433,0.433,0.6,0.8,0.783,0.7,2.5,3.1,1.1,0.3,0.5,0.7,1.9,3.1
18,Don Collins,SG,23,WSB,79,18,20.4,4.2,8.3,0.511,0.0,0.2,0.083,4.2,8.1,0.52,0.512,1.5,2.1,0.716,1.3,1.2,2.5,1.9,1.1,0.3,1.7,2.5,10.0
19,Darwin Cook,PG,23,NJN,82,17,25.5,4.7,9.8,0.482,0.1,0.4,0.226,4.6,9.4,0.492,0.486,1.4,2.0,0.728,0.6,1.3,1.9,3.9,1.8,0.3,2.1,2.4,11.0
20,Jeff Cook,PF,25,PHO,76,22,17.1,2.0,4.7,0.422,0.0,0.0,0.0,2.0,4.7,0.424,0.422,1.2,1.8,0.664,1.5,2.5,4.0,1.3,0.5,0.3,1.1,2.3,5.1
21,Michael Cooper,SG,25,LAL,76,14,28.9,5.0,9.8,0.517,0.0,0.2,0.118,5.0,9.5,0.526,0.518,1.8,2.3,0.813,1.1,2.4,3.5,3.0,1.6,0.8,2.0,2.8,11.9
22,Dave Corzine,C,25,SAS,82,21,26.7,4.1,7.9,0.519,0.0,0.0,0.25,4.1,7.9,0.52,0.519,1.9,2.6,0.746,2.6,5.1,7.7,1.6,0.4,1.5,1.7,2.9,10.1
23,Pat Cummings,PF,25,MIL,78,7,14.5,2.8,5.5,0.509,0.0,0.0,0.0,2.8,5.5,0.512,0.509,0.9,1.2,0.736,0.8,2.4,3.1,1.3,0.3,0.1,1.4,2.9,6.5
24,Earl Cureton,PF,24,PHI,66,8,14.5,2.3,4.6,0.487,0.0,0.0,0.0,2.3,4.6,0.49,0.487,0.8,1.4,0.543,1.4,2.7,4.1,0.5,0.5,0.4,0.7,2.2,5.3
25,Charles Davis,SF,23,WSB,54,10,10.6,1.6,3.4,0.478,0.0,0.0,0.0,1.6,3.4,0.484,0.478,0.6,0.7,0.811,1.0,1.5,2.5,0.6,0.2,0.2,0.8,1.6,3.8
26,Walter Davis,SF,27,PHO,55,12,21.5,6.4,12.2,0.523,0.1,0.3,0.188,6.3,11.9,0.531,0.525,1.7,2.0,0.82,0.4,1.5,1.9,2.9,0.8,0.1,2.0,1.9,14.4
27,Darryl Dawkins,C,25,PHI,48,36,23.4,4.3,7.6,0.564,0.0,0.0,0.0,4.3,7.6,0.567,0.564,2.4,3.4,0.695,1.4,4.9,6.4,1.1,0.4,1.1,2.0,4.0,11.0
28,James Donaldson,C,24,SEA,82,1,20.9,3.1,5.1,0.609,0.0,0.0,0.0,3.1,5.1,0.609,0.609,1.8,2.9,0.629,1.7,4.3,6.0,0.6,0.3,1.7,1.4,2.3,8.1
29,John Drew,SF,27,ATL,70,51,29.1,6.6,13.7,0.486,0.1,0.2,0.333,6.6,13.5,0.488,0.488,5.2,7.0,0.741,2.4,2.9,5.4,1.4,0.9,0.0,2.5,3.6,18.5
