,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
9,10.0,Houston Rockets,82,19830,0.429,13.5,,0.768,0.252,0.117,0.148,0.25,0.232,,0.447,0.573,0.379,0.404,0.378,0.369,,0.535,0.902,,0.035,192,,0.2,664,,0.274,0.398
10,11.0,Indiana Pacers*,82,19730,0.435,11.7,,0.833,0.299,0.17,0.126,0.238,0.167,,0.454,0.566,0.398,0.383,0.391,0.343,,0.491,0.838,,0.045,260,,0.238,768,,0.279,0.361
11,12.0,Los Angeles Clippers*,82,19805,0.435,11.9,,0.794,0.32,0.132,0.123,0.218,0.206,,0.458,0.553,0.415,0.364,0.396,0.347,,0.561,0.869,,0.044,263,,0.257,845,,0.251,0.353
12,13.0,Los Angeles Lakers*,82,19855,0.45,12.2,,0.795,0.317,0.126,0.12,0.233,0.205,,0.475,0.601,0.386,0.397,0.391,0.353,,0.541,0.829,,0.051,306,,0.247,874,,0.248,0.366
13,14.0,Memphis Grizzlies*,82,19855,0.436,11.9,,0.802,0.325,0.125,0.123,0.229,0.198,,0.461,0.564,0.394,0.416,0.377,0.334,,0.549,0.86,,0.047,259,,0.255,797,,0.273,0.332
14,15.0,Miami Heat*,82,19755,0.44,12.7,,0.792,0.277,0.134,0.118,0.262,0.208,,0.461,0.583,0.399,0.401,0.389,0.361,,0.511,0.773,,0.052,299,,0.204,670,,0.276,0.405
15,16.0,Milwaukee Bucks*,82,19855,0.466,12.1,,0.783,0.315,0.116,0.151,0.2,0.217,,0.497,0.62,0.46,0.411,0.388,0.354,,0.573,0.867,,0.053,317,,0.239,851,,0.306,0.349
16,17.0,Minnesota Timberwolves,82,19855,0.441,11.5,,0.81,0.334,0.137,0.118,0.22,0.19,,0.459,0.565,0.433,0.348,0.373,0.364,,0.498,0.799,,0.051,303,,0.264,848,,0.23,0.41
17,18.0,New Jersey Nets*,82,19780,0.439,12.5,,0.785,0.304,0.117,0.119,0.246,0.215,,0.464,0.578,0.389,0.366,0.405,0.348,,0.55,0.849,,0.041,237,,0.237,773,,0.241,0.363
18,19.0,New Orleans/Oklahoma City Hornets,82,19805,0.459,12.7,,0.764,0.29,0.13,0.107,0.237,0.236,,0.487,0.618,0.4,0.41,0.408,0.367,,0.479,0.85,,0.038,218,,0.232,833,,0.248,0.407
19,20.0,New York Knicks,82,19930,0.467,12.8,,0.765,0.296,0.114,0.123,0.233,0.235,,0.494,0.626,0.414,0.406,0.411,0.378,,0.531,0.83,,0.052,307,,0.22,786,,0.28,0.453
20,21.0,Orlando Magic,82,19905,0.454,12.3,,0.797,0.314,0.116,0.117,0.25,0.203,,0.478,0.601,0.402,0.393,0.399,0.357,,0.514,0.883,,0.053,307,,0.237,801,,0.298,0.396
21,22.0,Philadelphia 76ers,82,19905,0.463,12.0,,0.788,0.334,0.117,0.11,0.227,0.212,,0.493,0.597,0.413,0.391,0.431,0.351,,0.56,0.851,,0.052,326,,0.259,924,,0.276,0.37
22,23.0,Phoenix Suns*,82,19955,0.454,12.7,,0.801,0.287,0.131,0.118,0.265,0.199,,0.477,0.614,0.421,0.354,0.411,0.363,,0.421,0.771,,0.043,276,,0.222,912,,0.199,0.406
23,24.0,Portland Trail Blazers,82,19730,0.468,11.9,,0.798,0.325,0.135,0.101,0.237,0.202,,0.491,0.588,0.402,0.42,0.438,0.381,,0.52,0.841,,0.056,319,,0.241,818,,0.249,0.382
24,25.0,Sacramento Kings*,82,19830,0.454,12.4,,0.804,0.278,0.162,0.109,0.256,0.196,,0.479,0.63,0.398,0.395,0.401,0.351,,0.517,0.853,,0.047,296,,0.207,798,,0.299,0.411
25,26.0,San Antonio Spurs*,82,19805,0.433,10.9,,0.862,0.317,0.179,0.152,0.213,0.138,,0.449,0.572,0.357,0.384,0.388,0.339,,0.442,0.793,,0.036,202,,0.27,902,,0.258,0.358
26,27.0,Seattle SuperSonics,82,19830,0.485,12.1,,0.781,0.312,0.142,0.101,0.226,0.219,,0.516,0.655,0.416,0.414,0.434,0.375,,0.563,0.878,,0.056,346,,0.233,907,,0.278,0.448
27,28.0,Toronto Raptors,82,19955,0.491,11.8,,0.789,0.334,0.125,0.11,0.219,0.211,,0.522,0.643,0.417,0.435,0.441,0.373,,0.559,0.894,,0.06,363,,0.235,865,,0.3,0.445
28,29.0,Utah Jazz,82,19880,0.449,12.6,,0.787,0.296,0.131,0.105,0.254,0.213,,0.469,0.586,0.384,0.374,0.415,0.378,,0.49,0.845,,0.048,267,,0.226,715,,0.256,0.419
29,30.0,Washington Wizards*,82,19830,0.465,12.4,,0.787,0.282,0.171,0.113,0.221,0.213,,0.493,0.668,0.357,0.424,0.409,0.363,,0.534,0.848,,0.047,294,,0.222,892,,0.302,0.408
30,,League Average,82,19852,0.454,12.2,,0.798,0.309,0.133,0.119,0.236,0.202,,0.478,0.601,0.4,0.391,0.405,0.358,,0.523,0.851,,0.049,288,,0.239,836,,0.27,0.39
