,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
10,11.0,Houston Rockets*,82,19805,0.443,12.3,,0.731,0.298,0.167,0.092,0.174,0.269,,0.487,0.639,0.379,0.382,0.388,0.322,,0.501,0.836,,0.05,325,,0.237,959,,0.275,0.338
11,12.0,Indiana Pacers,82,19855,0.435,12.6,,0.747,0.27,0.163,0.113,0.202,0.253,,0.465,0.593,0.396,0.394,0.388,0.345,,0.48,0.849,,0.036,227,,0.219,821,,0.245,0.398
12,13.0,Los Angeles Clippers*,82,19730,0.442,13.0,,0.71,0.27,0.159,0.11,0.171,0.29,,0.481,0.622,0.39,0.366,0.414,0.349,,0.584,0.82,,0.05,307,,0.205,784,,0.228,0.371
13,14.0,Los Angeles Lakers,82,19930,0.466,12.2,,0.718,0.316,0.151,0.095,0.157,0.282,,0.507,0.647,0.397,0.392,0.402,0.363,,0.553,0.851,,0.057,355,,0.245,1001,,0.259,0.41
14,15.0,Memphis Grizzlies*,82,19905,0.442,12.8,,0.717,0.278,0.16,0.103,0.177,0.283,,0.478,0.622,0.382,0.412,0.376,0.351,,0.481,0.831,,0.047,289,,0.213,822,,0.256,0.39
15,16.0,Miami Heat,82,19730,0.454,12.5,,0.711,0.3,0.145,0.1,0.165,0.289,,0.495,0.628,0.413,0.401,0.383,0.353,,0.528,0.805,,0.054,317,,0.229,844,,0.278,0.384
16,17.0,Milwaukee Bucks*,82,19930,0.437,12.2,,0.705,0.326,0.138,0.094,0.147,0.295,,0.476,0.588,0.379,0.348,0.401,0.342,,0.546,0.898,,0.046,281,,0.255,929,,0.315,0.378
17,18.0,Minnesota Timberwolves,82,19805,0.487,12.2,,0.726,0.316,0.142,0.093,0.175,0.274,,0.531,0.688,0.426,0.41,0.4,0.367,,0.494,0.875,,0.058,369,,0.243,1065,,0.288,0.425
18,19.0,New Orleans Pelicans*,82,19780,0.456,11.5,,0.764,0.328,0.171,0.104,0.162,0.236,,0.494,0.634,0.379,0.402,0.389,0.335,,0.494,0.797,,0.05,314,,0.265,1050,,0.211,0.389
19,20.0,New York Knicks,82,19855,0.46,12.2,,0.723,0.304,0.163,0.094,0.162,0.277,,0.49,0.612,0.401,0.427,0.389,0.38,,0.499,0.886,,0.053,306,,0.238,871,,0.252,0.446
20,21.0,Oklahoma City Thunder,82,19830,0.44,12.1,,0.717,0.304,0.161,0.105,0.147,0.283,,0.479,0.608,0.372,0.397,0.387,0.343,,0.515,0.846,,0.052,310,,0.234,930,,0.259,0.34
21,22.0,Orlando Magic,82,19755,0.463,12.8,,0.724,0.289,0.142,0.11,0.183,0.276,,0.499,0.642,0.4,0.426,0.395,0.368,,0.548,0.865,,0.056,353,,0.217,849,,0.251,0.433
22,23.0,Philadelphia 76ers,82,19805,0.449,12.1,,0.723,0.308,0.16,0.093,0.162,0.277,,0.487,0.621,0.354,0.402,0.411,0.35,,0.574,0.868,,0.053,317,,0.235,912,,0.249,0.4
23,24.0,Phoenix Suns,82,19880,0.452,11.9,,0.742,0.305,0.178,0.096,0.163,0.258,,0.486,0.644,0.361,0.375,0.394,0.352,,0.491,0.788,,0.05,312,,0.236,1000,,0.231,0.414
24,25.0,Portland Trail Blazers*,82,19855,0.439,12.0,,0.782,0.28,0.174,0.127,0.201,0.218,,0.468,0.605,0.378,0.426,0.382,0.338,,0.476,0.817,,0.038,244,,0.223,911,,0.226,0.371
25,26.0,Sacramento Kings,82,19855,0.456,12.9,,0.71,0.245,0.195,0.093,0.178,0.29,,0.5,0.683,0.427,0.384,0.39,0.349,,0.521,0.833,,0.049,326,,0.192,872,,0.259,0.387
26,27.0,San Antonio Spurs*,82,19955,0.444,11.7,,0.774,0.297,0.18,0.122,0.175,0.226,,0.468,0.606,0.373,0.374,0.396,0.36,,0.501,0.812,,0.041,251,,0.248,952,,0.258,0.398
27,28.0,Toronto Raptors*,82,19855,0.459,12.2,,0.731,0.291,0.182,0.093,0.165,0.269,,0.501,0.637,0.4,0.441,0.405,0.346,,0.539,0.84,,0.051,309,,0.235,923,,0.254,0.372
28,29.0,Utah Jazz,82,19705,0.446,12.3,,0.746,0.261,0.197,0.096,0.193,0.254,,0.474,0.63,0.373,0.43,0.389,0.362,,0.471,0.823,,0.052,299,,0.199,754,,0.257,0.396
29,30.0,Washington Wizards*,82,19955,0.433,13.0,,0.725,0.261,0.161,0.111,0.192,0.275,,0.465,0.614,0.364,0.41,0.381,0.349,,0.487,0.77,,0.038,244,,0.212,796,,0.207,0.369
30,,League Average,82,19840,0.449,12.4,,0.732,0.29,0.164,0.103,0.175,0.268,,0.485,0.627,0.384,0.403,0.394,0.35,,0.52,0.843,,0.047,293,,0.228,903,,0.254,0.387
