,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Boston Celtics*,27.9,60.0,20.0,60,20,9.24,-0.98,8.25,92.1,85.1,7.0,130.8,0.298,,0.47,,0.423,,,0.217,,,,,,,Boston Garden,191855.0,
1,2.0,Philadelphia Warriors*,26.5,49.0,31.0,46,34,2.78,-0.14,2.63,94.5,92.4,2.1,131.1,0.359,,0.485,,0.439,,,0.247,,,,,,,Philadelphia Civic Center,,
2,3.0,Syracuse Nationals*,26.9,41.0,39.0,45,35,2.31,-0.07,2.24,93.4,91.6,1.8,128.8,0.325,,0.476,,0.418,,,0.253,,,,,,,Onondaga War Memorial,,
3,4.0,Los Angeles Lakers*,25.9,54.0,26.0,45,35,2.2,-0.4,1.8,95.0,93.3,1.7,123.3,0.39,,0.487,,0.427,,,0.286,,,,,,,Los Angeles Memorial Sports Arena,190321.0,
4,5.0,Cincinnati Royals*,25.0,43.0,37.0,44,36,1.76,-0.48,1.28,98.3,96.9,1.4,124.9,0.353,,0.506,,0.452,,,0.265,,,,,,,Cincinnati Gardens,,
5,6.0,Detroit Pistons*,26.0,37.0,43.0,36,44,-1.69,-0.03,-1.72,92.8,94.2,-1.4,124.1,0.376,,0.474,,0.415,,,0.274,,,,,,,Cobo Arena,,
6,7.0,St. Louis Hawks,27.4,29.0,51.0,32,48,-3.28,0.31,-2.96,95.2,97.8,-2.6,124.6,0.347,,0.487,,0.43,,,0.263,,,,,,,Kiel Auditorium,,
7,8.0,New York Knicks,26.0,29.0,51.0,29,51,-4.84,0.86,-3.98,91.2,95.0,-3.8,125.6,0.31,,0.465,,0.418,,,0.22,,,,,,,Madison Square Garden (III),,
8,9.0,Chicago Packers,25.8,18.0,62.0,21,59,-8.49,0.94,-7.54,90.0,96.9,-6.9,122.9,0.345,,0.458,,0.412,,,0.232,,,,,,,International Amphitheatre,,
9,,League Average,26.3,,,40,40,0.0,0.0,0.0,93.6,93.6,,126.2,0.344,,0.479,,0.426,,,0.25,,,,,,,,191088.0,
