,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Philadelphia Warriors*,80,,3917,8929,0.439,,,,3917,8929,0.439,2201,3207,0.686,,,5939,2073,,,,2013,10035
1,2.0,Cincinnati Royals*,80,,3806,8414,0.452,,,,3806,8414,0.452,2233,2969,0.752,,,5665,2154,,,,2081,9845
2,3.0,Boston Celtics*,80,,3855,9109,0.423,,,,3855,9109,0.423,1977,2715,0.728,,,6080,2049,,,,1909,9687
3,4.0,Syracuse Nationals*,80,,3706,8875,0.418,,,,3706,8875,0.418,2246,2880,0.78,,,5764,1791,,,,2344,9658
4,5.0,St. Louis Hawks,80,,3641,8461,0.43,,,,3641,8461,0.43,2226,2939,0.757,,,5557,1996,,,,2166,9508
5,6.0,Los Angeles Lakers*,80,,3552,8315,0.427,,,,3552,8315,0.427,2378,3240,0.734,,,5600,1878,,,,2057,9482
6,7.0,Detroit Pistons*,80,,3472,8366,0.415,,,,3472,8366,0.415,2290,3142,0.729,,,5823,1723,,,,2040,9234
7,8.0,New York Knicks,80,,3638,8696,0.418,,,,3638,8696,0.418,1911,2693,0.71,,,5440,1765,,,,2056,9187
8,9.0,Chicago Packers,80,,3461,8405,0.412,,,,3461,8405,0.412,1952,2901,0.673,,,5547,1802,,,,1954,8874
9,,League Average,80,,3672,8619,0.426,,,,3672,8619,0.426,2157,2965,0.727,,,5713,1915,,,,2069,9501
