,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
9,10.0,Houston Rockets*,82,19805,0.444,12.4,,0.807,0.292,0.129,0.131,0.254,0.193,,0.465,0.581,0.402,0.387,0.403,0.357,,0.489,0.828,,0.046,277,,0.232,834,,0.221,0.38
10,11.0,Indiana Pacers,82,19830,0.458,13.1,,0.779,0.272,0.123,0.127,0.257,0.221,,0.481,0.606,0.416,0.416,0.413,0.375,,0.486,0.844,,0.046,287,,0.224,854,,0.321,0.368
11,12.0,Los Angeles Clippers,82,19880,0.473,11.8,,0.79,0.346,0.115,0.103,0.226,0.21,,0.499,0.599,0.433,0.446,0.404,0.375,,0.552,0.879,,0.063,387,,0.261,952,,0.277,0.406
12,13.0,Los Angeles Lakers*,82,19780,0.447,12.4,,0.751,0.339,0.096,0.1,0.216,0.249,,0.481,0.597,0.395,0.372,0.386,0.345,,0.547,0.865,,0.059,372,,0.263,952,,0.321,0.38
13,14.0,Memphis Grizzlies,82,19805,0.473,12.4,,0.763,0.327,0.122,0.1,0.213,0.237,,0.51,0.64,0.389,0.403,0.43,0.355,,0.511,0.869,,0.061,360,,0.254,934,,0.26,0.402
14,15.0,Miami Heat*,82,19955,0.455,12.3,,0.763,0.306,0.143,0.109,0.205,0.237,,0.476,0.603,0.402,0.383,0.388,0.389,,0.485,0.875,,0.05,289,,0.236,832,,0.307,0.448
15,16.0,Milwaukee Bucks,82,19780,0.458,12.5,,0.762,0.315,0.105,0.133,0.208,0.238,,0.483,0.608,0.422,0.386,0.386,0.378,,0.533,0.906,,0.043,249,,0.256,901,,0.324,0.422
16,17.0,Minnesota Timberwolves,82,19805,0.474,12.6,,0.784,0.293,0.132,0.114,0.245,0.216,,0.5,0.627,0.438,0.391,0.434,0.377,,0.508,0.856,,0.044,271,,0.233,882,,0.22,0.394
17,18.0,New Jersey Nets,82,19830,0.462,12.5,,0.759,0.332,0.102,0.097,0.228,0.241,,0.485,0.603,0.409,0.345,0.408,0.391,,0.536,0.885,,0.053,301,,0.266,941,,0.259,0.45
18,19.0,New Orleans Hornets*,82,19755,0.45,13.0,,0.743,0.307,0.1,0.111,0.226,0.257,,0.484,0.606,0.42,0.365,0.405,0.354,,0.501,0.883,,0.046,278,,0.246,847,,0.266,0.381
19,20.0,New York Knicks,82,19805,0.48,12.1,,0.769,0.324,0.133,0.1,0.213,0.231,,0.518,0.628,0.441,0.421,0.445,0.351,,0.462,0.834,,0.048,322,,0.252,1045,,0.266,0.37
20,21.0,Oklahoma City Thunder,82,19805,0.475,11.3,,0.788,0.356,0.128,0.106,0.198,0.212,,0.505,0.594,0.429,0.409,0.446,0.364,,0.491,0.84,,0.06,373,,0.278,993,,0.274,0.375
21,22.0,Orlando Magic*,82,19730,0.433,12.8,,0.809,0.281,0.117,0.141,0.269,0.191,,0.454,0.561,0.388,0.383,0.408,0.342,,0.447,0.84,,0.037,232,,0.23,808,,0.223,0.429
22,23.0,Philadelphia 76ers*,82,19755,0.462,12.4,,0.754,0.335,0.11,0.106,0.203,0.246,,0.493,0.582,0.464,0.403,0.408,0.367,,0.535,0.868,,0.05,301,,0.268,910,,0.285,0.389
23,24.0,Phoenix Suns,82,19755,0.467,13.1,,0.767,0.264,0.141,0.123,0.239,0.233,,0.492,0.626,0.41,0.426,0.427,0.383,,0.463,0.819,,0.049,321,,0.201,799,,0.246,0.408
24,25.0,Portland Trail Blazers*,82,19830,0.46,12.0,,0.794,0.321,0.135,0.1,0.238,0.206,,0.482,0.591,0.391,0.409,0.418,0.374,,0.483,0.873,,0.053,290,,0.247,846,,0.281,0.369
25,26.0,Sacramento Kings,82,19905,0.483,11.6,,0.789,0.326,0.154,0.104,0.206,0.211,,0.504,0.634,0.424,0.391,0.414,0.406,,0.486,0.833,,0.066,405,,0.246,964,,0.287,0.424
26,27.0,San Antonio Spurs*,82,19905,0.453,12.2,,0.82,0.274,0.163,0.147,0.237,0.18,,0.469,0.573,0.408,0.414,0.424,0.379,,0.441,0.819,,0.038,227,,0.225,777,,0.236,0.387
27,28.0,Toronto Raptors,82,19805,0.465,12.8,,0.749,0.313,0.11,0.097,0.228,0.251,,0.498,0.611,0.44,0.379,0.42,0.367,,0.519,0.903,,0.056,347,,0.238,892,,0.298,0.413
28,29.0,Utah Jazz*,82,19880,0.464,11.9,,0.773,0.337,0.137,0.093,0.206,0.227,,0.494,0.613,0.429,0.372,0.397,0.361,,0.478,0.848,,0.06,357,,0.255,921,,0.283,0.368
29,30.0,Washington Wizards,82,19705,0.482,13.0,,0.735,0.312,0.113,0.085,0.226,0.265,,0.516,0.653,0.377,0.436,0.427,0.387,,0.564,0.907,,0.06,379,,0.235,901,,0.309,0.449
30,,League Average,82,19822,0.459,12.4,,0.776,0.314,0.124,0.111,0.227,0.224,,0.485,0.602,0.412,0.395,0.407,0.367,,0.501,0.859,,0.051,312,,0.247,898,,0.274,0.395
