,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Portland Trail Blazers*,82,19830,42.2,90.7,0.465,8.3,21.7,0.383,33.8,69.0,0.49,21.2,27.8,0.765,14.8,33.0,47.8,23.3,7.7,5.6,14.7,23.3,113.9
1,2,Phoenix Suns,82,19755,42.7,84.7,0.504,7.0,18.3,0.383,35.7,66.5,0.537,21.2,28.5,0.744,11.4,31.9,43.3,24.1,7.5,5.3,16.3,21.4,113.6
2,3,Los Angeles Lakers*,82,19780,42.6,89.8,0.474,7.0,19.5,0.361,35.5,70.3,0.505,20.7,26.9,0.77,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,112.8
3,4,Cleveland Cavaliers*,82,19780,41.3,88.3,0.468,9.0,22.8,0.393,32.4,65.4,0.495,20.8,27.5,0.757,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,112.4
4,5,Boston Celtics*,82,19880,41.1,84.6,0.486,7.2,18.1,0.397,33.9,66.5,0.51,21.2,27.7,0.765,11.6,34.5,46.1,24.9,8.3,5.2,17.1,25.3,110.5
5,6,Dallas Mavericks*,82,19805,41.4,89.7,0.462,7.6,21.6,0.35,33.9,68.1,0.498,20.1,24.5,0.819,12.0,34.4,46.4,23.6,7.8,5.7,13.8,21.2,110.5
6,7,Denver Nuggets*,82,19730,39.5,84.0,0.47,7.1,19.1,0.371,32.4,64.9,0.499,24.4,32.1,0.76,11.7,32.4,44.0,23.5,9.2,6.3,16.2,24.2,110.4
7,8,Utah Jazz*,82,19880,40.7,85.8,0.475,5.1,14.5,0.349,35.7,71.3,0.5,23.5,30.5,0.771,12.2,31.4,43.6,26.2,9.3,4.8,15.7,23.7,110.1
8,9,Golden State Warriors,82,19880,39.7,86.8,0.458,6.8,18.1,0.373,33.0,68.6,0.48,23.3,29.4,0.791,11.7,30.6,42.4,21.0,7.8,6.5,14.8,22.7,109.5
9,10,Atlanta Hawks*,82,19705,40.2,87.7,0.458,8.1,22.2,0.366,32.1,65.5,0.49,20.9,28.3,0.737,11.8,32.8,44.6,22.5,8.2,5.1,14.2,21.9,109.3
10,11,Orlando Magic*,82,19730,38.6,84.5,0.457,10.8,28.3,0.381,27.8,56.2,0.495,21.2,29.7,0.715,10.8,35.9,46.7,21.0,7.5,5.8,15.0,21.9,109.2
11,12,New Orleans Hornets*,82,19755,40.3,88.1,0.457,7.7,21.1,0.364,32.6,67.0,0.487,20.5,25.4,0.807,11.1,33.9,45.0,22.3,8.2,4.7,14.2,23.0,108.7
12,13,San Antonio Spurs*,82,19905,41.5,89.1,0.466,8.5,22.1,0.386,33.0,67.0,0.492,17.0,22.4,0.761,9.9,36.0,45.9,23.7,6.5,4.5,13.1,21.1,108.5
13,14,Houston Rockets*,82,19805,39.8,87.7,0.453,8.3,22.2,0.375,31.4,65.4,0.48,20.6,25.6,0.805,11.6,35.8,47.3,22.3,7.4,4.8,15.6,20.9,108.4
14,15,Chicago Bulls*,82,19930,40.4,88.6,0.457,6.4,16.7,0.381,34.1,71.9,0.474,21.1,26.6,0.796,12.6,32.1,44.7,22.4,8.0,5.9,15.4,22.1,108.4
15,16,New Jersey Nets,82,19830,39.4,88.0,0.448,8.8,23.4,0.376,30.6,64.6,0.473,20.8,26.7,0.779,11.4,32.5,44.0,22.0,7.5,5.3,14.5,24.7,108.3
16,17,Indiana Pacers,82,19830,40.4,88.8,0.455,8.2,21.6,0.378,32.2,67.2,0.48,19.1,23.7,0.807,11.6,33.4,45.0,22.3,7.2,5.4,14.9,23.8,108.1
17,18,New York Knicks,82,19805,39.6,88.9,0.445,10.3,28.6,0.36,29.3,60.2,0.486,18.7,23.8,0.784,11.4,31.9,43.3,21.8,7.6,2.6,14.7,21.0,108.1
18,19,Philadelphia 76ers*,82,19755,40.5,88.2,0.459,4.6,14.5,0.318,35.9,73.7,0.486,22.3,29.9,0.745,14.0,31.5,45.6,22.2,8.9,5.6,15.6,22.3,107.9
19,20,Miami Heat*,82,19955,40.6,88.9,0.457,7.8,21.8,0.357,32.8,67.1,0.489,18.9,25.0,0.754,11.1,32.3,43.3,22.4,8.7,6.0,13.7,22.7,107.8
20,21,Detroit Pistons*,82,19905,41.4,91.2,0.454,5.2,15.0,0.349,36.2,76.2,0.475,19.3,25.7,0.751,13.2,34.0,47.2,23.5,6.9,5.2,13.5,23.8,107.4
