,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Oklahoma City Thunder*,82,19830,40.5,84.3,0.481,7.8,20.6,0.377,32.8,63.7,0.514,23.6,28.5,0.828,11.1,35.3,46.4,22.7,8.8,8.1,16.2,21.4,112.4
1,2,Miami Heat*,82,19880,41.9,84.5,0.496,9.5,24.1,0.396,32.4,60.4,0.536,18.9,25.1,0.754,9.0,33.2,42.2,25.2,9.5,5.9,15.2,20.4,112.3
2,3,New York Knicks*,82,19730,40.6,90.6,0.448,12.1,32.1,0.376,28.5,58.5,0.487,17.8,23.4,0.759,12.1,33.0,45.1,21.4,9.1,4.0,13.4,22.4,111.1
3,4,Los Angeles Clippers*,82,19730,42.2,88.2,0.478,8.4,23.4,0.358,33.8,64.8,0.522,17.9,25.2,0.711,12.5,33.0,45.6,26.1,10.5,6.2,16.0,22.9,110.6
4,5,Denver Nuggets*,82,19905,42.3,88.6,0.478,6.6,19.3,0.343,35.7,69.3,0.516,19.1,27.2,0.701,13.8,33.0,46.8,25.4,9.7,6.8,15.9,21.3,110.4
5,6,Houston Rockets*,82,19780,39.4,85.6,0.461,10.9,29.9,0.366,28.5,55.7,0.511,19.9,26.3,0.754,11.5,33.5,45.0,24.0,8.6,4.5,17.0,21.0,109.7
6,7,San Antonio Spurs*,82,19880,41.1,85.6,0.481,8.5,22.6,0.376,32.6,62.9,0.519,17.5,22.1,0.791,8.5,34.9,43.4,26.4,8.9,5.7,15.5,18.3,108.3
7,8,Brooklyn Nets*,82,19855,40.1,89.1,0.45,8.6,24.0,0.357,31.5,65.1,0.484,19.5,26.7,0.731,14.3,33.5,47.8,22.7,8.2,5.3,16.4,20.4,108.2
8,9,Los Angeles Lakers*,82,19755,39.1,85.4,0.458,9.2,25.9,0.355,29.9,59.5,0.503,20.4,29.4,0.692,12.1,35.1,47.3,23.4,7.4,5.5,15.8,18.9,107.8
9,10,Utah Jazz,82,19880,40.4,89.1,0.454,6.7,18.4,0.366,33.7,70.7,0.477,19.1,25.0,0.764,13.1,32.6,45.8,24.7,9.2,6.8,16.1,23.2,106.7
