,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Chicago Bulls*,82,241.2,39.8,87.7,0.454,,,,39.8,87.7,0.454,23.3,31.9,0.731,,,47.9,22.6,,,,24.9,102.9
1,2.0,Milwaukee Bucks*,82,241.2,41.1,97.9,0.42,,,,41.1,97.9,0.42,21.3,28.8,0.74,,,47.8,22.5,,,,21.8,103.5
2,3.0,New York Knicks*,82,241.5,40.6,91.6,0.443,,,,40.6,91.6,0.443,23.4,31.3,0.749,,,50.8,19.8,,,,23.1,104.7
3,4.0,Golden State Warriors*,82,240.3,43.4,98.6,0.44,,,,43.4,98.6,0.44,20.6,27.6,0.745,,,53.4,24.0,,,,23.3,107.4
4,5.0,Baltimore Bullets*,82,241.2,43.2,95.6,0.452,,,,43.2,95.6,0.452,21.8,29.4,0.742,,,51.8,22.5,,,,22.8,108.3
5,6.0,Los Angeles Lakers*,82,240.9,45.1,104.3,0.432,,,,45.1,104.3,0.432,18.5,24.0,0.768,,,52.3,24.3,,,,24.4,108.7
6,7.0,Seattle SuperSonics,82,240.9,44.1,97.9,0.451,,,,44.1,97.9,0.451,20.5,27.4,0.748,,,51.0,24.8,,,,24.1,108.8
7,8.0,Boston Celtics*,82,240.6,42.7,96.2,0.444,,,,42.7,96.2,0.444,25.5,33.7,0.755,,,51.0,21.9,,,,22.5,110.8
8,9.0,Phoenix Suns,82,242.4,43.5,96.3,0.452,,,,43.5,96.3,0.452,23.7,32.4,0.733,,,48.9,23.5,,,,26.6,110.8
9,10.0,Houston Rockets,82,240.6,43.2,95.3,0.453,,,,43.2,95.3,0.453,24.8,33.4,0.744,,,52.4,23.7,,,,23.7,111.2
10,11.0,Buffalo Braves,82,241.5,42.4,92.2,0.46,,,,42.4,92.2,0.46,26.4,34.7,0.762,,,51.1,23.4,,,,21.1,111.3
11,12.0,Atlanta Hawks*,82,240.6,43.9,94.4,0.465,,,,43.9,94.4,0.465,23.5,30.9,0.761,,,48.8,23.0,,,,24.3,111.3
12,13.0,Cincinnati Royals,82,241.2,43.1,92.5,0.466,,,,43.1,92.5,0.466,25.5,34.5,0.74,,,51.6,24.7,,,,24.0,111.8
13,14.0,Cleveland Cavaliers,82,240.9,44.5,91.9,0.485,,,,44.5,91.9,0.485,24.3,31.8,0.764,,,49.2,28.3,,,,23.6,113.4
14,15.0,Detroit Pistons,82,241.5,46.6,98.9,0.472,,,,46.6,98.9,0.472,22.7,30.2,0.753,,,53.4,27.0,,,,23.5,115.9
15,16.0,Philadelphia 76ers,82,241.2,44.1,96.1,0.459,,,,44.1,96.1,0.459,27.8,37.4,0.743,,,54.0,24.5,,,,25.1,115.9
16,17.0,Portland Trail Blazers,82,241.5,46.8,96.4,0.486,,,,46.8,96.4,0.486,22.9,30.5,0.75,,,54.1,28.2,,,,23.2,116.5
17,,League Average,82,241.1,43.4,95.5,0.455,,,,43.4,95.5,0.455,23.3,31.2,0.748,,,51.1,24.1,,,,23.6,110.2
