,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Chicago Bulls*,82,19780,3263,7189,0.454,,,,3263,7189,0.454,1914,2617,0.731,,,3928,1853,,,,2041,8440
1,2.0,Milwaukee Bucks*,82,19780,3370,8025,0.42,,,,3370,8025,0.42,1745,2358,0.74,,,3922,1843,,,,1788,8485
2,3.0,New York Knicks*,82,19805,3332,7513,0.443,,,,3332,7513,0.443,1920,2565,0.749,,,4169,1626,,,,1892,8584
3,4.0,Golden State Warriors*,82,19705,3560,8082,0.44,,,,3560,8082,0.44,1688,2265,0.745,,,4381,1968,,,,1912,8808
4,5.0,Baltimore Bullets*,82,19780,3545,7842,0.452,,,,3545,7842,0.452,1790,2412,0.742,,,4244,1844,,,,1869,8880
5,6.0,Los Angeles Lakers*,82,19755,3699,8553,0.432,,,,3699,8553,0.432,1515,1972,0.768,,,4290,1994,,,,1997,8913
6,7.0,Seattle SuperSonics,82,19755,3619,8029,0.451,,,,3619,8029,0.451,1681,2248,0.748,,,4183,2037,,,,1975,8919
7,8.0,Phoenix Suns,82,19880,3568,7896,0.452,,,,3568,7896,0.452,1947,2658,0.733,,,4009,1929,,,,2182,9083
8,9.0,Boston Celtics*,82,19730,3498,7886,0.444,,,,3498,7886,0.444,2089,2766,0.755,,,4179,1798,,,,1842,9085
9,10.0,Houston Rockets,82,19730,3542,7817,0.453,,,,3542,7817,0.453,2037,2737,0.744,,,4298,1945,,,,1944,9121
10,11.0,Buffalo Braves,82,19805,3479,7557,0.46,,,,3479,7557,0.46,2167,2842,0.762,,,4187,1918,,,,1728,9125
11,12.0,Atlanta Hawks*,82,19730,3601,7744,0.465,,,,3601,7744,0.465,1925,2530,0.761,,,4004,1890,,,,1996,9127
12,13.0,Cincinnati Royals,82,19780,3537,7588,0.466,,,,3537,7588,0.466,2093,2829,0.74,,,4228,2028,,,,1971,9167
13,14.0,Cleveland Cavaliers,82,19755,3653,7537,0.485,,,,3653,7537,0.485,1994,2611,0.764,,,4034,2322,,,,1937,9300
14,15.0,Philadelphia 76ers,82,19780,3614,7882,0.459,,,,3614,7882,0.459,2276,3063,0.743,,,4427,2005,,,,2059,9504
15,16.0,Detroit Pistons,82,19805,3822,8106,0.472,,,,3822,8106,0.472,1862,2474,0.753,,,4377,2214,,,,1931,9506
16,17.0,Portland Trail Blazers,82,19805,3841,7906,0.486,,,,3841,7906,0.486,1875,2499,0.75,,,4439,2312,,,,1903,9557
17,,League Average,82,19774,3561,7832,0.455,,,,3561,7832,0.455,1913,2556,0.748,,,4194,1972,,,,1939,9036
