,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Los Angeles Lakers*,82,19755,3920,7998,0.49,,,,3920,7998,0.49,2080,2833,0.734,,,4628,2232,,,,1636,9920
1,2.0,Phoenix Suns,82,19880,3599,7877,0.457,,,,3599,7877,0.457,2336,2999,0.779,,,4301,1976,,,,2026,9534
2,3.0,Boston Celtics*,82,19730,3819,8431,0.453,,,,3819,8431,0.453,1839,2367,0.777,,,4462,2230,,,,2030,9477
3,4.0,Milwaukee Bucks*,82,19780,3813,7653,0.498,,,,3813,7653,0.498,1774,2399,0.739,,,4269,2160,,,,1862,9400
4,5.0,Philadelphia 76ers,82,19780,3577,8057,0.444,,,,3577,8057,0.444,2049,2825,0.725,,,4318,1920,,,,2203,9203
5,6.0,Chicago Bulls*,82,19780,3539,7853,0.451,,,,3539,7853,0.451,2039,2700,0.755,,,4371,2087,,,,1964,9117
6,7.0,Houston Rockets,82,19730,3590,8277,0.434,,,,3590,8277,0.434,1813,2424,0.748,,,4433,1777,,,,1992,8993
7,8.0,Atlanta Hawks*,82,19730,3482,7570,0.46,,,,3482,7570,0.46,2018,2725,0.741,,,4080,1897,,,,1967,8982
8,9.0,Seattle SuperSonics,82,19755,3461,7457,0.464,,,,3461,7457,0.464,2035,2659,0.765,,,4123,1976,,,,1738,8957
9,10.0,Detroit Pistons,82,19805,3482,7665,0.454,,,,3482,7665,0.454,1981,2653,0.747,,,3970,1687,,,,1954,8945
10,11.0,Golden State Warriors*,82,19705,3477,7923,0.439,,,,3477,7923,0.439,1917,2500,0.767,,,4450,1854,,,,1840,8871
11,12.0,Cincinnati Royals,82,19780,3444,7496,0.459,,,,3444,7496,0.459,1948,2578,0.756,,,3754,2020,,,,2079,8836
12,13.0,New York Knicks*,82,19805,3521,7673,0.459,,,,3521,7673,0.459,1743,2303,0.757,,,3909,1985,,,,1899,8785
13,14.0,Baltimore Bullets*,82,19780,3490,7748,0.45,,,,3490,7748,0.45,1804,2378,0.759,,,4159,1816,,,,1858,8784
14,15.0,Portland Trail Blazers,82,19805,3462,7840,0.442,,,,3462,7840,0.442,1835,2494,0.736,,,3996,2090,,,,1873,8759
15,16.0,Cleveland Cavaliers,82,19755,3458,8074,0.428,,,,3458,8074,0.428,1758,2390,0.736,,,4098,2060,,,,1936,8674
16,17.0,Buffalo Braves,82,19805,3409,7560,0.451,,,,3409,7560,0.451,1549,2219,0.698,,,3978,1759,,,,2110,8367
17,,League Average,82,19774,3561,7832,0.455,,,,3561,7832,0.455,1913,2556,0.748,,,4194,1972,,,,1939,9036
