,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,New York Knicks*,82,19855,39.8,81.6,0.488,0.6,2.3,0.275,39.2,79.3,0.494,22.9,30.2,0.758,12.8,26.5,39.3,25.0,8.8,4.8,20.5,26.8,103.1
1,2,Milwaukee Bucks*,82,19905,39.9,87.5,0.456,0.5,2.5,0.207,39.4,85.0,0.463,23.3,31.0,0.751,15.6,27.8,43.4,24.4,8.1,4.0,17.5,26.0,103.6
2,3,Boston Celtics*,82,19955,41.8,88.9,0.47,0.9,2.6,0.324,40.9,86.3,0.474,20.0,25.8,0.774,13.3,26.9,40.1,23.6,8.5,4.0,16.0,25.2,104.4
3,4,Philadelphia 76ers*,82,19955,41.4,86.2,0.48,0.6,2.5,0.227,40.8,83.7,0.488,21.2,28.6,0.742,14.9,27.0,41.9,24.9,9.7,5.8,18.8,27.0,104.6
4,5,New Jersey Nets*,82,19805,40.2,82.0,0.491,0.6,2.1,0.265,39.7,79.9,0.497,24.0,31.5,0.761,12.9,27.1,40.0,22.5,9.2,4.9,19.7,25.4,105.0
5,6,Indiana Pacers,82,19780,42.2,85.2,0.495,0.3,1.7,0.199,41.9,83.5,0.501,21.7,28.7,0.757,14.2,30.5,44.6,25.2,9.0,5.3,18.9,22.9,106.5
6,7,Atlanta Hawks*,82,19855,41.6,86.8,0.479,0.5,2.3,0.211,41.1,84.5,0.486,23.3,30.2,0.771,15.1,30.6,45.7,25.7,7.3,5.4,17.9,26.5,106.9
7,8,Washington Bullets*,82,19905,42.9,87.7,0.489,0.5,2.1,0.215,42.4,85.6,0.496,20.9,27.4,0.763,12.8,29.5,42.3,25.2,8.7,6.1,15.8,25.0,107.2
8,9,Los Angeles Lakers*,82,19780,43.0,88.9,0.483,0.7,2.6,0.283,42.2,86.3,0.489,20.6,27.5,0.751,14.7,25.2,39.9,26.5,9.3,4.4,16.9,23.1,107.3
9,10,Chicago Bulls,82,19980,42.2,85.3,0.494,0.4,2.2,0.203,41.7,83.1,0.502,22.7,29.8,0.763,13.5,28.8,42.3,26.9,9.5,6.2,18.2,25.4,107.5
10,11,Portland Trail Blazers*,82,19805,42.7,83.2,0.514,0.7,2.5,0.274,42.1,80.7,0.521,21.5,28.4,0.76,12.7,26.2,38.9,25.4,7.8,5.3,19.6,26.2,107.7
11,12,Kansas City Kings*,82,19755,42.5,84.7,0.502,0.4,1.9,0.201,42.1,82.7,0.509,22.5,29.6,0.761,13.3,28.2,41.5,24.9,7.8,5.8,18.7,25.9,108.0
12,13,Phoenix Suns*,82,19780,42.0,84.5,0.497,0.6,2.6,0.247,41.3,81.9,0.505,23.4,30.4,0.77,12.7,27.9,40.7,24.6,8.1,3.6,17.7,24.4,108.0
13,14,Utah Jazz*,82,19780,43.3,91.0,0.476,0.5,2.4,0.221,42.8,88.6,0.483,20.8,27.9,0.745,16.9,28.5,45.3,25.9,8.6,5.4,16.6,25.4,108.0
14,15,Detroit Pistons*,82,19905,42.5,85.6,0.496,0.6,2.3,0.262,41.9,83.3,0.503,22.5,29.9,0.753,13.5,28.5,42.0,25.5,7.2,6.1,17.2,25.4,108.1
15,16,Seattle SuperSonics*,82,19780,43.6,89.3,0.489,0.7,2.8,0.237,43.0,86.5,0.497,20.1,26.4,0.763,14.2,29.3,43.5,27.7,8.1,4.7,16.2,25.5,108.1
16,17,Houston Rockets,82,19755,41.6,86.0,0.483,0.5,1.8,0.268,41.1,84.2,0.488,24.6,32.5,0.755,13.9,28.5,42.4,23.5,9.1,4.9,16.5,22.2,108.2
17,18,Cleveland Cavaliers,82,19855,41.9,86.0,0.487,0.6,2.4,0.263,41.3,83.7,0.493,24.1,31.6,0.763,12.2,29.9,42.1,26.6,7.2,4.9,15.2,23.7,108.5
18,19,Golden State Warriors,82,19830,43.6,84.5,0.517,0.4,2.0,0.211,43.2,82.5,0.524,21.1,27.8,0.758,14.2,29.4,43.6,25.2,8.1,5.8,19.8,26.3,108.8
19,20,Dallas Mavericks*,82,19955,44.1,88.5,0.499,0.8,2.7,0.284,43.4,85.8,0.506,20.5,26.7,0.768,14.3,28.5,42.8,25.9,7.7,5.1,16.8,26.9,109.6
20,21,San Antonio Spurs,82,19980,45.1,89.2,0.505,0.6,2.4,0.241,44.5,86.7,0.513,20.7,27.4,0.758,14.6,27.7,42.3,28.4,7.4,5.2,16.1,24.7,111.4
21,22,Denver Nuggets*,82,19805,44.1,85.0,0.518,0.7,2.2,0.302,43.4,82.7,0.524,23.5,31.4,0.749,13.5,30.0,43.5,26.9,7.4,6.0,16.9,24.9,112.3
22,23,San Diego Clippers,82,19730,45.4,89.1,0.509,0.6,2.2,0.283,44.7,86.8,0.515,21.0,26.9,0.783,13.4,26.0,39.4,28.5,8.7,5.5,14.9,24.6,112.4
