,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Detroit Pistons*,82,19905,44.1,91.9,0.48,0.4,1.6,0.227,43.7,90.2,0.485,22.9,29.6,0.775,16.6,28.3,44.8,26.2,8.1,4.8,15.2,25.3,111.5
1,2,Denver Nuggets*,82,19805,43.2,87.6,0.493,0.8,2.8,0.302,42.3,84.8,0.499,24.1,29.5,0.818,12.4,26.8,39.2,27.2,7.8,3.9,14.7,25.0,111.3
2,3,San Antonio Spurs,82,19980,44.1,87.1,0.506,0.9,3.0,0.3,43.2,84.1,0.514,22.2,29.4,0.755,13.9,28.5,42.4,26.6,7.7,5.5,16.3,24.2,111.2
3,4,Portland Trail Blazers*,82,19805,43.5,86.2,0.505,0.3,1.5,0.194,43.2,84.6,0.511,23.8,31.6,0.754,15.0,26.3,41.3,25.0,9.8,4.8,17.8,25.6,111.2
4,5,Boston Celtics*,82,19955,43.6,87.2,0.5,0.7,2.8,0.24,42.9,84.5,0.508,23.0,29.0,0.792,14.0,30.6,44.6,25.6,8.1,5.2,17.1,23.5,110.9
5,6,Los Angeles Lakers*,82,19780,45.1,84.8,0.532,0.7,2.6,0.257,44.4,82.2,0.54,20.0,26.6,0.754,12.8,29.2,42.1,28.7,8.5,5.6,18.5,24.0,110.9
6,7,Dallas Mavericks*,82,19955,44.0,87.9,0.5,0.5,2.2,0.228,43.5,85.7,0.507,21.6,28.6,0.755,13.2,27.5,40.8,26.3,7.0,4.4,15.8,23.2,110.0
7,8,San Diego Clippers,82,19730,43.7,88.1,0.496,0.3,1.5,0.188,43.4,86.6,0.502,21.5,29.2,0.736,15.7,28.7,44.4,23.8,6.8,4.6,18.2,24.3,109.2
8,9,Utah Jazz*,82,19780,41.7,83.7,0.498,1.2,3.7,0.319,40.5,80.1,0.506,24.5,31.3,0.781,12.7,29.2,41.8,25.8,8.0,7.0,17.5,22.9,109.0
9,10,Phoenix Suns*,82,19780,44.0,86.4,0.509,0.9,3.5,0.254,43.1,82.9,0.52,20.0,26.4,0.759,12.8,27.5,40.2,26.5,8.3,4.6,17.4,25.7,108.9
10,11,Seattle SuperSonics*,82,19780,42.1,86.2,0.488,0.3,1.7,0.193,41.8,84.5,0.494,23.3,29.9,0.78,12.9,28.4,41.3,27.2,7.7,4.3,16.6,22.9,107.9
11,12,Milwaukee Bucks*,82,19905,42.7,86.7,0.492,0.7,2.9,0.254,42.0,83.8,0.501,21.7,29.3,0.74,14.1,29.7,43.8,26.3,8.0,6.1,17.6,27.0,107.8
12,13,New York Knicks*,82,19855,41.3,83.5,0.495,0.6,2.0,0.285,40.8,81.4,0.5,23.7,30.6,0.775,13.3,27.2,40.5,24.9,9.8,4.4,19.4,27.8,107.0
13,14,Philadelphia 76ers*,82,19955,40.9,82.5,0.495,0.4,1.3,0.271,40.5,81.3,0.499,24.7,32.7,0.754,14.3,28.8,43.0,24.5,9.7,7.9,19.7,24.6,106.8
14,15,Kansas City Kings*,82,19755,41.5,85.4,0.486,0.6,2.2,0.275,40.9,83.1,0.492,22.9,29.5,0.777,13.5,26.8,40.4,26.3,8.4,4.5,17.8,26.0,106.5
15,16,New Jersey Nets*,82,19805,42.5,85.4,0.498,0.6,2.7,0.211,41.9,82.6,0.507,20.5,29.3,0.7,14.4,27.2,41.6,25.3,9.6,5.9,18.9,26.4,106.1
16,17,Golden State Warriors,82,19830,41.2,88.3,0.467,0.6,2.6,0.243,40.6,85.6,0.474,22.4,30.2,0.743,16.3,25.4,41.7,21.5,9.7,4.1,17.8,24.7,105.5
17,18,Atlanta Hawks*,82,19855,41.0,86.3,0.474,0.3,1.3,0.217,40.7,85.0,0.478,23.3,30.6,0.761,14.1,28.3,42.4,23.2,7.9,7.1,16.9,26.5,105.5
18,19,Houston Rockets,82,19755,43.3,87.4,0.495,0.3,1.8,0.195,42.9,85.6,0.501,18.4,24.8,0.74,13.9,28.8,42.7,25.6,7.2,6.0,18.1,26.9,105.3
19,20,Washington Bullets*,82,19905,41.4,85.5,0.484,0.9,3.5,0.252,40.5,82.0,0.494,20.6,27.2,0.756,12.7,29.5,42.2,27.1,6.9,4.0,17.9,24.6,104.2
20,21,Cleveland Cavaliers,82,19855,41.7,89.8,0.465,0.5,2.0,0.262,41.2,87.8,0.47,20.1,27.0,0.743,15.1,29.7,44.7,24.0,7.8,4.7,16.5,27.4,104.1
21,22,Chicago Bulls,82,19980,39.8,84.0,0.474,0.2,1.4,0.171,39.6,82.5,0.479,22.5,30.2,0.746,13.7,27.7,41.4,25.2,8.3,5.5,19.0,26.4,102.4
22,23,Indiana Pacers,82,19780,41.0,84.7,0.483,0.6,2.5,0.232,40.4,82.2,0.491,19.3,25.2,0.766,11.9,28.5,40.4,25.8,9.9,4.7,18.1,24.5,101.8
