,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics*,66,,32.3,83.5,0.387,,,,32.3,83.5,0.387,26.7,36.5,0.734,,,56.8,24.3,,,,26.3,91.3
1,2.0,Syracuse Nationals*,66,,28.7,78.9,0.364,,,,28.7,78.9,0.364,29.3,39.2,0.747,,,54.6,20.8,,,,29.8,86.7
2,3.0,Philadelphia Warriors*,66,,30.9,81.3,0.38,,,,30.9,81.3,0.38,24.8,32.5,0.762,,,55.3,24.1,,,,27.4,86.5
3,4.0,Rochester Royals*,66,,30.5,78.4,0.389,,,,30.5,78.4,0.389,25.2,32.6,0.773,,,51.1,24.1,,,,27.3,86.2
4,5.0,Minneapolis Lakers*,66,,31.9,86.9,0.367,,,,31.9,86.9,0.367,21.8,29.1,0.748,,,53.7,21.0,,,,26.7,85.6
5,6.0,New York Knicks*,66,,30.6,80.0,0.383,,,,30.6,80.0,0.383,23.7,33.1,0.716,,,58.1,23.7,,,,26.8,85.0
6,7.0,Indianapolis Olympians*,66,,30.7,83.5,0.367,,,,30.7,83.5,0.367,21.5,29.8,0.724,,,49.8,19.5,,,,24.0,82.9
7,8.0,Baltimore Bullets,66,,28.5,83.3,0.342,,,,28.5,83.3,0.342,24.5,33.5,0.73,,,57.3,21.5,,,,26.0,81.5
8,9.0,Fort Wayne Pistons*,66,,26.8,76.0,0.353,,,,26.8,76.0,0.353,24.4,33.2,0.733,,,54.8,21.3,,,,26.5,78.0
9,10.0,Milwaukee Hawks,66,,25.4,76.6,0.331,,,,25.4,76.6,0.331,22.5,33.0,0.682,,,53.6,18.6,,,,28.0,73.2
10,,League Average,66,,29.6,80.8,0.367,,,,29.6,80.8,0.367,24.4,33.2,0.735,,,54.5,21.9,,,,26.9,83.7
