,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Minneapolis Lakers*,66,,,,,,,,,,,,,,,,,,,,,,79.5
1,2.0,Fort Wayne Pistons*,66,,,,,,,,,,,,,,,,,,,,,,80.1
2,3.0,Milwaukee Hawks,66,,,,,,,,,,,,,,,,,,,,,,81.2
3,4.0,Syracuse Nationals*,66,,,,,,,,,,,,,,,,,,,,,,82.2
4,5.0,Indianapolis Olympians*,66,,,,,,,,,,,,,,,,,,,,,,82.8
5,6.0,Rochester Royals*,66,,,,,,,,,,,,,,,,,,,,,,82.8
6,7.0,New York Knicks*,66,,,,,,,,,,,,,,,,,,,,,,84.2
7,8.0,Boston Celtics*,66,,,,,,,,,,,,,,,,,,,,,,87.2
8,9.0,Philadelphia Warriors*,66,,,,,,,,,,,,,,,,,,,,,,87.8
9,10.0,Baltimore Bullets,66,,,,,,,,,,,,,,,,,,,,,,89.0
10,,League Average,66,,29.6,80.8,0.367,,,,29.6,80.8,0.367,24.4,33.2,0.735,,,54.5,21.9,,,,26.9,83.7
