,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Minneapolis Lakers*,26.5,48.0,22.0,52,18,6.13,-0.59,5.54,90.1,83.6,6.5,93.7,0.4,,0.457,,0.39,,,0.295,,,,,,,Minneapolis Auditorium,,
1,2.0,New York Knicks*,26.0,47.0,23.0,50,20,5.23,-0.84,4.39,90.5,85.0,5.5,93.1,0.497,,0.46,,0.386,,,0.35,,,,,,,Madison Square Garden (III),,
2,3.0,Syracuse Nationals*,25.8,47.0,24.0,48,23,4.31,-0.69,3.62,90.6,86.0,4.6,92.8,0.554,,0.459,,0.364,,,0.412,,,,,,,Onondaga War Memorial,,
3,4.0,Rochester Royals*,29.2,44.0,26.0,43,27,2.8,-0.18,2.62,89.8,86.9,2.9,94.1,0.506,,0.455,,0.372,,,0.369,,,,,,,Edgerton Park Arena,,
4,5.0,Boston Celtics*,25.4,46.0,25.0,42,29,2.37,-0.43,1.94,91.7,89.3,2.4,94.7,0.471,,0.467,,0.392,,,0.343,,,,,,,Boston Garden,161808.0,
5,6.0,Fort Wayne Pistons*,26.5,36.0,33.0,34,35,-0.12,0.29,0.17,87.6,87.7,-0.1,91.1,0.476,,0.442,,0.359,,,0.352,,,,,,,War Memorial Coliseum,,
6,7.0,Milwaukee Hawks,26.3,27.0,44.0,31,40,-1.51,0.51,-2.49,84.0,85.7,-1.7,88.4,0.451,,0.423,,0.352,,,0.309,,,,,,,Milwaukee Arena,,
7,8.0,Indianapolis Olympians*,25.5,28.0,43.0,27,44,-2.79,0.49,-2.3,84.9,88.0,-3.1,86.3,0.438,,0.427,,0.351,,,0.315,,,,,,,Hinkle Fieldhouse,,
8,9.0,Baltimore Bullets*,26.3,16.0,54.0,18,52,-6.41,0.62,-5.8,86.8,93.4,-6.6,95.2,0.453,,0.439,,0.371,,,0.311,,,,,,,Baltimore Coliseum,,
9,10.0,Philadelphia Warriors,26.0,12.0,57.0,16,53,-7.2,0.91,-7.75,83.9,91.4,-7.5,94.7,0.414,,0.422,,0.358,,,0.281,,,,,,,Philadelphia Civic Center,,
10,,League Average,26.5,,,36,34,0.29,0.01,0.01,88.0,87.7,,92.4,0.465,,0.445,,0.37,,,0.333,,,,,,,,161808.0,
