,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics*,71,,30.7,78.2,0.392,,,,30.7,78.2,0.392,26.8,36.9,0.728,,,54.4,23.5,,,,26.9,88.1
1,2.0,Rochester Royals*,70,,28.8,77.6,0.372,,,,28.8,77.6,0.372,28.6,39.2,0.73,,,51.8,21.7,,,,31.6,86.3
2,3.0,Syracuse Nationals*,71,,27.4,75.1,0.364,,,,27.4,75.1,0.364,30.9,41.5,0.745,,,48.9,20.5,,,,30.0,85.6
3,4.0,New York Knicks*,70,,29.4,76.3,0.386,,,,29.4,76.3,0.386,26.7,37.9,0.704,,,57.2,22.5,,,,29.3,85.5
4,5.0,Minneapolis Lakers*,70,,30.9,79.4,0.39,,,,30.9,79.4,0.39,23.4,31.7,0.739,,,48.7,19.3,,,,27.4,85.3
5,6.0,Baltimore Bullets*,70,,29.8,80.2,0.371,,,,29.8,80.2,0.371,24.9,36.3,0.686,,,53.2,21.6,,,,30.6,84.4
6,7.0,Fort Wayne Pistons*,69,,27.2,75.8,0.359,,,,27.2,75.8,0.359,26.7,36.1,0.738,,,51.4,20.8,,,,30.7,81.0
7,8.0,Philadelphia Warriors,69,,28.8,80.4,0.358,,,,28.8,80.4,0.358,22.6,33.3,0.679,,,54.5,21.9,,,,27.0,80.2
8,9.0,Milwaukee Hawks,71,,26.4,74.9,0.352,,,,26.4,74.9,0.352,23.1,33.8,0.685,,,48.3,20.1,,,,29.9,75.9
9,10.0,Indianapolis Olympians*,71,,25.8,73.3,0.351,,,,25.8,73.3,0.351,23.1,32.1,0.719,,,46.8,18.0,,,,24.9,74.6
10,,League Average,70,,28.5,77.1,0.37,,,,28.5,77.1,0.37,25.7,35.9,0.716,,,51.5,21.0,,,,28.8,82.7
