,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
9,10.0,Houston Rockets*,82,19730,0.433,12.4,,0.82,0.288,0.134,0.131,0.266,0.18,,0.447,0.548,0.384,0.413,0.387,0.365,,0.491,0.831,,0.043,252,,0.226,743,,0.221,0.427
10,11.0,Indiana Pacers,82,19755,0.454,13.1,,0.77,0.257,0.149,0.122,0.241,0.23,,0.474,0.594,0.42,0.369,0.432,0.386,,0.515,0.891,,0.046,286,,0.216,816,,0.316,0.427
11,12.0,Los Angeles Clippers,82,19805,0.467,11.9,,0.791,0.337,0.126,0.109,0.22,0.209,,0.498,0.615,0.394,0.426,0.414,0.349,,0.535,0.881,,0.053,324,,0.259,977,,0.256,0.384
12,13.0,Los Angeles Lakers*,82,19780,0.445,12.2,,0.782,0.322,0.122,0.111,0.227,0.218,,0.469,0.573,0.388,0.377,0.408,0.362,,0.513,0.854,,0.049,314,,0.252,911,,0.254,0.386
13,14.0,Memphis Grizzlies,82,19805,0.48,12.6,,0.77,0.32,0.111,0.098,0.242,0.23,,0.514,0.645,0.425,0.43,0.416,0.364,,0.522,0.848,,0.054,351,,0.247,1044,,0.226,0.383
14,15.0,Miami Heat,82,19830,0.468,12.8,,0.769,0.289,0.124,0.117,0.239,0.231,,0.497,0.639,0.417,0.406,0.412,0.369,,0.539,0.875,,0.064,385,,0.212,771,,0.273,0.389
15,16.0,Milwaukee Bucks,82,19855,0.48,12.2,,0.767,0.341,0.103,0.114,0.209,0.233,,0.509,0.608,0.448,0.395,0.438,0.384,,0.551,0.854,,0.061,360,,0.261,951,,0.273,0.439
16,17.0,Minnesota Timberwolves,82,19730,0.472,12.8,,0.766,0.304,0.113,0.101,0.247,0.234,,0.507,0.654,0.385,0.393,0.428,0.357,,0.571,0.854,,0.058,349,,0.229,884,,0.255,0.382
17,18.0,New Jersey Nets,82,19830,0.456,12.6,,0.779,0.314,0.109,0.104,0.252,0.221,,0.48,0.577,0.425,0.406,0.414,0.369,,0.554,0.85,,0.05,299,,0.249,850,,0.271,0.418
18,19.0,New Orleans Hornets*,82,19805,0.46,12.9,,0.765,0.306,0.1,0.107,0.252,0.235,,0.494,0.622,0.415,0.379,0.417,0.351,,0.527,0.855,,0.044,263,,0.246,938,,0.238,0.42
19,20.0,New York Knicks,82,19880,0.474,12.8,,0.763,0.302,0.115,0.11,0.236,0.237,,0.507,0.625,0.466,0.408,0.424,0.369,,0.487,0.864,,0.047,297,,0.238,918,,0.266,0.366
20,21.0,Orlando Magic*,82,19780,0.446,13.0,,0.79,0.281,0.115,0.134,0.26,0.21,,0.469,0.601,0.385,0.369,0.416,0.358,,0.512,0.899,,0.039,246,,0.222,858,,0.232,0.403
21,22.0,Philadelphia 76ers*,82,19755,0.461,12.0,,0.762,0.347,0.111,0.105,0.198,0.238,,0.493,0.59,0.433,0.366,0.424,0.36,,0.574,0.898,,0.053,316,,0.276,949,,0.274,0.368
22,23.0,Phoenix Suns*,82,19780,0.456,12.0,,0.82,0.307,0.146,0.125,0.242,0.18,,0.479,0.6,0.38,0.415,0.418,0.353,,0.43,0.765,,0.051,328,,0.24,976,,0.193,0.424
23,24.0,Portland Trail Blazers,82,19905,0.451,12.3,,0.773,0.313,0.132,0.106,0.222,0.227,,0.479,0.603,0.436,0.354,0.388,0.356,,0.508,0.882,,0.058,342,,0.235,845,,0.276,0.385
24,25.0,Sacramento Kings,82,19830,0.466,12.6,,0.762,0.293,0.146,0.101,0.221,0.238,,0.495,0.63,0.433,0.394,0.403,0.373,,0.533,0.879,,0.048,306,,0.225,883,,0.3,0.4
25,26.0,San Antonio Spurs*,82,19730,0.444,12.6,,0.809,0.271,0.151,0.136,0.251,0.191,,0.468,0.598,0.4,0.414,0.399,0.342,,0.473,0.805,,0.04,237,,0.221,781,,0.249,0.348
26,27.0,Seattle SuperSonics,82,19830,0.461,12.0,,0.779,0.314,0.144,0.115,0.206,0.221,,0.482,0.606,0.389,0.388,0.412,0.385,,0.539,0.908,,0.051,336,,0.241,942,,0.271,0.386
27,28.0,Toronto Raptors*,82,19830,0.458,13.1,,0.744,0.303,0.113,0.098,0.23,0.256,,0.489,0.607,0.43,0.391,0.404,0.368,,0.523,0.887,,0.051,302,,0.235,859,,0.28,0.382
28,29.0,Utah Jazz*,82,19705,0.461,12.4,,0.774,0.321,0.123,0.098,0.233,0.226,,0.491,0.622,0.418,0.35,0.409,0.357,,0.497,0.874,,0.052,304,,0.247,881,,0.264,0.396
29,30.0,Washington Wizards*,82,19905,0.461,13.3,,0.73,0.282,0.128,0.094,0.225,0.27,,0.489,0.654,0.372,0.35,0.406,0.386,,0.579,0.889,,0.053,338,,0.218,821,,0.272,0.428
30,,League Average,82,19803,0.457,12.5,,0.778,0.308,0.124,0.111,0.235,0.222,,0.484,0.607,0.408,0.391,0.409,0.362,,0.523,0.867,,0.051,309,,0.24,889,,0.264,0.395
