,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Boston Celtics*,57,22,.722,—,119.7,114.1,4.94,East,1.0
2,Philadelphia Warriors*,46,33,.582,11.0,121.0,120.1,0.89,East,2.0
3,Syracuse Nationals*,38,41,.481,19.0,121.3,119.2,1.93,East,3.0
4,New York Knicks,21,58,.266,36.0,113.7,120.1,-5.43,East,4.0
6,St. Louis Hawks*,51,28,.646,—,118.8,115.2,2.99,West,1.0
7,Los Angeles Lakers*,36,43,.456,15.0,114.0,114.1,-0.11,West,2.0
8,Detroit Pistons*,34,45,.430,17.0,118.6,121.0,-2.11,West,3.0
9,Cincinnati Royals,33,46,.418,18.0,117.9,121.3,-3.04,West,4.0
