,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,New York Knicks*,82,19730,,,,,,,,,,,,,,,,,,,,,8682
1,2.0,Los Angeles Lakers*,82,19830,,,,,,,,,,,,,,,,,,,,,9164
2,3.0,Milwaukee Bucks*,82,19780,,,,,,,,,,,,,,,,,,,,,9363
3,4.0,San Francisco Warriors,82,19830,,,,,,,,,,,,,,,,,,,,,9476
4,5.0,Detroit Pistons,82,19855,,,,,,,,,,,,,,,,,,,,,9518
5,6.0,Chicago Bulls*,82,19880,,,,,,,,,,,,,,,,,,,,,9567
6,7.0,Boston Celtics,82,19780,,,,,,,,,,,,,,,,,,,,,9574
7,8.0,Atlanta Hawks*,82,19780,,,,,,,,,,,,,,,,,,,,,9612
8,9.0,Philadelphia 76ers*,82,19755,,,,,,,,,,,,,,,,,,,,,9718
9,10.0,Baltimore Bullets*,82,19905,,,,,,,,,,,,,,,,,,,,,9726
10,11.0,Seattle SuperSonics,82,19780,,,,,,,,,,,,,,,,,,,,,9796
11,12.0,Cincinnati Royals,82,19880,,,,,,,,,,,,,,,,,,,,,9858
12,13.0,Phoenix Suns*,82,19805,,,,,,,,,,,,,,,,,,,,,9927
13,14.0,San Diego Rockets,82,19780,,,,,,,,,,,,,,,,,,,,,9986
14,,League Average,82,19812,3746.0,8147.0,0.46,,,,3746.0,8147.0,0.46,2078.0,2765.0,0.751,,,4336.0,2027.0,,,,2059.0,9569
