,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,St. Louis Hawks*,80,,,,,,,,,,,,,,,,,,,,,,107.8
1,2.0,Boston Celtics*,80,,,,,,,,,,,,,,,,,,,,,,111.6
2,3.0,Los Angeles Lakers*,80,,,,,,,,,,,,,,,,,,,,,,112.4
3,4.0,Chicago Zephyrs,80,,,,,,,,,,,,,,,,,,,,,,114.0
4,5.0,Detroit Pistons*,80,,,,,,,,,,,,,,,,,,,,,,117.6
5,6.0,New York Knicks,80,,,,,,,,,,,,,,,,,,,,,,117.7
6,7.0,Cincinnati Royals*,80,,,,,,,,,,,,,,,,,,,,,,117.8
7,8.0,Syracuse Nationals*,80,,,,,,,,,,,,,,,,,,,,,,117.8
8,9.0,San Francisco Warriors,80,,,,,,,,,,,,,,,,,,,,,,120.6
9,,League Average,80,,44.6,101.2,0.441,,,,44.6,101.2,0.441,26.1,35.9,0.727,,,66.7,22.7,,,,26.0,115.3
