,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Boston Celtics*,28.3,58.0,22.0,56,24,7.18,-0.8,6.38,93.0,87.4,5.6,127.3,0.316,,0.475,,0.427,,,0.229,,,,,,,Boston Garden,262581.0,
1,2.0,Syracuse Nationals*,26.7,48.0,32.0,49,31,3.79,-0.39,3.4,98.4,95.3,3.1,123.3,0.362,,0.506,,0.445,,,0.283,,,,,,,Onondaga War Memorial,,
2,3.0,Los Angeles Lakers*,26.2,53.0,27.0,48,32,3.13,-0.46,2.67,97.4,94.7,2.7,117.8,0.369,,0.5,,0.441,,,0.281,,,,,,,Los Angeles Memorial Sports Arena,285462.0,
3,4.0,St. Louis Hawks*,26.1,48.0,32.0,45,35,1.78,-0.39,1.38,94.8,93.3,1.5,115.6,0.362,,0.486,,0.431,,,0.264,,,,,,,Kiel Auditorium,,
4,5.0,Cincinnati Royals*,26.0,42.0,38.0,43,37,1.26,-0.03,1.24,99.4,98.3,1.1,119.0,0.365,,0.513,,0.459,,,0.273,,,,,,,Cincinnati Gardens,,
5,6.0,San Francisco Warriors,25.7,31.0,49.0,35,45,-2.09,0.22,-1.86,95.2,96.8,-1.6,123.2,0.331,,0.49,,0.45,,,0.221,,,,,,,Cow Palace,,
6,7.0,Detroit Pistons*,24.9,34.0,46.0,31,49,-3.7,0.32,-3.38,94.2,97.3,-3.1,120.3,0.348,,0.482,,0.432,,,0.25,,,,,,,Cobo Arena,,
7,8.0,Chicago Zephyrs,25.3,25.0,55.0,30,50,-4.09,0.45,-3.63,97.5,101.1,-3.6,112.2,0.395,,0.503,,0.453,,,0.276,,,,,,,Chicago Coliseum,,
8,9.0,New York Knicks,27.7,21.0,59.0,23,57,-7.25,1.06,-6.2,93.5,99.7,-6.2,117.5,0.347,,0.479,,0.429,,,0.246,,,,,,,Madison Square Garden (III),,
9,,League Average,26.4,,,40,40,0.0,0.0,0.0,95.9,95.9,,119.6,0.354,,0.493,,0.441,,,0.258,,,,,,,,274022.0,
