,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,St. Louis Hawks*,80,,,,,,,,,,,,,,,,,,,,,,8624
1,2.0,Boston Celtics*,80,,,,,,,,,,,,,,,,,,,,,,8930
2,3.0,Los Angeles Lakers*,80,,,,,,,,,,,,,,,,,,,,,,8992
3,4.0,Chicago Zephyrs,80,,,,,,,,,,,,,,,,,,,,,,9122
4,5.0,Detroit Pistons*,80,,,,,,,,,,,,,,,,,,,,,,9408
5,6.0,New York Knicks,80,,,,,,,,,,,,,,,,,,,,,,9417
6,7.0,Cincinnati Royals*,80,,,,,,,,,,,,,,,,,,,,,,9426
7,8.0,Syracuse Nationals*,80,,,,,,,,,,,,,,,,,,,,,,9427
8,9.0,San Francisco Warriors,80,,,,,,,,,,,,,,,,,,,,,,9647
9,,League Average,80,,3568.0,8099.0,0.441,,,,3568.0,8099.0,0.441,2085.0,2870.0,0.727,,,5338.0,1816.0,,,,2077.0,9221
