,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Boston Celtics*,58,22,.725,—,118.8,111.6,6.38,East,1.0
2,Syracuse Nationals*,48,32,.600,10.0,121.6,117.8,3.40,East,2.0
3,Cincinnati Royals*,42,38,.525,16.0,119.1,117.8,1.24,East,3.0
4,New York Knicks,21,59,.263,37.0,110.5,117.7,-6.20,East,4.0
6,Los Angeles Lakers*,53,27,.663,—,115.5,112.4,2.67,West,1.0
7,St. Louis Hawks*,48,32,.600,5.0,109.6,107.8,1.38,West,2.0
8,Detroit Pistons*,34,46,.425,19.0,113.9,117.6,-3.38,West,3.0
9,San Francisco Warriors,31,49,.388,22.0,118.5,120.6,-1.86,West,4.0
10,Chicago Zephyrs,25,55,.313,28.0,109.9,114.0,-3.63,West,5.0
