,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
12,13.0,Los Angeles Lakers*,82,19830,0.437,13.1,,0.758,0.25,0.182,0.114,0.211,0.242,,0.469,0.627,0.391,0.385,0.396,0.335,,0.542,0.894,,0.047,285,,0.209,839,,0.28,0.362
13,14.0,Memphis Grizzlies*,82,19880,0.457,12.9,,0.755,0.274,0.178,0.107,0.197,0.245,,0.486,0.664,0.368,0.398,0.393,0.369,,0.512,0.86,,0.046,272,,0.217,876,,0.26,0.408
14,15.0,Miami Heat*,82,19780,0.434,12.8,,0.761,0.262,0.189,0.114,0.195,0.239,,0.462,0.592,0.406,0.399,0.377,0.345,,0.508,0.861,,0.05,289,,0.221,765,,0.265,0.398
15,16.0,Milwaukee Bucks,82,19830,0.447,12.5,,0.794,0.284,0.156,0.142,0.211,0.206,,0.476,0.614,0.394,0.41,0.396,0.334,,0.535,0.858,,0.044,250,,0.228,821,,0.279,0.353
16,17.0,Minnesota Timberwolves,82,19780,0.468,13.1,,0.753,0.276,0.151,0.109,0.217,0.247,,0.499,0.669,0.392,0.391,0.41,0.374,,0.564,0.89,,0.059,370,,0.209,878,,0.291,0.38
17,18.0,New Jersey Nets,82,20005,0.465,12.5,,0.789,0.28,0.179,0.109,0.221,0.211,,0.492,0.633,0.409,0.409,0.422,0.364,,0.537,0.882,,0.052,314,,0.236,891,,0.284,0.386
18,19.0,New Orleans Hornets*,82,19830,0.457,13.3,,0.752,0.249,0.177,0.116,0.21,0.248,,0.49,0.685,0.409,0.384,0.387,0.357,,0.538,0.878,,0.047,274,,0.206,831,,0.269,0.407
19,20.0,New York Knicks*,82,19780,0.472,11.9,,0.79,0.295,0.204,0.102,0.189,0.21,,0.499,0.653,0.372,0.405,0.445,0.372,,0.458,0.826,,0.054,330,,0.24,993,,0.283,0.397
20,21.0,Oklahoma City Thunder*,82,20005,0.458,11.7,,0.804,0.298,0.2,0.105,0.201,0.196,,0.481,0.65,0.371,0.377,0.395,0.361,,0.488,0.88,,0.055,335,,0.236,976,,0.256,0.395
21,22.0,Orlando Magic*,82,19830,0.436,13.5,,0.775,0.229,0.173,0.12,0.253,0.225,,0.461,0.633,0.402,0.395,0.378,0.35,,0.509,0.874,,0.04,241,,0.187,714,,0.282,0.418
22,23.0,Philadelphia 76ers*,82,19930,0.451,12.4,,0.793,0.274,0.181,0.121,0.216,0.207,,0.48,0.647,0.371,0.38,0.417,0.34,,0.542,0.84,,0.041,247,,0.226,908,,0.228,0.38
23,24.0,Phoenix Suns,82,20005,0.472,12.9,,0.773,0.243,0.202,0.11,0.217,0.227,,0.502,0.69,0.403,0.437,0.418,0.367,,0.518,0.821,,0.045,300,,0.188,846,,0.302,0.402
24,25.0,Portland Trail Blazers*,82,19805,0.467,12.4,,0.768,0.296,0.177,0.093,0.203,0.232,,0.497,0.637,0.399,0.41,0.418,0.367,,0.48,0.819,,0.048,273,,0.24,869,,0.291,0.37
25,26.0,Sacramento Kings,82,19855,0.478,12.1,,0.802,0.261,0.221,0.112,0.208,0.198,,0.508,0.714,0.382,0.421,0.429,0.355,,0.495,0.838,,0.056,362,,0.212,957,,0.262,0.39
26,27.0,San Antonio Spurs*,82,19780,0.456,12.5,,0.81,0.256,0.194,0.122,0.237,0.19,,0.477,0.628,0.41,0.413,0.401,0.367,,0.485,0.835,,0.035,216,,0.221,877,,0.254,0.468
27,28.0,Toronto Raptors,82,19780,0.482,11.8,,0.784,0.341,0.158,0.1,0.187,0.216,,0.511,0.644,0.437,0.389,0.396,0.376,,0.515,0.882,,0.066,394,,0.256,999,,0.3,0.387
28,29.0,Utah Jazz,82,19880,0.459,12.7,,0.757,0.27,0.198,0.097,0.193,0.243,,0.486,0.64,0.396,0.391,0.41,0.376,,0.498,0.873,,0.045,261,,0.213,810,,0.28,0.426
29,30.0,Washington Wizards,82,19930,0.471,12.3,,0.777,0.295,0.178,0.098,0.207,0.223,,0.499,0.693,0.344,0.417,0.394,0.373,,0.544,0.852,,0.061,389,,0.225,957,,0.291,0.428
30,,League Average,82,19835,0.459,12.6,,0.778,0.276,0.178,0.11,0.214,0.222,,0.487,0.65,0.392,0.398,0.403,0.358,,0.518,0.86,,0.049,297,,0.222,883,,0.27,0.394
