,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Boston Celtics*,27.1,52.0,20.0,50,22,6.49,-0.65,5.84,89.5,84.5,5.0,128.7,0.316,,0.453,,0.395,,,0.242,,,,,,,Boston Garden,244642.0,
1,2.0,Syracuse Nationals*,26.2,35.0,37.0,45,27,4.04,-0.3,3.74,92.5,89.2,3.3,121.0,0.353,,0.471,,0.407,,,0.273,,,,,,,Onondaga War Memorial,,
2,3.0,St. Louis Hawks*,28.1,49.0,23.0,45,27,3.69,-0.81,2.89,93.3,90.1,3.2,115.6,0.393,,0.476,,0.41,,,0.295,,,,,,,Kiel Auditorium,,
3,4.0,New York Knicks*,25.7,40.0,32.0,37,35,0.25,0.24,0.49,93.0,92.7,0.3,118.0,0.391,,0.473,,0.399,,,0.309,,,,,,,Madison Square Garden (III),,
4,5.0,Detroit Pistons*,27.5,28.0,44.0,33,39,-1.28,-0.1,-1.36,88.4,89.4,-1.0,117.8,0.36,,0.447,,0.385,,,0.266,,,,,,,Detroit Olympia,,
5,6.0,Minneapolis Lakers*,25.7,33.0,39.0,33,39,-1.33,-0.09,-1.42,90.8,91.9,-1.1,115.5,0.384,,0.461,,0.392,,,0.292,,,,,,,Minneapolis Auditorium,,
6,7.0,Philadelphia Warriors,26.9,32.0,40.0,29,43,-3.0,0.71,-2.29,86.7,89.3,-2.6,118.4,0.327,,0.438,,0.381,,,0.24,,,,,,,Philadelphia Civic Center,,
7,8.0,Cincinnati Royals,23.7,19.0,53.0,17,55,-8.88,0.99,-7.89,87.5,95.0,-7.5,116.4,0.324,,0.443,,0.389,,,0.233,,,,,,,Cincinnati Gardens,,
8,,League Average,26.4,,,36,36,0.0,0.0,0.0,90.2,90.2,,118.9,0.355,,0.457,,0.395,,,0.268,,,,,,,,244642.0,
